#	BLOCK	ACTUAL_TE	TE_AVE	ERROR
	1	2.96816	2.96816	0
	2	2.96815	2.96815	2.76247e-06
	3	2.96814	2.96815	3.71116e-06
	4	2.96809	2.96814	1.38298e-05
	5	2.96792	2.96809	3.95137e-05
	6	2.96771	2.96803	6.69709e-05
	7	2.9677	2.96798	7.20853e-05
	8	2.96759	2.96793	7.80571e-05
	9	2.9674	2.96787	8.91839e-05
	10	2.96733	2.96782	9.52514e-05
	11	2.96732	2.96777	9.69678e-05
	12	2.9673	2.96773	9.67153e-05
	13	2.96727	2.9677	9.55845e-05
	14	2.96738	2.96768	9.14522e-05
	15	2.96737	2.96766	8.7521e-05
	16	2.9673	2.96763	8.47642e-05
	17	2.96717	2.96761	8.401e-05
	18	2.96709	2.96758	8.41095e-05
	19	2.9669	2.96754	8.68796e-05
	20	2.96673	2.9675	9.15022e-05
	21	2.96644	2.96745	0.000100094
	22	2.96615	2.96739	0.000111595
	23	2.96576	2.96732	0.000127382
	24	2.96525	2.96723	0.000148522
	25	2.96473	2.96713	0.000172998
	26	2.96438	2.96703	0.000196043
	27	2.96565	2.96698	0.000195352
	28	2.97305	2.96719	0.000284356
	29	2.99202	2.96805	0.000884834
	30	2.99056	2.9688	0.00112943
	31	2.94658	2.96808	0.00130074
	32	2.94149	2.96725	0.00150236
	33	2.96104	2.96706	0.00146859
	34	2.97412	2.96727	0.00143996
	35	2.97703	2.96755	0.00142553
	36	2.9619	2.96739	0.00139455
	37	2.96499	2.96733	0.00135837
	38	2.96859	2.96736	0.00132302
	39	2.9689	2.9674	0.00128969
	40	2.96861	2.96743	0.0012578
	41	2.96827	2.96745	0.00122729
	42	2.96801	2.96746	0.00119814
	43	2.96783	2.96747	0.0011703
	44	2.9677	2.96748	0.00114372
	45	2.96758	2.96748	0.0011183
	46	2.96746	2.96748	0.00109399
	47	2.96732	2.96748	0.00107072
	48	2.96717	2.96747	0.00104843
	49	2.96696	2.96746	0.00102709
	50	2.96683	2.96745	0.00100662
	51	2.96703	2.96744	0.000986919
	52	2.96806	2.96745	0.000968011
	53	2.96824	2.96747	0.000949862
	54	2.96499	2.96742	0.000933381
	55	2.96558	2.96739	0.000917013
	56	2.96646	2.96737	0.000900786
	57	2.96689	2.96736	0.000885023
	58	2.96751	2.96736	0.000869768
	59	2.96799	2.96737	0.00085509
	60	2.96737	2.96737	0.000840839
	61	2.9655	2.96734	0.000827613
	62	2.96537	2.96731	0.000814875
	63	2.96574	2.96729	0.000802321
	64	2.96653	2.96728	0.000789872
	65	2.96786	2.96728	0.000777771
	66	2.96891	2.96731	0.000766378
	67	2.96838	2.96732	0.000755105
	68	2.9671	2.96732	0.000744008
	69	2.96496	2.96729	0.000734009
	70	2.96455	2.96725	0.000724561
	71	2.96592	2.96723	0.000714598
	72	2.96924	2.96726	0.000705217
	73	2.97481	2.96736	0.000703108
	74	2.9739	2.96745	0.000699132
	75	2.96306	2.96739	0.000692252
	76	2.95981	2.96729	0.000690286
	77	2.96461	2.96726	0.0006822
	78	2.96856	2.96727	0.000673657
	79	2.96927	2.9673	0.000665602
	80	2.96651	2.96729	0.000657354
	81	2.96827	2.9673	0.000649349
	82	2.96889	2.96732	0.000641719
	83	2.96746	2.96732	0.00063399
	84	2.96675	2.96731	0.000626479
	85	2.96701	2.96731	0.000619118
	86	2.96723	2.96731	0.00061192
	87	2.96748	2.96731	0.000604889
	88	2.96817	2.96732	0.000598094
	89	2.96874	2.96734	0.000591587
	90	2.96719	2.96734	0.000585016
	91	2.96548	2.96732	0.000578945
	92	2.96598	2.9673	0.000572833
	93	2.96729	2.9673	0.000566674
	94	2.96919	2.96732	0.000561002
	95	2.9678	2.96733	0.000555119
	96	2.9661	2.96731	0.000549483
	97	2.96739	2.96731	0.000543819
	98	2.96595	2.9673	0.000538448
	99	2.96594	2.96729	0.000533185
	100	2.96732	2.96729	0.000527853
	101	2.96809	2.96729	0.000522686
	102	2.96681	2.96729	0.000517583
	103	2.96569	2.96727	0.000512792
	104	2.96608	2.96726	0.000507988
	105	2.96723	2.96726	0.000503151
	106	2.96867	2.96728	0.000498578
	107	2.96854	2.96729	0.000494059
	108	2.96665	2.96728	0.00048952
	109	2.96564	2.96727	0.000485261
	110	2.9659	2.96725	0.000481008
	111	2.96653	2.96725	0.000476718
	112	2.96743	2.96725	0.000472465
	113	2.96798	2.96726	0.000468328
	114	2.96798	2.96726	0.000464262
	115	2.96853	2.96727	0.000460357
	116	2.96772	2.96728	0.000456405
	117	2.9657	2.96726	0.000452703
	118	2.96635	2.96726	0.000448932
	119	2.96704	2.96725	0.000445164
	120	2.96615	2.96725	0.000441549
	121	2.96658	2.96724	0.000437934
	122	2.96755	2.96724	0.000434351
	123	2.96875	2.96725	0.000430994
	124	2.97145	2.96729	0.000428848
	125	2.96395	2.96726	0.000426249
	126	2.96405	2.96724	0.000423627
	127	2.96731	2.96724	0.000420292
	128	2.96854	2.96725	0.000417133
	129	2.9678	2.96725	0.000413921
	130	2.96749	2.96725	0.000410741
	131	2.97051	2.96728	0.000408356
	132	2.96575	2.96727	0.000405426
	133	2.96376	2.96724	0.000403236
	134	2.96655	2.96723	0.00040026
	135	2.96735	2.96724	0.000397296
	136	2.96768	2.96724	0.000394388
	137	2.96783	2.96724	0.000391533
	138	2.96764	2.96725	0.000388707
	139	2.96723	2.96725	0.00038591
	140	2.96722	2.96725	0.000383154
	141	2.9675	2.96725	0.000380441
	142	2.96753	2.96725	0.000377767
	143	2.96747	2.96725	0.000375128
	144	2.96755	2.96725	0.000372529
