INITIAL DISTRIBUTION	MB
BIN SIZE	0.179382
T_SIGN	BIN	VMIN	VMAX	AVE	PROG_AVE_POFV	ERROR
1	28	5.20207	5.38145	0.0155	0.177937	0.0744097
1	29	5.38145	5.56083	0.036	0.085	0.0391919

1	0	0.179382	0.358763	0.86	0.379382	0.055045
1	1	0.358763	0.538145	1.7495	0.872941	0.0886547
1	2	0.538145	0.717527	1.888	1.82406	0.196872
1	3	0.717527	0.896908	2.2045	2.597	0.200426
1	4	0.896908	1.07629	2.782	4.02532	0.292273
1	5	1.07629	1.25567	4.8105	4.79747	0.315048
1	6	1.25567	1.43505	6.3425	6.38712	0.352281
1	7	1.43505	1.61443	7.1575	6.67647	0.272618
1	8	1.61443	1.79382	9.286	7.39365	0.285219
1	9	1.79382	1.9732	8.849	8.99309	0.266691
1	10	1.9732	2.15258	9.495	8.81347	0.277463
1	11	2.15258	2.33196	7.1105	7.75774	0.264166
1	12	2.33196	2.51134	7.3395	7.72444	0.365078
1	13	2.51134	2.69072	7.6315	6.55306	0.308096
1	14	2.69072	2.87011	4.5325	5.86447	0.275285
1	15	2.87011	3.04949	4.402	5.37644	0.250689
1	16	3.04949	3.22887	3.635	4.80685	0.244093
1	17	3.22887	3.40825	3.032	4.37506	0.231366
1	18	3.40825	3.58763	3.3485	3.26924	0.136192
1	19	3.58763	3.76701	2.768	2.43394	0.130026
1	20	3.76701	3.9464	1.5905	2.33241	0.136139
1	21	3.9464	4.12578	1.962	1.61697	0.161481
1	22	4.12578	4.30516	0.659	0.877912	0.121112
1	23	4.30516	4.48454	0.749	0.701706	0.106473
1	24	4.48454	4.66392	1.0705	0.382324	0.0755882
1	25	4.66392	4.8433	1.3395	0.295441	0.0915683
1	26	4.8433	5.02269	1.162	0.205794	0.0688098
1	27	5.02269	5.20207	0.052	0.186353	0.0606893
1	28	5.20207	5.38145	0.097	0.173176	0.0701848
1	29	5.38145	5.56083	0	0.08	0.0372041

1	0	0.179382	0.358763	0.401	0.380583	0.052
1	1	0.358763	0.538145	1.1125	0.88625	0.0847225
1	2	0.538145	0.717527	1.581	1.81056	0.186397
1	3	0.717527	0.896908	3.179	2.62933	0.191882
1	4	0.896908	1.07629	4.774	4.06692	0.27898
1	5	1.07629	1.25567	5.9285	4.86031	0.303747
1	6	1.25567	1.43505	8.4955	6.50425	0.351644
1	7	1.43505	1.61443	8.5195	6.77886	0.276032
1	8	1.61443	1.79382	7.313	7.38917	0.269408
1	9	1.79382	1.9732	5.357	8.79108	0.319343
1	10	1.9732	2.15258	6.1675	8.66647	0.298458
1	11	2.15258	2.33196	8.8815	7.82017	0.256761
1	12	2.33196	2.51134	10.6785	7.88856	0.379896
1	13	2.51134	2.69072	5.4485	6.49169	0.297028
1	14	2.69072	2.87011	3.988	5.76022	0.279033
1	15	2.87011	3.04949	6.23	5.42386	0.241205
1	16	3.04949	3.22887	3.8305	4.75261	0.236482
1	17	3.22887	3.40825	2.003	4.24328	0.253277
1	18	3.40825	3.58763	2.894	3.24839	0.130212
1	19	3.58763	3.76701	1.5855	2.38681	0.131067
1	20	3.76701	3.9464	1.1725	2.26797	0.143016
1	21	3.9464	4.12578	1.3075	1.59978	0.153422
1	22	4.12578	4.30516	1.9775	0.939	0.128872
1	23	4.30516	4.48454	0.8455	0.709694	0.100857
1	24	4.48454	4.66392	1.4695	0.442722	0.0924213
1	25	4.66392	4.8433	1.022	0.335806	0.0949619
1	26	4.8433	5.02269	0.936	0.246361	0.0760103
1	27	5.02269	5.20207	0.7535	0.217861	0.0649841
1	28	5.20207	5.38145	0.046	0.166111	0.0666403
1	29	5.38145	5.56083	0	0.0755556	0.0354016

1	0	0.179382	0.358763	0.4675	0.385158	0.049464
1	1	0.358763	0.538145	0.902	0.887079	0.0802675
1	2	0.538145	0.717527	2.3775	1.84039	0.178959
1	3	0.717527	0.896908	3.723	2.68689	0.190221
1	4	0.896908	1.07629	4.4385	4.08647	0.264981
1	5	1.07629	1.25567	4.5955	4.84637	0.28808
1	6	1.25567	1.43505	8.281	6.59776	0.345347
1	7	1.43505	1.61443	8.206	6.85397	0.271531
1	8	1.61443	1.79382	6.357	7.33484	0.260648
1	9	1.79382	1.9732	5.756	8.63134	0.34015
1	10	1.9732	2.15258	5.239	8.48608	0.332831
1	11	2.15258	2.33196	8.7265	7.86787	0.247639
1	12	2.33196	2.51134	8.602	7.92611	0.361753
1	13	2.51134	2.69072	7.7065	6.55563	0.288194
1	14	2.69072	2.87011	5.784	5.76147	0.26435
1	15	2.87011	3.04949	4.982	5.40061	0.229629
1	16	3.04949	3.22887	4.544	4.74163	0.22429
1	17	3.22887	3.40825	3.749	4.21726	0.241279
1	18	3.40825	3.58763	3.412	3.257	0.123643
1	19	3.58763	3.76701	2.361	2.38545	0.124176
1	20	3.76701	3.9464	1.512	2.22818	0.140915
1	21	3.9464	4.12578	0.754	1.55526	0.151668
1	22	4.12578	4.30516	0.867	0.935211	0.122145
1	23	4.30516	4.48454	1.5685	0.754895	0.105191
1	24	4.48454	4.66392	1.076	0.476053	0.0933739
1	25	4.66392	4.8433	0.431	0.340816	0.090096
1	26	4.8433	5.02269	0.372	0.252974	0.0722968
1	27	5.02269	5.20207	0.133	0.213395	0.0617172
1	28	5.20207	5.38145	0.6125	0.189605	0.0671468
1	29	5.38145	5.56083	0.2725	0.0859211	0.035023

1	0	0.179382	0.358763	0.275	0.37965	0.0472965
1	1	0.358763	0.538145	0.7715	0.8813	0.0764618
1	2	0.538145	0.717527	1.394	1.81807	0.171397
1	3	0.717527	0.896908	2.475	2.6763	0.181004
1	4	0.896908	1.07629	3.202	4.04225	0.255396
1	5	1.07629	1.25567	4.8055	4.84433	0.273683
1	6	1.25567	1.43505	7.4415	6.63995	0.330646
1	7	1.43505	1.61443	8.8485	6.9537	0.27566
1	8	1.61443	1.79382	8.4465	7.39042	0.253473
1	9	1.79382	1.9732	6.4185	8.5207	0.340662
1	10	1.9732	2.15258	5.86	8.35478	0.341108
1	11	2.15258	2.33196	6.803	7.81462	0.240913
1	12	2.33196	2.51134	9.3425	7.99692	0.350529
1	13	2.51134	2.69072	9.9	6.72285	0.318625
1	14	2.69072	2.87011	5.992	5.773	0.251383
1	15	2.87011	3.04949	5.8465	5.4229	0.219227
1	16	3.04949	3.22887	4.2315	4.71612	0.214521
1	17	3.22887	3.40825	3.7375	4.19327	0.230404
1	18	3.40825	3.58763	2.706	3.22945	0.120491
1	19	3.58763	3.76701	2.324	2.38237	0.118005
1	20	3.76701	3.9464	1.11	2.17227	0.144535
1	21	3.9464	4.12578	1.6425	1.55963	0.144147
1	22	4.12578	4.30516	1.867	0.9818	0.124607
1	23	4.30516	4.48454	0.731	0.7537	0.0999379
1	24	4.48454	4.66392	0.8025	0.492375	0.0901205
1	25	4.66392	4.8433	0.6775	0.35765	0.0871497
1	26	4.8433	5.02269	0.1175	0.2462	0.0689986
1	27	5.02269	5.20207	0.0925	0.20735	0.0589266
1	28	5.20207	5.38145	0.0515	0.1827	0.0641435
1	29	5.38145	5.56083	0.076	0.085425	0.0332754

1	0	0.179382	0.358763	0.0285	0.362929	0.047909
1	1	0.358763	0.538145	0.2585	0.851643	0.0783616
1	2	0.538145	0.717527	1.4025	1.79829	0.164374
1	3	0.717527	0.896908	1.844	2.63667	0.176671
1	4	0.896908	1.07629	4.169	4.04829	0.243305
1	5	1.07629	1.25567	5.6655	4.88343	0.263429
1	6	1.25567	1.43505	6.0215	6.6105	0.31621
1	7	1.43505	1.61443	6.6045	6.93707	0.263035
1	8	1.61443	1.79382	7.775	7.40874	0.242064
1	9	1.79382	1.9732	9.664	8.57514	0.328762
1	10	1.9732	2.15258	8.8625	8.37895	0.32572
1	11	2.15258	2.33196	5.766	7.71707	0.248408
1	12	2.33196	2.51134	8.7535	8.03295	0.335683
1	13	2.51134	2.69072	9.214	6.84148	0.324785
1	14	2.69072	2.87011	7.273	5.84443	0.249354
1	15	2.87011	3.04949	4.751	5.3909	0.211109
1	16	3.04949	3.22887	5.352	4.7464	0.206432
1	17	3.22887	3.40825	3.2865	4.1501	0.223442
1	18	3.40825	3.58763	2.4625	3.19293	0.120161
1	19	3.58763	3.76701	2.788	2.40169	0.113956
1	20	3.76701	3.9464	1.396	2.13531	0.142301
1	21	3.9464	4.12578	0.9665	1.53138	0.140023
1	22	4.12578	4.30516	0.205	0.94481	0.124042
1	23	4.30516	4.48454	0.2135	0.727976	0.0984339
1	24	4.48454	4.66392	1.035	0.518214	0.0894567
1	25	4.66392	4.8433	0.472	0.363095	0.0831697
1	26	4.8433	5.02269	1.244	0.293714	0.0804257
1	27	5.02269	5.20207	0.513	0.221905	0.0578901
1	28	5.20207	5.38145	0.0095	0.174452	0.061617
1	29	5.38145	5.56083	0.0035	0.0815238	0.0319187

1	0	0.179382	0.358763	0.5535	0.371591	0.0465079
1	1	0.358763	0.538145	1.688	0.889659	0.0835137
1	2	0.538145	0.717527	0.9285	1.75875	0.161587
1	3	0.717527	0.896908	1.582	2.58873	0.175024
1	4	0.896908	1.07629	2.586	3.98182	0.241154
1	5	1.07629	1.25567	6.1675	4.9418	0.25784
1	6	1.25567	1.43505	7.379	6.64543	0.30376
1	7	1.43505	1.61443	6.2985	6.90805	0.252675
1	8	1.61443	1.79382	9.272	7.49343	0.24543
1	9	1.79382	1.9732	8.3915	8.5668	0.313924
1	10	1.9732	2.15258	7.5785	8.34257	0.31294
1	11	2.15258	2.33196	7.3685	7.70123	0.237621
1	12	2.33196	2.51134	6.9565	7.98402	0.323971
1	13	2.51134	2.69072	7.879	6.88864	0.313427
1	14	2.69072	2.87011	5.8575	5.84502	0.238021
1	15	2.87011	3.04949	5.939	5.41582	0.202978
1	16	3.04949	3.22887	6.9315	4.84573	0.219647
1	17	3.22887	3.40825	4.088	4.14727	0.213304
1	18	3.40825	3.58763	2.449	3.15911	0.119362
1	19	3.58763	3.76701	2.8685	2.42291	0.110734
1	20	3.76701	3.9464	0.7705	2.07327	0.148742
1	21	3.9464	4.12578	0.5875	1.48848	0.140077
1	22	4.12578	4.30516	1.145	0.953909	0.118737
1	23	4.30516	4.48454	0.4895	0.717136	0.0945546
1	24	4.48454	4.66392	0.645	0.523977	0.0855759
1	25	4.66392	4.8433	0.329	0.361545	0.0794037
1	26	4.8433	5.02269	0.4175	0.299341	0.0769665
1	27	5.02269	5.20207	0.8105	0.248659	0.0611293
1	28	5.20207	5.38145	0.027	0.16775	0.0591797
1	29	5.38145	5.56083	0.016	0.0785455	0.0306065

1	0	0.179382	0.358763	0.2725	0.367283	0.0446849
1	1	0.358763	0.538145	0.981	0.89363	0.079977
1	2	0.538145	0.717527	2.6685	1.7983	0.159329
1	3	0.717527	0.896908	3.0065	2.60689	0.168354
1	4	0.896908	1.07629	2.756	3.92852	0.236485
1	5	1.07629	1.25567	5.4925	4.96574	0.247739
1	6	1.25567	1.43505	5.678	6.60337	0.293451
1	7	1.43505	1.61443	7.554	6.93613	0.243245
1	8	1.61443	1.79382	9.638	7.58667	0.251849
1	9	1.79382	1.9732	9.6455	8.6137	0.303758
1	10	1.9732	2.15258	6.652	8.26907	0.307845
1	11	2.15258	2.33196	7.747	7.70322	0.227298
1	12	2.33196	2.51134	8.8635	8.02226	0.312134
1	13	2.51134	2.69072	4.5705	6.78785	0.315589
1	14	2.69072	2.87011	5.915	5.84807	0.227691
1	15	2.87011	3.04949	5.0595	5.40033	0.194743
1	16	3.04949	3.22887	6.557	4.92013	0.222342
1	17	3.22887	3.40825	3.4775	4.11815	0.206008
1	18	3.40825	3.58763	1.6185	3.09213	0.131632
1	19	3.58763	3.76701	2.3415	2.41937	0.105976
1	20	3.76701	3.9464	1.367	2.04257	0.14541
1	21	3.9464	4.12578	1.634	1.4948	0.134129
1	22	4.12578	4.30516	0.5835	0.937804	0.114662
1	23	4.30516	4.48454	1.109	0.734174	0.0919657
1	24	4.48454	4.66392	0.8335	0.537435	0.0829066
1	25	4.66392	4.8433	0.2895	0.358413	0.0760131
1	26	4.8433	5.02269	0.969	0.328457	0.0789354
1	27	5.02269	5.20207	0.6835	0.267565	0.0613255
1	28	5.20207	5.38145	0.0285	0.161696	0.0569155
1	29	5.38145	5.56083	0	0.0751304	0.0294657

1	0	0.179382	0.358763	0.4985	0.37275	0.0431562
1	1	0.358763	0.538145	1.3005	0.910583	0.0784208
1	2	0.538145	0.717527	0.6695	1.75127	0.159482
1	3	0.717527	0.896908	3.426	2.64102	0.164762
1	4	0.896908	1.07629	4.2535	3.94206	0.227019
1	5	1.07629	1.25567	4.7255	4.95573	0.237619
1	6	1.25567	1.43505	5.53	6.55865	0.284611
1	7	1.43505	1.61443	5.2105	6.86423	0.243505
1	8	1.61443	1.79382	8.887	7.64085	0.247115
1	9	1.79382	1.9732	7.9875	8.5876	0.29222
1	10	1.9732	2.15258	10.367	8.35648	0.307179
1	11	2.15258	2.33196	7.3385	7.68802	0.218335
1	12	2.33196	2.51134	8.4735	8.04106	0.299694
1	13	2.51134	2.69072	7.1075	6.80117	0.302721
1	14	2.69072	2.87011	6.692	5.88323	0.220903
1	15	2.87011	3.04949	6.825	5.45969	0.195467
1	16	3.04949	3.22887	3.8655	4.87619	0.217376
1	17	3.22887	3.40825	4.4135	4.13046	0.197791
1	18	3.40825	3.58763	1.8095	3.03869	0.136566
1	19	3.58763	3.76701	2.4225	2.4195	0.10156
1	20	3.76701	3.9464	1.2875	2.0111	0.142714
1	21	3.9464	4.12578	0.905	1.47023	0.130773
1	22	4.12578	4.30516	1.065	0.943104	0.110006
1	23	4.30516	4.48454	0.4835	0.723729	0.088725
1	24	4.48454	4.66392	0.4035	0.531854	0.0796398
1	25	4.66392	4.8433	0.0525	0.345667	0.0739069
1	26	4.8433	5.02269	0.727	0.345062	0.0773734
1	27	5.02269	5.20207	0.482	0.2765	0.0594176
1	28	5.20207	5.38145	0.373	0.1705	0.0552208
1	29	5.38145	5.56083	0.265	0.0830417	0.0292807

1	0	0.179382	0.358763	0.4465	0.3757	0.0415307
1	1	0.358763	0.538145	1.145	0.91996	0.0758425
1	2	0.538145	0.717527	1.2945	1.733	0.154145
1	3	0.717527	0.896908	2.5895	2.63896	0.158185
1	4	0.896908	1.07629	3.0485	3.90632	0.220734
1	5	1.07629	1.25567	4.412	4.93398	0.229107
1	6	1.25567	1.43505	6.33	6.5495	0.273374
1	7	1.43505	1.61443	5.952	6.82774	0.236483
1	8	1.61443	1.79382	7.9975	7.65512	0.237642
1	9	1.79382	1.9732	7.879	8.55926	0.281903
1	10	1.9732	2.15258	9.905	8.41842	0.301072
1	11	2.15258	2.33196	8.4275	7.7176	0.211596
1	12	2.33196	2.51134	9.221	8.08826	0.291399
1	13	2.51134	2.69072	7.977	6.8482	0.294243
1	14	2.69072	2.87011	6.174	5.89486	0.212373
1	15	2.87011	3.04949	5.8825	5.4766	0.188379
1	16	3.04949	3.22887	5.502	4.90122	0.210118
1	17	3.22887	3.40825	2.767	4.07592	0.197255
1	18	3.40825	3.58763	2.597	3.02102	0.132242
1	19	3.58763	3.76701	1.642	2.3884	0.102149
1	20	3.76701	3.9464	1.8725	2.00556	0.137113
1	21	3.9464	4.12578	2.029	1.49258	0.127437
1	22	4.12578	4.30516	1.2155	0.954	0.106144
1	23	4.30516	4.48454	0.324	0.70774	0.0866047
1	24	4.48454	4.66392	0.0725	0.51348	0.0785452
1	25	4.66392	4.8433	0.121	0.33668	0.0714949
1	26	4.8433	5.02269	0.038	0.33278	0.075247
1	27	5.02269	5.20207	0.07	0.26824	0.0576122
1	28	5.20207	5.38145	0.1895	0.17126	0.0530172
1	29	5.38145	5.56083	0.6655	0.10634	0.0362111

1	0	0.179382	0.358763	0.3825	0.375962	0.0399342
1	1	0.358763	0.538145	0.829	0.916462	0.0730061
1	2	0.538145	0.717527	1.831	1.73677	0.148263
1	3	0.717527	0.896908	0.879	2.57127	0.165953
1	4	0.896908	1.07629	2.355	3.84665	0.220161
1	5	1.07629	1.25567	5.7825	4.96662	0.222607
1	6	1.25567	1.43505	4.653	6.47656	0.272417
1	7	1.43505	1.61443	7.6485	6.85931	0.229484
1	8	1.61443	1.79382	6.467	7.60942	0.232854
1	9	1.79382	1.9732	8.026	8.53875	0.271805
1	10	1.9732	2.15258	12.1735	8.56285	0.322277
1	11	2.15258	2.33196	10.8035	7.83629	0.234393
1	12	2.33196	2.51134	5.8985	8.00404	0.292109
1	13	2.51134	2.69072	7.1105	6.85829	0.283099
1	14	2.69072	2.87011	5.84	5.89275	0.204215
1	15	2.87011	3.04949	8.071	5.57638	0.205872
1	16	3.04949	3.22887	5.1275	4.90992	0.202216
1	17	3.22887	3.40825	3.88	4.06838	0.189813
1	18	3.40825	3.58763	1.78	2.97329	0.135496
1	19	3.58763	3.76701	2.803	2.40435	0.0994568
1	20	3.76701	3.9464	1.806	1.99788	0.132054
1	21	3.9464	4.12578	1.604	1.49687	0.122608
1	22	4.12578	4.30516	0.459	0.934962	0.103755
1	23	4.30516	4.48454	0.161	0.686712	0.0857887
1	24	4.48454	4.66392	0.036	0.495115	0.0776415
1	25	4.66392	4.8433	0.512	0.343423	0.0690623
1	26	4.8433	5.02269	0.0765	0.322923	0.0729957
1	27	5.02269	5.20207	0	0.257923	0.0563125
1	28	5.20207	5.38145	0.607	0.188019	0.0535615
1	29	5.38145	5.56083	0.211	0.110365	0.0350414

1	0	0.179382	0.358763	0.63	0.38537	0.039548
1	1	0.358763	0.538145	1.144	0.924889	0.0707869
1	2	0.538145	0.717527	1.913	1.7433	0.142915
1	3	0.717527	0.896908	1.351	2.52607	0.165847
1	4	0.896908	1.07629	2.1215	3.78276	0.221084
1	5	1.07629	1.25567	5.35	4.98081	0.214815
1	6	1.25567	1.43505	7.4275	6.51178	0.264595
1	7	1.43505	1.61443	7.666	6.88919	0.222921
1	8	1.61443	1.79382	6.7535	7.57772	0.226377
1	9	1.79382	1.9732	7.277	8.49202	0.265725
1	10	1.9732	2.15258	6.1675	8.47413	0.32232
1	11	2.15258	2.33196	9.66	7.90383	0.235243
1	12	2.33196	2.51134	8.7115	8.03024	0.282463
1	13	2.51134	2.69072	9.374	6.95146	0.287538
1	14	2.69072	2.87011	6.5625	5.91756	0.198152
1	15	2.87011	3.04949	5.8455	5.58635	0.198488
1	16	3.04949	3.22887	4.5695	4.89731	0.19512
1	17	3.22887	3.40825	4.331	4.07811	0.183031
1	18	3.40825	3.58763	1.683	2.9255	0.138649
1	19	3.58763	3.76701	1.4145	2.36769	0.102307
1	20	3.76701	3.9464	2.3535	2.01106	0.127819
1	21	3.9464	4.12578	2.4885	1.53359	0.123445
1	22	4.12578	4.30516	1.3655	0.950907	0.10113
1	23	4.30516	4.48454	0.2175	0.669333	0.0843531
1	24	4.48454	4.66392	0.5015	0.495352	0.0747662
1	25	4.66392	4.8433	0.335	0.343111	0.0665052
1	26	4.8433	5.02269	0.026	0.311926	0.0711157
1	27	5.02269	5.20207	0.266	0.258222	0.0542276
1	28	5.20207	5.38145	0.323	0.193019	0.0518105
1	29	5.38145	5.56083	0.061	0.108537	0.0337912

1	0	0.179382	0.358763	0.4825	0.388839	0.0382874
1	1	0.358763	0.538145	1.179	0.933964	0.0688381
1	2	0.538145	0.717527	2.959	1.78671	0.144256
1	3	0.717527	0.896908	2.8395	2.53727	0.160301
1	4	0.896908	1.07629	4.8455	3.82071	0.216422
1	5	1.07629	1.25567	5.737	5.00782	0.208834
1	6	1.25567	1.43505	6.4595	6.50991	0.255151
1	7	1.43505	1.61443	5.6285	6.84416	0.21946
1	8	1.61443	1.79382	6.0535	7.52329	0.224742
1	9	1.79382	1.9732	5.012	8.36773	0.283817
1	10	1.9732	2.15258	6.569	8.40609	0.317909
1	11	2.15258	2.33196	6.775	7.86352	0.23027
1	12	2.33196	2.51134	9.2985	8.07554	0.275983
1	13	2.51134	2.69072	7.421	6.96823	0.277758
1	14	2.69072	2.87011	7.698	5.98114	0.201019
1	15	2.87011	3.04949	5.3025	5.57621	0.191658
1	16	3.04949	3.22887	6.3525	4.94929	0.19495
1	17	3.22887	3.40825	5.545	4.1305	0.183839
1	18	3.40825	3.58763	3.0825	2.93111	0.133811
1	19	3.58763	3.76701	3.1465	2.3955	0.102365
1	20	3.76701	3.9464	2.256	2.0198	0.123553
1	21	3.9464	4.12578	0.6805	1.50313	0.122739
1	22	4.12578	4.30516	0.4305	0.932321	0.0992117
1	23	4.30516	4.48454	0.9845	0.680589	0.0820881
1	24	4.48454	4.66392	0.601	0.499125	0.0721912
1	25	4.66392	4.8433	0.3245	0.342446	0.0641333
1	26	4.8433	5.02269	0.1145	0.304875	0.0689245
1	27	5.02269	5.20207	0.0685	0.251446	0.0527125
1	28	5.20207	5.38145	0.1495	0.191464	0.0499834
1	29	5.38145	5.56083	0	0.104661	0.032806

1	0	0.179382	0.358763	0.2865	0.38531	0.0371294
1	1	0.358763	0.538145	0.51	0.919345	0.0679991
1	2	0.538145	0.717527	0.657	1.74776	0.144445
1	3	0.717527	0.896908	2.5305	2.53703	0.154773
1	4	0.896908	1.07629	5.3195	3.8724	0.215041
1	5	1.07629	1.25567	5.8755	5.03774	0.203765
1	6	1.25567	1.43505	5.633	6.47967	0.248138
1	7	1.43505	1.61443	8.4095	6.89814	0.218429
1	8	1.61443	1.79382	7.267	7.51445	0.217166
1	9	1.79382	1.9732	6.4025	8.29997	0.282004
1	10	1.9732	2.15258	7.2745	8.36707	0.309332
1	11	2.15258	2.33196	7.773	7.8604	0.222351
1	12	2.33196	2.51134	10.2435	8.15029	0.276406
1	13	2.51134	2.69072	7.516	6.98712	0.268821
1	14	2.69072	2.87011	5.847	5.97652	0.194141
1	15	2.87011	3.04949	4.2445	5.53029	0.190471
1	16	3.04949	3.22887	6.224	4.99324	0.193119
1	17	3.22887	3.40825	2.621	4.07845	0.184722
1	18	3.40825	3.58763	2.5025	2.91633	0.13001
1	19	3.58763	3.76701	3.3295	2.42771	0.103778
1	20	3.76701	3.9464	2.74	2.04464	0.121763
1	21	3.9464	4.12578	0.6005	1.472	0.122389
1	22	4.12578	4.30516	1.1205	0.93881	0.0960026
1	23	4.30516	4.48454	1.0595	0.693655	0.0802906
1	24	4.48454	4.66392	0.3745	0.494828	0.0698296
1	25	4.66392	4.8433	0.8715	0.36069	0.0644643
1	26	4.8433	5.02269	0.235	0.302466	0.0665899
1	27	5.02269	5.20207	0.48	0.259328	0.0514807
1	28	5.20207	5.38145	0.05	0.186586	0.0484973
1	29	5.38145	5.56083	0	0.101052	0.0318726

1	0	0.179382	0.358763	0.716	0.396333	0.0374923
1	1	0.358763	0.538145	1.7045	0.945517	0.0705896
1	2	0.538145	0.717527	3.1265	1.79372	0.14676
1	3	0.717527	0.896908	2.0425	2.52055	0.15049
1	4	0.896908	1.07629	3.7885	3.8696	0.207891
1	5	1.07629	1.25567	6.086	5.07268	0.199946
1	6	1.25567	1.43505	6.33	6.47468	0.239917
1	7	1.43505	1.61443	7.855	6.93003	0.213464
1	8	1.61443	1.79382	6.653	7.48573	0.211817
1	9	1.79382	1.9732	9.1325	8.32772	0.273966
1	10	1.9732	2.15258	6.199	8.2948	0.307347
1	11	2.15258	2.33196	5.371	7.77742	0.229902
1	12	2.33196	2.51134	6.867	8.10752	0.270482
1	13	2.51134	2.69072	5.956	6.95275	0.262048
1	14	2.69072	2.87011	7.9995	6.04395	0.199036
1	15	2.87011	3.04949	8.1025	5.61603	0.202503
1	16	3.04949	3.22887	3.9385	4.95808	0.189855
1	17	3.22887	3.40825	3.251	4.05087	0.180612
1	18	3.40825	3.58763	2.15	2.89078	0.128161
1	19	3.58763	3.76701	1.8965	2.41	0.101818
1	20	3.76701	3.9464	1.6605	2.03183	0.118375
1	21	3.9464	4.12578	2.589	1.50923	0.123844
1	22	4.12578	4.30516	0.905	0.937683	0.0928091
1	23	4.30516	4.48454	1.103	0.7073	0.0787651
1	24	4.48454	4.66392	1.127	0.5159	0.0706099
1	25	4.66392	4.8433	0.299	0.358633	0.0623483
1	26	4.8433	5.02269	0.2245	0.299867	0.0644209
1	27	5.02269	5.20207	0.7385	0.2753	0.0521837
1	28	5.20207	5.38145	0.126	0.184567	0.0469228
1	29	5.38145	5.56083	0	0.0976833	0.0309877

