T_SIGN	BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	75	3.00058	3.09159	0.0163134
1	76	3.13949	3.09222	0.0161109
1	77	3.24454	3.0942	0.0160227
1	78	3.25855	3.0963	0.0159552
1	79	3.21504	3.09781	0.0158239
1	80	3.20751	3.09918	0.0156854
1	81	3.2086	3.10053	0.0155498
1	82	3.17817	3.10147	0.015389
1	83	3.15824	3.10216	0.0152188
1	84	3.16415	3.1029	0.0150555
1	85	3.17268	3.10372	0.0149007
1	86	3.17573	3.10455	0.014751
1	87	3.17477	3.10536	0.0146035
1	88	3.16542	3.10604	0.0144535
1	89	3.14038	3.10643	0.0142962
1	90	3.12253	3.10661	0.0141385
1	91	3.14415	3.10702	0.0139891
1	92	3.17815	3.10779	0.0138584
1	93	3.19228	3.1087	0.0137392
1	94	3.17465	3.1094	0.0136109
1	95	3.1392	3.10972	0.0134712
1	96	3.15606	3.1102	0.0133396
1	97	3.1632	3.11075	0.0132132
1	98	3.17277	3.11138	0.0130935
1	99	3.20303	3.11231	0.012994
1	100	3.21637	3.11335	0.0129056
1	101	3.20496	3.11425	0.0128097
1	102	3.19754	3.11507	0.0127101
1	103	3.2196	3.11609	0.0126272
1	104	3.24842	3.11736	0.0125697
1	105	3.26113	3.11873	0.0125243
1	106	3.24703	3.11994	0.0124645
1	107	3.21497	3.12083	0.0123796
1	108	3.20622	3.12162	0.0122902
1	109	3.22982	3.12261	0.0122175
1	110	3.25984	3.12386	0.01217
1	111	3.28068	3.12527	0.0121421
1	112	3.28617	3.12671	0.0121183
1	113	3.2754	3.12802	0.0120823
1	114	3.26104	3.12919	0.0120325
1	115	3.24105	3.13016	0.0119672
1	116	3.21864	3.13092	0.0118883
1	117	3.23009	3.13177	0.0118169
1	118	3.25928	3.13285	0.011766
1	119	3.26639	3.13397	0.0117205
1	120	3.27923	3.13518	0.0116852
1	121	3.29864	3.13654	0.0116664
1	122	3.30183	3.13789	0.0116492
1	123	3.28506	3.13909	0.0116158
1	124	3.228	3.1398	0.0115442
1	125	3.1954	3.14025	0.0114605
1	126	3.28543	3.1414	0.0114273
1	127	3.31254	3.14275	0.0114165
1	128	3.29703	3.14395	0.0113907
1	129	3.27472	3.14497	0.0113475
1	130	3.27206	3.14595	0.0113022
1	131	3.23902	3.14666	0.0112382
1	132	3.19975	3.14706	0.0111603
1	133	3.2706	3.14799	0.011115
1	134	3.31014	3.1492	0.0110977
1	135	3.31502	3.15043	0.0110833
1	136	3.30928	3.15159	0.0110631
1	137	3.29819	3.15266	0.011034
1	138	3.28656	3.15363	0.0109966
1	139	3.28141	3.15455	0.0109559
1	140	3.28171	3.15546	0.0109152
1	141	3.27865	3.15633	0.0108727
1	142	3.27196	3.15715	0.0108266
1	143	3.26633	3.15791	0.0107778
1	144	3.26066	3.15863	0.0107265
1	145	3.25116	3.15926	0.0106715
1	146	3.23312	3.15977	0.0106104
1	147	3.21404	3.16014	0.0105446
1	148	3.21859	3.16053	0.0104808
1	149	3.23346	3.16102	0.0104219
1	150	3.24015	3.16155	0.0103657
1	151	3.24001	3.16207	0.0103101
1	152	3.2321	3.16253	0.0102526
1	153	3.21212	3.16286	0.0101907
1	154	3.18928	3.16303	0.0101259
1	155	3.19051	3.1632	0.0100622
1	156	3.20888	3.1635	0.0100019
1	157	3.21753	3.16384	0.00994413
1	158	3.22996	3.16426	0.00988999
1	159	3.25004	3.1648	0.00984249
1	160	3.25238	3.16535	0.00979619
1	161	3.21897	3.16568	0.009741
1	162	3.19045	3.16583	0.00968207
1	163	3.22147	3.16617	0.00962869
1	164	3.26425	3.16677	0.00958853
1	165	3.2828	3.16748	0.00955617
1	166	3.26401	3.16806	0.00951628
1	167	3.21679	3.16835	0.00946377
1	168	3.21274	3.16861	0.00941113
1	169	3.22127	3.16892	0.0093606
1	170	3.23509	3.16931	0.00931362
1	171	3.24563	3.16976	0.00926984
1	172	3.22007	3.17005	0.00922056
1	173	3.20241	3.17024	0.00916916
1	174	3.22746	3.17057	0.00912236
1	175	3.25732	3.17106	0.00908369
1	176	3.28484	3.17171	0.00905505
1	177	3.29194	3.17239	0.00902934
1	178	3.28528	3.17302	0.00900085
1	179	3.26855	3.17356	0.00896638
1	180	3.24016	3.17393	0.00892419
1	181	3.25174	3.17436	0.00888524
1	182	3.24939	3.17477	0.00884598
1	183	3.18959	3.17485	0.00879801
1	184	3.1924	3.17495	0.00875071
1	185	3.2539	3.17537	0.00871381
1	186	3.28636	3.17597	0.00868737
1	187	3.30093	3.17664	0.00866658
1	188	3.28362	3.17721	0.00863914
1	189	3.23526	3.17751	0.00859889
1	190	3.20565	3.17766	0.0085549
1	191	3.22677	3.17792	0.00851398
1	192	3.27043	3.1784	0.00848326
1	193	3.28747	3.17897	0.0084581
1	194	3.28832	3.17953	0.00843327
1	195	3.28669	3.18008	0.0084079
1	196	3.28511	3.18062	0.00838207
1	197	3.28234	3.18113	0.00835541
1	198	3.2704	3.18158	0.00832537
1	199	3.24589	3.18191	0.0082898
1	200	3.2165	3.18208	0.00825015
1	201	3.17506	3.18204	0.00820918
1	202	3.2129	3.1822	0.00816996
1	203	3.21952	3.18238	0.00813179
1	204	3.21018	3.18252	0.00809307
1	205	3.25054	3.18285	0.00806039
1	206	3.28694	3.18335	0.00803708
1	207	3.27906	3.18382	0.00801154
1	208	3.23113	3.18404	0.00797626
1	209	3.17323	3.18399	0.00793826
1	210	3.19365	3.18404	0.00790059
1	211	3.2425	3.18432	0.007868
1	212	3.26493	3.1847	0.00784007
1	213	3.27003	3.1851	0.0078135
1	214	3.26677	3.18548	0.0077863
1	215	3.25948	3.18582	0.00775769
1	216	3.24989	3.18612	0.00772744
1	217	3.24002	3.18637	0.00769582
1	218	3.23565	3.18659	0.00766384
1	219	3.24144	3.18684	0.00763294
1	220	3.2523	3.18714	0.00760404
1	221	3.26012	3.18747	0.0075768
1	222	3.26254	3.18781	0.00755021
1	223	3.26243	3.18814	0.00752376
1	224	3.26127	3.18847	0.00749726
1	225	3.252	3.18875	0.00746925
1	226	3.23813	3.18897	0.00743939
1	227	3.25073	3.18924	0.00741159
1	228	3.27344	3.18961	0.00738828
1	229	3.27302	3.18998	0.00736499
1	230	3.25546	3.19026	0.00733847
1	231	3.24679	3.19051	0.00731078
1	232	3.24497	3.19074	0.00728304
1	233	3.23535	3.19093	0.0072543
1	234	3.22064	3.19106	0.00722441
1	235	3.2048	3.19112	0.0071939
1	236	3.2406	3.19133	0.00716647
1	237	3.2933	3.19176	0.00714914
1	238	3.30955	3.19225	0.00713621
1	239	3.30151	3.19271	0.00712098
1	240	3.28791	3.19311	0.00710235
1	241	3.28564	3.19349	0.00708325
1	242	3.29254	3.1939	0.00706579
1	243	3.29818	3.19433	0.00704974
1	244	3.30361	3.19478	0.00703505
1	245	3.31089	3.19525	0.00702229
1	246	3.31413	3.19573	0.00701035
1	247	3.2965	3.19614	0.00699383
1	248	3.26266	3.19641	0.00697077
1	249	3.24793	3.19662	0.00694584
1	250	3.25645	3.19686	0.00692218
1	251	3.28616	3.19721	0.00690374
1	252	3.30122	3.19762	0.00688867
1	253	3.3032	3.19804	0.00687407
1	254	3.30007	3.19844	0.00685873
1	255	3.28428	3.19878	0.00684009
1	256	3.25903	3.19902	0.00681742
1	257	3.23348	3.19915	0.00679221
1	258	3.19736	3.19914	0.00676589
1	259	3.20953	3.19918	0.00673988
1	260	3.25121	3.19938	0.00671693
1	261	3.26579	3.19964	0.00669601
1	262	3.26095	3.19987	0.00667454
1	263	3.24448	3.20004	0.00665132
1	264	3.21771	3.20011	0.00662646
1	265	3.19181	3.20008	0.00660153
1	266	3.20665	3.2001	0.00657676
1	267	3.23355	3.20023	0.00655332
1	268	3.24305	3.20039	0.00653082
1	269	3.24004	3.20053	0.0065082
1	270	3.23283	3.20065	0.0064852
1	271	3.22294	3.20074	0.00646179
1	272	3.20612	3.20076	0.00643806
1	273	3.18868	3.20071	0.00641463
1	274	3.17696	3.20062	0.0063918
1	275	3.19382	3.2006	0.00636861
1	276	3.21835	3.20066	0.00634586
1	277	3.2176	3.20073	0.00632324
1	278	3.20566	3.20074	0.00630052
1	279	3.21681	3.2008	0.0062782
1	280	3.23442	3.20092	0.00625693
1	281	3.2425	3.20107	0.00623641
1	282	3.24661	3.20123	0.00621639
1	283	3.2437	3.20138	0.00619623
1	284	3.2346	3.2015	0.00617552
1	285	3.23564	3.20162	0.00615501
1	286	3.24489	3.20177	0.00613535
1	287	3.25286	3.20195	0.00611656
1	288	3.2596	3.20215	0.00609859
1	289	3.26029	3.20235	0.00608081
1	290	3.25299	3.20252	0.00606235
1	291	3.25365	3.2027	0.00604406
1	292	3.26724	3.20292	0.0060274
1	293	3.27819	3.20318	0.0060123
1	294	3.28532	3.20346	0.00599834
1	295	3.30134	3.20379	0.00598718
1	296	3.31979	3.20418	0.00597976
1	297	3.30533	3.20452	0.00596932
1	298	3.27085	3.20474	0.00595344
1	299	3.29624	3.20505	0.00594139
1	300	3.34616	3.20552	0.00594017
1	301	3.36749	3.20606	0.00594476
1	302	3.36166	3.20657	0.00594736
1	303	3.344	3.20703	0.00594501
1	304	3.34141	3.20747	0.00594186
1	305	3.35928	3.20797	0.00594319
1	306	3.3508	3.20843	0.00594207
1	307	3.31756	3.20879	0.00593334
1	308	3.33038	3.20918	0.00592719
1	309	3.37418	3.20972	0.00593201
1	310	3.38875	3.21029	0.00594093
1	311	3.36574	3.21079	0.00594281
1	312	3.33611	3.2112	0.00593732
1	313	3.35866	3.21167	0.00593702
1	314	3.39161	3.21224	0.0059457
1	315	3.39663	3.21283	0.00595557
1	316	3.38992	3.21339	0.00596304
1	317	3.38579	3.21393	0.00596898
1	318	3.38919	3.21448	0.0059756
1	319	3.38605	3.21502	0.00598102
1	320	3.36733	3.21549	0.00598124
1	321	3.34767	3.21591	0.00597676
1	322	3.35408	3.21634	0.00597359
1	323	3.36948	3.21681	0.00597388
1	324	3.38064	3.21731	0.0059768
1	325	3.38598	3.21783	0.0059809
1	326	3.38408	3.21834	0.00598426
1	327	3.37629	3.21883	0.00598542
1	328	3.36531	3.21927	0.00598381
1	329	3.36115	3.2197	0.00598114
1	330	3.35689	3.22012	0.00597744
1	331	3.34515	3.2205	0.00597131
1	332	3.34454	3.22087	0.005965
1	333	3.35698	3.22128	0.00596107
1	334	3.35207	3.22167	0.00595607
1	335	3.34391	3.22204	0.00594946
1	336	3.34423	3.2224	0.00594286
1	337	3.33981	3.22275	0.00593543
1	338	3.33054	3.22307	0.00592643
1	339	3.32376	3.22337	0.00591638
1	340	3.31965	3.22365	0.00590576
1	341	3.31548	3.22392	0.00589457
1	342	3.30485	3.22415	0.00588209
1	343	3.29063	3.22435	0.00586813
1	344	3.28294	3.22452	0.00585354
1	345	3.28274	3.22469	0.00583901
1	346	3.28651	3.22487	0.00582487
1	347	3.29762	3.22508	0.00581185
1	348	3.30612	3.22531	0.00579981
1	349	3.30566	3.22554	0.00578777
1	350	3.29049	3.22572	0.0057742
1	351	3.25448	3.22581	0.00575833
1	352	3.2295	3.22582	0.00574198
1	353	3.25301	3.22589	0.00572624
1	354	3.2737	3.22603	0.00571165
1	355	3.26543	3.22614	0.00569664
1	356	3.23739	3.22617	0.00568073
1	357	3.25684	3.22626	0.00566546
1	358	3.25805	3.22635	0.00565033
1	359	3.27195	3.22647	0.00563602
1	360	3.29599	3.22667	0.00562367
1	361	3.28396	3.22682	0.00561034
1	362	3.25179	3.22689	0.00559526
1	363	3.23784	3.22692	0.00557993
1	364	3.24602	3.22698	0.00556485
1	365	3.25279	3.22705	0.00555005
1	366	3.25035	3.22711	0.00553525
1	367	3.24851	3.22717	0.00552047
1	368	3.23792	3.2272	0.00550555
1	369	3.2354	3.22722	0.00549068
1	370	3.27798	3.22736	0.00547755
1	371	3.29239	3.22753	0.00546559
1	372	3.27171	3.22765	0.00545219
1	373	3.23942	3.22768	0.00543766
1	374	3.23627	3.22771	0.00542317
1	375	3.25508	3.22778	0.0054092
1	376	3.26481	3.22788	0.00539571
1	377	3.26502	3.22798	0.0053823
1	378	3.25593	3.22805	0.00536857
1	379	3.23803	3.22808	0.00535447
1	380	3.22236	3.22806	0.0053404
1	381	3.23576	3.22808	0.00532642
1	382	3.27741	3.22821	0.00531404
1	383	3.28931	3.22837	0.00530256
1	384	3.29695	3.22855	0.00529176
1	385	3.3135	3.22877	0.00528261
1	386	3.31797	3.229	0.00527398
1	387	3.29065	3.22916	0.00526276
1	388	3.26051	3.22924	0.00524981
1	389	3.27327	3.22935	0.00523754
1	390	3.29428	3.22952	0.00522675
1	391	3.2926	3.22968	0.00521587
1	392	3.29123	3.22984	0.00520493
1	393	3.30776	3.23004	0.00519546
1	394	3.32164	3.23027	0.00518747
1	395	3.32196	3.2305	0.00517953
1	396	3.31102	3.23071	0.00517044
1	397	3.27934	3.23083	0.00515887
1	398	3.25674	3.23089	0.00514632
1	399	3.2556	3.23095	0.00513379
1	400	3.2397	3.23098	0.00512101
1	401	3.24923	3.23102	0.00510844
1	402	3.28525	3.23116	0.00509751
1	403	3.29925	3.23133	0.00508766
1	404	3.29675	3.23149	0.00507764
1	405	3.2924	3.23164	0.00506733
1	406	3.29052	3.23178	0.00505693
1	407	3.28918	3.23192	0.00504647
1	408	3.28212	3.23205	0.0050356
1	409	3.26643	3.23213	0.00502399
1	410	3.25697	3.23219	0.0050121
1	411	3.25792	3.23225	0.0050003
1	412	3.25338	3.23231	0.00498842
1	413	3.26337	3.23238	0.00497691
1	414	3.27155	3.23248	0.00496579
1	415	3.23432	3.23248	0.00495383
1	416	3.21984	3.23245	0.00494201
1	417	3.24891	3.23249	0.00493032
1	418	3.26093	3.23256	0.00491899
1	419	3.2683	3.23264	0.00490799
1	420	3.28076	3.23276	0.00489764
1	421	3.28387	3.23288	0.00488751
1	422	3.27984	3.23299	0.0048772
1	423	3.27148	3.23308	0.00486652
1	424	3.26222	3.23315	0.00485552
1	425	3.26749	3.23323	0.00484477
1	426	3.28861	3.23336	0.00483514
1	427	3.30744	3.23353	0.00482693
1	428	3.31422	3.23372	0.00481933
1	429	3.30306	3.23388	0.00481081
1	430	3.2799	3.23399	0.00480081
1	431	3.27532	3.23409	0.00479063
1	432	3.27181	3.23417	0.00478034
1	433	3.27804	3.23428	0.00477037
1	434	3.2788	3.23438	0.00476048
1	435	3.2663	3.23445	0.0047501
1	436	3.26321	3.23452	0.00473967
1	437	3.28344	3.23463	0.00473014
1	438	3.30627	3.23479	0.00472217
1	439	3.32855	3.23501	0.00471624
1	440	3.32729	3.23522	0.00471018
1	441	3.31316	3.23539	0.00470282
1	442	3.31205	3.23557	0.00469537
1	443	3.32026	3.23576	0.00468866
1	444	3.31773	3.23594	0.00468174
1	445	3.30016	3.23609	0.00467344
1	446	3.2714	3.23617	0.00466363
1	447	3.25716	3.23621	0.00465343
1	448	3.28477	3.23632	0.00464431
1	449	3.30641	3.23648	0.00463659
1	450	3.31115	3.23664	0.00462925
1	451	3.30828	3.2368	0.00462171
1	452	3.30205	3.23695	0.00461374
1	453	3.29677	3.23708	0.00460545
1	454	3.29466	3.23721	0.00459705
1	455	3.28888	3.23732	0.00458835
1	456	3.27382	3.2374	0.00457898
1	457	3.25484	3.23744	0.00456912
1	458	3.24345	3.23745	0.00455917
1	459	3.2427	3.23746	0.00454925
1	460	3.24951	3.23749	0.00453943
1	461	3.26341	3.23754	0.00452994
1	462	3.28932	3.23766	0.00452152
1	463	3.31342	3.23782	0.00451471
1	464	3.3135	3.23798	0.00450793
1	465	3.26654	3.23804	0.00449865
1	466	3.18923	3.23794	0.00449022
1	467	3.21057	3.23788	0.00448098
1	468	3.25169	3.23791	0.00447151
1	469	3.24991	3.23794	0.00446204
1	470	3.2226	3.2379	0.00445267
1	471	3.21389	3.23785	0.00444351
1	472	3.31105	3.23801	0.0044368
1	473	3.31303	3.23817	0.00443025
1	474	3.30904	3.23832	0.00442343
1	475	3.31537	3.23848	0.00441709
1	476	3.28913	3.23858	0.00440909
1	477	3.25708	3.23862	0.00440002
1	478	3.26071	3.23867	0.00439106
1	479	3.28156	3.23876	0.0043828
1	480	3.29992	3.23889	0.00437553
1	481	3.30319	3.23902	0.00436847
1	482	3.31402	3.23918	0.00436218
1	483	3.33957	3.23938	0.0043581
1	484	3.3518	3.23962	0.00435528
1	485	3.33926	3.23982	0.00435114
1	486	3.32859	3.24	0.00434602
1	487	3.3455	3.24022	0.00434249
1	488	3.35571	3.24046	0.00434004
1	489	3.34302	3.24067	0.00433623
1	490	3.33678	3.24086	0.00433181
1	491	3.33606	3.24106	0.00432732
1	492	3.31033	3.2412	0.00432082
1	493	3.32142	3.24136	0.00431512
1	494	3.3684	3.24162	0.00431404
1	495	3.38308	3.2419	0.00431478
1	496	3.34768	3.24212	0.00431135
1	497	3.3155	3.24226	0.0043052
1	498	3.33283	3.24245	0.00430039
1	499	3.35247	3.24267	0.00429743
1	500	3.37178	3.24292	0.00429658
1	501	3.38922	3.24322	0.00429792
1	502	3.38216	3.24349	0.00429826
1	503	3.35123	3.24371	0.00429505
1	504	3.35129	3.24392	0.00429183
1	505	3.34248	3.24412	0.00428776
1	506	3.3081	3.24424	0.00428115
1	507	3.3188	3.24439	0.00427523
1	508	3.35582	3.24461	0.00427244
1	509	3.36813	3.24485	0.00427093
1	510	3.34496	3.24505	0.00426707
1	511	3.28435	3.24512	0.00425941
1	512	3.28812	3.24521	0.00425192
1	513	3.31023	3.24534	0.00424552
1	514	3.30863	3.24546	0.00423905
1	515	3.30915	3.24558	0.00423262
1	516	3.30964	3.24571	0.00422624
1	517	3.30405	3.24582	0.00421957
1	518	3.29299	3.24591	0.0042124
1	519	3.28335	3.24598	0.00420491
1	520	3.28075	3.24605	0.00419735
1	521	3.27855	3.24611	0.00418976
1	522	3.27135	3.24616	0.00418201
1	523	3.266	3.2462	0.00417419
1	524	3.26926	3.24624	0.00416645
1	525	3.27619	3.2463	0.00415891
1	526	3.28125	3.24637	0.00415153
1	527	3.28284	3.24643	0.00414423
1	528	3.28017	3.2465	0.00413687
1	529	3.27576	3.24655	0.00412942
1	530	3.2752	3.24661	0.00412199
1	531	3.27908	3.24667	0.00411468
1	532	3.28354	3.24674	0.00410753
1	533	3.28581	3.24681	0.00410047
1	534	3.28215	3.24688	0.00409333
1	535	3.27612	3.24693	0.00408604
1	536	3.27628	3.24699	0.00407879
1	537	3.27659	3.24704	0.00407156
1	538	3.26514	3.24708	0.00406413
1	539	3.23863	3.24706	0.00405662
1	540	3.22632	3.24702	0.00404929
1	541	3.20823	3.24695	0.00404244
1	542	3.23457	3.24693	0.00403505
1	543	3.26832	3.24697	0.00402781
1	544	3.28625	3.24704	0.00402105
1	545	3.31565	3.24717	0.00401565
1	546	3.32533	3.24731	0.00401084
1	547	3.3083	3.24742	0.00400506
1	548	3.27798	3.24748	0.00399814
1	549	3.27477	3.24753	0.00399117
1	550	3.28988	3.2476	0.00398465
1	551	3.3071	3.24771	0.00397888
1	552	3.32912	3.24786	0.00397441
1	553	3.34361	3.24803	0.00397099
1	554	3.3372	3.24819	0.00396708
1	555	3.3187	3.24832	0.00396197
1	556	3.31449	3.24844	0.00395663
1	557	3.31754	3.24856	0.00395147
1	558	3.30513	3.24866	0.00394569
1	559	3.30867	3.24877	0.00394009
1	560	3.31562	3.24889	0.00393486
1	561	3.33409	3.24904	0.00393078
1	562	3.35396	3.24923	0.00392822
1	563	3.35329	3.24941	0.00392559
1	564	3.34508	3.24958	0.00392229
1	565	3.29925	3.24967	0.00391633
1	566	3.28579	3.24973	0.00390993
1	567	3.32836	3.24987	0.00390549
1	568	3.31361	3.24999	0.00390023
1	569	3.29967	3.25007	0.00389435
1	570	3.3149	3.25019	0.00388918
1	571	3.31535	3.2503	0.00388404
1	572	3.29975	3.25039	0.00387821
1	573	3.2813	3.25044	0.00387182
1	574	3.27247	3.25048	0.00386527
1	575	3.27509	3.25052	0.00385878
1	576	3.2811	3.25058	0.00385245
1	577	3.28443	3.25063	0.00384622
1	578	3.283	3.25069	0.00383997
1	579	3.2757	3.25073	0.00383358
1	580	3.26528	3.25076	0.00382705
1	581	3.25489	3.25077	0.00382047
1	582	3.24132	3.25075	0.00381394
1	583	3.24294	3.25074	0.00380743
1	584	3.2603	3.25075	0.00380094
1	585	3.2692	3.25078	0.00379457
1	586	3.27848	3.25083	0.00378839
1	587	3.2858	3.25089	0.00378241
1	588	3.26798	3.25092	0.00377609
1	589	3.24903	3.25092	0.00376968
1	590	3.23994	3.2509	0.00376333
1	591	3.25132	3.2509	0.00375697
1	592	3.27317	3.25094	0.00375081
1	593	3.27911	3.25098	0.00374478
1	594	3.2572	3.25099	0.00373849
1	595	3.21313	3.25093	0.00373275
1	596	3.20187	3.25085	0.0037274
1	597	3.2452	3.25084	0.00372117
1	598	3.27176	3.25087	0.00371511
1	599	3.27849	3.25092	0.00370919
1	600	3.28045	3.25097	0.00370334
1	601	3.28243	3.25102	0.00369754
1	602	3.28562	3.25108	0.00369185
1	603	3.29091	3.25115	0.00368632
1	604	3.29887	3.25122	0.00368106
1	605	3.30873	3.25132	0.0036762
1	606	3.31515	3.25142	0.00367165
1	607	3.30138	3.25151	0.00366652
1	608	3.26339	3.25153	0.00366054
1	609	3.27247	3.25156	0.00365469
1	610	3.30941	3.25166	0.00364993
1	611	3.3032	3.25174	0.00364493
1	612	3.27661	3.25178	0.0036392
1	613	3.28552	3.25184	0.00363368
1	614	3.30515	3.25192	0.0036288
1	615	3.32381	3.25204	0.00362478
1	616	3.3456	3.25219	0.00362208
1	617	3.33537	3.25233	0.00361872
1	618	3.30806	3.25242	0.00361398
1	619	3.30253	3.2525	0.00360905
1	620	3.32731	3.25262	0.00360525
1	621	3.35332	3.25278	0.00360309
1	622	3.35653	3.25295	0.00360115
1	623	3.33846	3.25308	0.00359799
1	624	3.31824	3.25319	0.00359374
1	625	3.30637	3.25327	0.00358899
1	626	3.29474	3.25334	0.00358387
1	627	3.29772	3.25341	0.00357886
1	628	3.31465	3.25351	0.00357449
1	629	3.30768	3.25359	0.00356984
1	630	3.28095	3.25364	0.00356444
1	631	3.28333	3.25368	0.0035591
1	632	3.27174	3.25371	0.00355358
1	633	3.24832	3.2537	0.00354798
1	634	3.27258	3.25373	0.00354251
1	635	3.26455	3.25375	0.00353697
1	636	3.24145	3.25373	0.00353146
1	637	3.28949	3.25379	0.00352636
1	638	3.31759	3.25389	0.00352225
1	639	3.32255	3.254	0.00351838
1	640	3.31439	3.25409	0.00351415
1	641	3.28797	3.25414	0.00350906
1	642	3.25733	3.25415	0.0035036
1	643	3.24953	3.25414	0.00349816
1	644	3.24018	3.25412	0.00349279
1	645	3.22199	3.25407	0.00348773
1	646	3.24551	3.25406	0.00348236
1	647	3.29235	3.25412	0.00347748
1	648	3.30926	3.2542	0.00347316
1	649	3.3003	3.25427	0.00346853
1	650	3.23843	3.25425	0.00346328
1	651	3.12461	3.25405	0.00346368
1	652	3.22744	3.25401	0.00345861
1	653	3.27762	3.25404	0.0034535
1	654	3.29173	3.2541	0.0034487
1	655	3.29678	3.25417	0.00344405
1	656	3.29218	3.25422	0.00343929
1	657	3.27816	3.25426	0.00343425
1	658	3.2714	3.25429	0.00342913
1	659	3.26806	3.25431	0.00342399
1	660	3.23678	3.25428	0.0034189
1	661	3.20492	3.25421	0.00341455
1	662	3.23931	3.25418	0.00340946
1	663	3.29094	3.25424	0.00340477
1	664	3.31226	3.25433	0.00340076
1	665	3.31457	3.25442	0.00339686
1	666	3.30828	3.2545	0.00339272
1	667	3.29227	3.25455	0.0033881
1	668	3.26933	3.25458	0.0033831
1	669	3.26131	3.25459	0.00337806
1	670	3.24748	3.25458	0.00337304
1	671	3.22021	3.25452	0.0033684
1	672	3.21932	3.25447	0.00336379
1	673	3.24711	3.25446	0.00335881
1	674	3.29467	3.25452	0.00335436
1	675	3.32138	3.25462	0.00335085
1	676	3.32129	3.25472	0.00334735
1	677	3.29984	3.25479	0.00334307
1	678	3.26022	3.25479	0.00333814
1	679	3.2389	3.25477	0.00333331
1	680	3.24276	3.25475	0.00332846
1	681	3.23015	3.25472	0.00332376
1	682	3.25416	3.25472	0.00331889
1	683	3.30903	3.2548	0.00331498
1	684	3.3186	3.25489	0.00331145
1	685	3.29879	3.25495	0.00330723
1	686	3.28201	3.25499	0.00330265
1	687	3.27158	3.25502	0.00329793
1	688	3.26578	3.25503	0.00329317
1	689	3.27364	3.25506	0.0032885
1	690	3.29311	3.25511	0.0032842
1	691	3.28457	3.25516	0.00327973
1	692	3.27547	3.25519	0.00327512
1	693	3.29622	3.25525	0.00327093
1	694	3.31396	3.25533	0.00326731
1	695	3.31163	3.25541	0.00326361
1	696	3.27737	3.25544	0.00325907
1	697	3.30548	3.25551	0.00325519
