T_SIGN	BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	698	3.33721	3.25563	0.00325263
1	699	3.33644	3.25575	0.00325003
1	700	3.30564	3.25582	0.00324617
1	701	3.24226	3.2558	0.00324159
1	702	3.31219	3.25588	0.00323797
1	703	3.36487	3.25603	0.00323708
1	704	3.35294	3.25617	0.0032354
1	705	3.26007	3.25618	0.00323082
1	706	3.31145	3.25626	0.00322719
1	707	3.35198	3.25639	0.00322546
1	708	3.32449	3.25649	0.00322234
1	709	3.29915	3.25655	0.00321836
1	710	3.276	3.25657	0.00321394
1	711	3.25933	3.25658	0.00320943
1	712	3.31008	3.25665	0.0032058
1	713	3.34517	3.25678	0.0032037
1	714	3.3492	3.25691	0.00320183
1	715	3.34091	3.25702	0.00319951
1	716	3.31931	3.25711	0.00319622
1	717	3.28764	3.25715	0.00319205
1	718	3.2865	3.2572	0.00318786
1	719	3.29304	3.25724	0.00318382
1	720	3.26941	3.25726	0.00317944
1	721	3.31355	3.25734	0.00317599
1	722	3.32607	3.25744	0.00317302
1	723	3.30941	3.25751	0.00316944
1	724	3.31421	3.25759	0.00316603
1	725	3.31766	3.25767	0.00316275
1	726	3.28496	3.25771	0.00315862
1	727	3.23669	3.25768	0.00315441
1	728	3.24667	3.25766	0.00315011
1	729	3.28113	3.25769	0.00314595
1	730	3.28969	3.25774	0.00314195
1	731	3.30284	3.2578	0.00313826
1	732	3.28936	3.25784	0.00313426
1	733	3.29182	3.25789	0.00313033
1	734	3.32237	3.25798	0.0031273
1	735	3.35221	3.2581	0.00312567
1	736	3.35479	3.25824	0.00312418
1	737	3.33186	3.25834	0.00312154
1	738	3.30026	3.25839	0.00311783
1	739	3.28394	3.25843	0.0031138
1	740	3.28158	3.25846	0.00310975
1	741	3.28958	3.2585	0.00310584
1	742	3.30343	3.25856	0.00310224
1	743	3.32211	3.25865	0.00309925
1	744	3.33073	3.25874	0.00309659
1	745	3.31678	3.25882	0.00309342
1	746	3.28286	3.25885	0.00308944
1	747	3.263	3.25886	0.00308531
1	748	3.27618	3.25888	0.00308127
1	749	3.27575	3.25891	0.00307724
1	750	3.25062	3.25889	0.00307315
1	751	3.224	3.25885	0.00306941
1	752	3.24538	3.25883	0.00306538
1	753	3.28621	3.25887	0.00306153
1	754	3.30281	3.25892	0.00305802
1	755	3.30369	3.25898	0.00305455
1	756	3.29931	3.25904	0.00305097
1	757	3.29583	3.25909	0.00304733
1	758	3.29209	3.25913	0.00304362
1	759	3.28523	3.25916	0.0030398
1	760	3.28468	3.2592	0.00303599
1	761	3.29543	3.25924	0.00303237
1	762	3.28357	3.25928	0.00302856
1	763	3.24382	3.25926	0.00302466
1	764	3.27994	3.25928	0.00302082
1	765	3.31647	3.25936	0.0030178
1	766	3.29536	3.25941	0.00301423
1	767	3.25681	3.2594	0.0030103
1	768	3.29131	3.25944	0.00300666
1	769	3.32155	3.25952	0.00300384
1	770	3.3221	3.25961	0.00300104
1	771	3.31186	3.25967	0.00299791
1	772	3.30379	3.25973	0.00299457
1	773	3.29993	3.25978	0.00299115
1	774	3.29588	3.25983	0.00298765
1	775	3.29947	3.25988	0.00298423
1	776	3.30469	3.25994	0.00298094
1	777	3.2947	3.25998	0.00297744
1	778	3.26989	3.26	0.00297364
1	779	3.25567	3.25999	0.00296983
1	780	3.26668	3.26	0.00296604
1	781	3.27498	3.26002	0.0029623
1	782	3.26974	3.26003	0.00295854
1	783	3.26202	3.26003	0.00295476
1	784	3.25761	3.26003	0.00295099
1	785	3.25474	3.26002	0.00294724
1	786	3.2491	3.26001	0.00294353
1	787	3.24003	3.25998	0.00293989
1	788	3.22904	3.25994	0.00293643
1	789	3.23025	3.25991	0.00293295
1	790	3.23847	3.25988	0.00292936
1	791	3.24404	3.25986	0.00292572
1	792	3.25127	3.25985	0.00292205
1	793	3.25432	3.25984	0.00291837
1	794	3.24651	3.25982	0.00291475
1	795	3.23149	3.25979	0.0029113
1	796	3.2257	3.25975	0.00290795
1	797	3.21462	3.25969	0.00290486
1	798	3.18151	3.25959	0.00290287
1	799	3.19392	3.25951	0.0029004
1	800	3.22635	3.25947	0.00289707
1	801	3.2471	3.25945	0.00289349
1	802	3.26174	3.25946	0.00288989
1	803	3.26788	3.25947	0.00288631
1	804	3.25941	3.25947	0.00288272
1	805	3.22293	3.25942	0.00287949
1	806	3.20973	3.25936	0.00287658
1	807	3.24615	3.25934	0.00287306
1	808	3.26617	3.25935	0.00286952
1	809	3.2815	3.25938	0.0028661
1	810	3.29557	3.25942	0.00286291
1	811	3.29911	3.25947	0.0028598
1	812	3.28724	3.25951	0.00285648
1	813	3.26044	3.25951	0.00285297
1	814	3.22895	3.25947	0.00284971
1	815	3.23478	3.25944	0.00284638
1	816	3.26424	3.25945	0.0028429
1	817	3.28159	3.25947	0.00283954
1	818	3.30126	3.25952	0.00283653
1	819	3.30895	3.25958	0.00283371
1	820	3.30902	3.25964	0.0028309
1	821	3.31119	3.25971	0.00282814
1	822	3.31801	3.25978	0.00282559
1	823	3.3261	3.25986	0.00282331
1	824	3.32908	3.25994	0.00282113
1	825	3.31389	3.26001	0.00281847
1	826	3.27091	3.26002	0.00281509
1	827	3.26785	3.26003	0.0028117
1	828	3.30575	3.26009	0.00280885
1	829	3.32369	3.26016	0.00280651
1	830	3.3235	3.26024	0.00280416
1	831	3.31892	3.26031	0.00280168
1	832	3.31567	3.26038	0.0027991
1	833	3.3043	3.26043	0.00279624
1	834	3.28666	3.26046	0.00279306
1	835	3.28936	3.26049	0.00278993
1	836	3.3051	3.26055	0.0027871
1	837	3.30571	3.2606	0.00278429
1	838	3.28944	3.26064	0.00278118
1	839	3.26812	3.26065	0.00277788
1	840	3.27005	3.26066	0.0027746
1	841	3.29072	3.26069	0.00277153
1	842	3.29626	3.26073	0.00276856
1	843	3.28146	3.26076	0.00276539
1	844	3.26253	3.26076	0.00276211
1	845	3.26107	3.26076	0.00275884
1	846	3.24635	3.26074	0.00275563
1	847	3.22323	3.2607	0.00275274
1	848	3.23763	3.26067	0.00274962
1	849	3.26243	3.26068	0.00274639
1	850	3.28498	3.2607	0.0027433
1	851	3.30234	3.26075	0.00274052
1	852	3.30982	3.26081	0.00273791
1	853	3.30806	3.26087	0.00273526
1	854	3.29371	3.2609	0.00273232
1	855	3.27299	3.26092	0.00272916
1	856	3.27216	3.26093	0.00272601
1	857	3.27864	3.26095	0.0027229
1	858	3.26234	3.26095	0.00271973
1	859	3.22538	3.26091	0.00271688
1	860	3.23185	3.26088	0.00271393
1	861	3.21851	3.26083	0.00271123
1	862	3.24726	3.26081	0.00270813
1	863	3.31346	3.26087	0.00270568
1	864	3.30093	3.26092	0.00270294
1	865	3.28375	3.26095	0.00269994
1	866	3.28518	3.26098	0.00269697
1	867	3.29645	3.26102	0.00269417
1	868	3.29756	3.26106	0.0026914
1	869	3.27321	3.26107	0.00268834
1	870	3.21348	3.26102	0.0026858
1	871	3.1759	3.26092	0.0026845
1	872	3.2299	3.26088	0.00268165
1	873	3.25713	3.26088	0.00267859
1	874	3.26043	3.26088	0.00267552
1	875	3.26175	3.26088	0.00267246
1	876	3.26199	3.26088	0.00266941
1	877	3.26168	3.26088	0.00266637
1	878	3.2602	3.26088	0.00266333
1	879	3.25194	3.26087	0.00266032
1	880	3.2191	3.26082	0.00265772
1	881	3.17621	3.26073	0.00265644
1	882	3.18587	3.26064	0.00265478
1	883	3.20037	3.26057	0.00265265
1	884	3.20973	3.26052	0.00265028
1	885	3.22875	3.26048	0.00264753
1	886	3.24335	3.26046	0.00264461
1	887	3.25277	3.26045	0.00264164
1	888	3.25426	3.26045	0.00263868
1	889	3.24092	3.26042	0.0026358
1	890	3.21235	3.26037	0.00263339
1	891	3.209	3.26031	0.00263107
1	892	3.23697	3.26029	0.00262825
1	893	3.26008	3.26029	0.0026253
1	894	3.26893	3.2603	0.00262238
1	895	3.26471	3.2603	0.00261946
1	896	3.25409	3.26029	0.00261654
1	897	3.24593	3.26028	0.00261368
1	898	3.24236	3.26026	0.00261084
1	899	3.22883	3.26022	0.00260817
1	900	3.21348	3.26017	0.00260579
1	901	3.21302	3.26012	0.00260342
1	902	3.22164	3.26008	0.00260089
1	903	3.24735	3.26006	0.00259805
1	904	3.27135	3.26007	0.0025952
1	905	3.27786	3.26009	0.00259241
1	906	3.27168	3.26011	0.00258958
1	907	3.26391	3.26011	0.00258673
1	908	3.25891	3.26011	0.00258388
1	909	3.25325	3.2601	0.00258105
1	910	3.24234	3.26008	0.00257828
1	911	3.24016	3.26006	0.00257555
1	912	3.26283	3.26006	0.00257272
1	913	3.28119	3.26009	0.00257001
1	914	3.28712	3.26012	0.00256737
1	915	3.28736	3.26015	0.00256474
1	916	3.28518	3.26017	0.00256208
1	917	3.2832	3.2602	0.00255941
1	918	3.28339	3.26022	0.00255675
1	919	3.28504	3.26025	0.00255411
1	920	3.28593	3.26028	0.00255148
1	921	3.26737	3.26029	0.00254873
1	922	3.22383	3.26025	0.00254627
1	923	3.22487	3.26021	0.0025438
1	924	3.28466	3.26024	0.00254118
1	925	3.29819	3.26028	0.00253877
1	926	3.3043	3.26032	0.00253647
1	927	3.31855	3.26039	0.00253451
1	928	3.32947	3.26046	0.00253287
1	929	3.33298	3.26054	0.00253135
1	930	3.32907	3.26061	0.0025297
1	931	3.31395	3.26067	0.00252763
1	932	3.30044	3.26071	0.00252528
1	933	3.30215	3.26076	0.00252296
1	934	3.29963	3.2608	0.0025206
1	935	3.3027	3.26084	0.00251831
1	936	3.327	3.26091	0.00251661
1	937	3.34138	3.261	0.00251539
1	938	3.33324	3.26108	0.00251388
1	939	3.31322	3.26113	0.00251182
1	940	3.31028	3.26119	0.00250969
1	941	3.31864	3.26125	0.00250777
1	942	3.30804	3.2613	0.0025056
1	943	3.30584	3.26134	0.00250339
1	944	3.317	3.2614	0.00250143
1	945	3.31355	3.26146	0.00249939
1	946	3.29336	3.26149	0.00249698
1	947	3.26185	3.26149	0.00249434
1	948	3.23277	3.26146	0.00249189
1	949	3.23075	3.26143	0.00248948
1	950	3.23855	3.2614	0.00248697
1	951	3.2584	3.2614	0.00248436
1	952	3.27021	3.26141	0.00248177
1	953	3.27449	3.26142	0.0024792
1	954	3.28422	3.26145	0.00247672
1	955	3.27219	3.26146	0.00247415
1	956	3.21923	3.26142	0.00247195
1	957	3.19325	3.26134	0.0024704
1	958	3.20004	3.26128	0.00246865
1	959	3.23036	3.26125	0.00246628
1	960	3.25641	3.26124	0.00246372
1	961	3.26452	3.26125	0.00246116
1	962	3.26276	3.26125	0.0024586
1	963	3.26032	3.26125	0.00245605
1	964	3.25576	3.26124	0.00245351
1	965	3.24781	3.26123	0.002451
1	966	3.24253	3.26121	0.00244854
1	967	3.2359	3.26118	0.00244615
1	968	3.23844	3.26116	0.00244374
1	969	3.26056	3.26116	0.00244121
1	970	3.27814	3.26118	0.00243876
1	971	3.28321	3.2612	0.00243635
1	972	3.27694	3.26121	0.0024339
1	973	3.25474	3.26121	0.00243141
1	974	3.22361	3.26117	0.00242922
1	975	3.22188	3.26113	0.00242706
1	976	3.22729	3.26109	0.00242482
1	977	3.2699	3.2611	0.00242236
1	978	3.30584	3.26115	0.00242031
1	979	3.31933	3.26121	0.00241857
1	980	3.30342	3.26125	0.00241649
1	981	3.24968	3.26124	0.00241405
1	982	3.2322	3.26121	0.00241177
1	983	3.25577	3.2612	0.00240933
1	984	3.26244	3.26121	0.00240688
1	985	3.29562	3.26124	0.00240469
1	986	3.32071	3.2613	0.00240301
1	987	3.31779	3.26136	0.00240125
1	988	3.30239	3.2614	0.00239918
1	989	3.28908	3.26143	0.00239692
1	990	3.29846	3.26147	0.00239479
1	991	3.32365	3.26153	0.0023932
1	992	3.33903	3.26161	0.00239206
1	993	3.33973	3.26168	0.00239094
1	994	3.33347	3.26176	0.00238963
1	995	3.32581	3.26182	0.00238809
1	996	3.3164	3.26188	0.00238632
1	997	3.3016	3.26192	0.00238426
1	998	3.2861	3.26194	0.002382
1	999	3.27981	3.26196	0.00237968
1	1000	3.27989	3.26198	0.00237737
1	1001	3.27739	3.26199	0.00237504
1	1002	3.26351	3.26199	0.00237267
1	1003	3.23418	3.26197	0.00237047
1	1004	3.20428	3.26191	0.00236881
1	1005	3.23314	3.26188	0.00236662
1	1006	3.26939	3.26189	0.00236428
1	1007	3.26598	3.26189	0.00236194
1	1008	3.24841	3.26188	0.00235963
1	1009	3.23821	3.26185	0.00235741
1	1010	3.24785	3.26184	0.00235512
1	1011	3.26091	3.26184	0.00235279
1	1012	3.26276	3.26184	0.00235046
1	1013	3.25727	3.26184	0.00234815
1	1014	3.25037	3.26182	0.00234586
1	1015	3.24621	3.26181	0.0023436
1	1016	3.2482	3.2618	0.00234133
1	1017	3.25487	3.26179	0.00233904
1	1018	3.25535	3.26178	0.00233675
1	1019	3.24103	3.26176	0.00233454
1	1020	3.23303	3.26173	0.00233242
1	1021	3.25294	3.26172	0.00233015
1	1022	3.27655	3.26174	0.00232792
1	1023	3.28286	3.26176	0.00232574
1	1024	3.25728	3.26176	0.00232347
1	1025	3.23816	3.26173	0.00232132
1	1026	3.22645	3.2617	0.00231931
1	1027	3.21367	3.26165	0.00231752
1	1028	3.22658	3.26162	0.00231552
1	1029	3.24178	3.2616	0.00231335
1	1030	3.27166	3.26161	0.00231112
1	1031	3.27679	3.26162	0.00230893
1	1032	3.25891	3.26162	0.00230669
1	1033	3.19802	3.26156	0.00230528
1	1034	3.1707	3.26147	0.00230472
1	1035	3.24144	3.26145	0.00230258
1	1036	3.2825	3.26147	0.00230045
1	1037	3.27766	3.26149	0.00229828
1	1038	3.25684	3.26148	0.00229607
1	1039	3.23412	3.26146	0.00229401
1	1040	3.21261	3.26141	0.00229229
1	1041	3.20402	3.26135	0.00229075
1	1042	3.21003	3.26131	0.00228908
1	1043	3.21091	3.26126	0.00228739
1	1044	3.20522	3.2612	0.00228583
1	1045	3.19908	3.26114	0.00228442
1	1046	3.19627	3.26108	0.00228308
1	1047	3.19314	3.26102	0.00228182
1	1048	3.18223	3.26094	0.00228088
1	1049	3.15807	3.26084	0.00228081
1	1050	3.13675	3.26073	0.0022817
1	1051	3.16299	3.26063	0.00228142
1	1052	3.18823	3.26056	0.00228029
1	1053	3.19579	3.2605	0.00227896
1	1054	3.19705	3.26044	0.00227759
1	1055	3.19743	3.26038	0.00227621
1	1056	3.1999	3.26032	0.00227478
1	1057	3.20402	3.26027	0.00227325
1	1058	3.20447	3.26022	0.00227171
1	1059	3.19714	3.26016	0.00227035
1	1060	3.18752	3.26009	0.00226924
1	1061	3.18464	3.26002	0.00226821
1	1062	3.19544	3.25996	0.00226689
1	1063	3.21785	3.25992	0.00226511
1	1064	3.24066	3.2599	0.00226305
1	1065	3.25609	3.2599	0.00226093
1	1066	3.24604	3.25988	0.00225885
1	1067	3.21853	3.25985	0.00225706
1	1068	3.22463	3.25981	0.00225519
1	1069	3.25278	3.25981	0.00225309
1	1070	3.23074	3.25978	0.00225115
1	1071	3.21362	3.25974	0.00224946
1	1072	3.25275	3.25973	0.00224737
1	1073	3.29774	3.25976	0.00224555
1	1074	3.31828	3.25982	0.00224412
1	1075	3.31373	3.25987	0.0022426
1	1076	3.27867	3.25989	0.00224058
1	1077	3.24643	3.25987	0.00223853
1	1078	3.24153	3.25986	0.00223652
1	1079	3.21137	3.25981	0.0022349
1	1080	3.28741	3.25984	0.00223298
1	1081	3.31031	3.25988	0.0022314
1	1082	3.29896	3.25992	0.00222963
1	1083	3.27731	3.25994	0.00222763
1	1084	3.24409	3.25992	0.00222562
1	1085	3.18847	3.25986	0.00222454
1	1086	3.19307	3.25979	0.00222335
1	1087	3.2482	3.25978	0.00222133
1	1088	3.27325	3.2598	0.00221932
1	1089	3.29213	3.25983	0.00221748
1	1090	3.3089	3.25987	0.0022159
1	1091	3.30433	3.25991	0.00221425
1	1092	3.27692	3.25993	0.00221227
1	1093	3.24791	3.25992	0.00221028
1	1094	3.2391	3.2599	0.00220834
1	1095	3.25646	3.25989	0.00220632
1	1096	3.2815	3.25991	0.0022044
1	1097	3.29592	3.25995	0.00220263
1	1098	3.29639	3.25998	0.00220088
1	1099	3.28634	3.26	0.00219901
1	1100	3.27229	3.26002	0.00219703
1	1101	3.2651	3.26002	0.00219504
1	1102	3.2633	3.26002	0.00219305
1	1103	3.26907	3.26003	0.00219108
1	1104	3.27816	3.26005	0.00218916
1	1105	3.28267	3.26007	0.00218727
1	1106	3.28253	3.26009	0.00218539
1	1107	3.27692	3.2601	0.00218347
1	1108	3.26102	3.2601	0.0021815
1	1109	3.23213	3.26008	0.00217968
1	1110	3.2131	3.26004	0.00217812
1	1111	3.22611	3.26001	0.00217638
1	1112	3.23432	3.25998	0.00217454
1	1113	3.22073	3.25995	0.00217287
1	1114	3.23104	3.25992	0.00217108
1	1115	3.24882	3.25991	0.00216915
1	1116	3.26721	3.25992	0.00216722
1	1117	3.2642	3.25992	0.00216528
1	1118	3.23054	3.2599	0.00216351
1	1119	3.26033	3.2599	0.00216157
1	1120	3.28812	3.25992	0.00215979
1	1121	3.28871	3.25995	0.00215802
1	1122	3.28777	3.25997	0.00215624
1	1123	3.29103	3.26	0.00215449
1	1124	3.28399	3.26002	0.00215268
1	1125	3.2839	3.26004	0.00215087
1	1126	3.30713	3.26008	0.00214937
1	1127	3.29872	3.26012	0.00214774
1	1128	3.26811	3.26013	0.00214584
1	1129	3.29029	3.26015	0.00214411
1	1130	3.33419	3.26022	0.00214321
1	1131	3.32907	3.26028	0.00214218
1	1132	3.28223	3.2603	0.00214038
1	1133	3.26572	3.2603	0.00213849
1	1134	3.29773	3.26034	0.00213686
1	1135	3.31005	3.26038	0.00213543
1	1136	3.3086	3.26042	0.00213397
1	1137	3.333	3.26049	0.00213305
1	1138	3.35668	3.26057	0.00213285
1	1139	3.37742	3.26067	0.00213344
1	1140	3.38044	3.26078	0.00213415
1	1141	3.37262	3.26088	0.00213453
1	1142	3.3488	3.26095	0.00213405
1	1143	3.33881	3.26102	0.00213327
1	1144	3.35692	3.26111	0.00213305
1	1145	3.35685	3.26119	0.00213283
1	1146	3.32987	3.26125	0.00213181
1	1147	3.32481	3.2613	0.00213067
1	1148	3.33925	3.26137	0.0021299
1	1149	3.31304	3.26142	0.00212852
1	1150	3.28813	3.26144	0.00212679
1	1151	3.30593	3.26148	0.0021253
1	1152	3.32484	3.26153	0.00212416
1	1153	3.31297	3.26158	0.00212279
1	1154	3.29611	3.26161	0.00212116
1	1155	3.30022	3.26164	0.00211959
1	1156	3.31358	3.26169	0.00211823
1	1157	3.31906	3.26174	0.00211698
1	1158	3.31713	3.26178	0.00211569
1	1159	3.31336	3.26183	0.00211434
1	1160	3.3124	3.26187	0.00211296
1	1161	3.31603	3.26192	0.00211166
1	1162	3.31933	3.26197	0.00211042
1	1163	3.31061	3.26201	0.00210902
1	1164	3.29329	3.26204	0.00210738
1	1165	3.30098	3.26207	0.00210583
1	1166	3.31354	3.26211	0.00210449
1	1167	3.27533	3.26213	0.00210272
1	1168	3.26437	3.26213	0.00210092
1	1169	3.26827	3.26213	0.00209913
1	1170	3.17289	3.26206	0.00209872
1	1171	3.16974	3.26198	0.00209841
1	1172	3.26284	3.26198	0.00209662
1	1173	3.33781	3.26204	0.00209582
1	1174	3.33775	3.26211	0.00209503
1	1175	3.32327	3.26216	0.0020939
1	1176	3.32057	3.26221	0.0020927
1	1177	3.31952	3.26226	0.00209149
1	1178	3.30798	3.2623	0.00209008
1	1179	3.27969	3.26231	0.00208836
1	1180	3.28074	3.26233	0.00208664
1	1181	3.31807	3.26237	0.00208541
1	1182	3.33846	3.26244	0.00208464
1	1183	3.34389	3.26251	0.00208402
1	1184	3.34379	3.26258	0.00208339
1	1185	3.33819	3.26264	0.0020826
1	1186	3.32312	3.26269	0.00208147
1	1187	3.31928	3.26274	0.00208027
1	1188	3.34093	3.2628	0.00207955
1	1189	3.34071	3.26287	0.00207884
1	1190	3.29658	3.2629	0.00207728
1	1191	3.26096	3.2629	0.00207554
1	1192	3.28632	3.26292	0.00207389
1	1193	3.32122	3.26297	0.00207273
1	1194	3.29399	3.26299	0.00207116
1	1195	3.31401	3.26303	0.00206986
1	1196	3.36122	3.26312	0.00206976
1	1197	3.36853	3.2632	0.0020699
1	1198	3.35689	3.26328	0.00206965
1	1199	3.33224	3.26334	0.00206873
1	1200	3.29408	3.26337	0.00206716
1	1201	3.25433	3.26336	0.00206545
1	1202	3.25207	3.26335	0.00206376
1	1203	3.28455	3.26337	0.00206212
1	1204	3.27439	3.26338	0.00206042
1	1205	3.26433	3.26338	0.00205871
1	1206	3.28714	3.2634	0.0020571
1	1207	3.31286	3.26344	0.0020558
1	1208	3.31321	3.26348	0.00205452
1	1209	3.28939	3.2635	0.00205293
1	1210	3.26687	3.2635	0.00205123
1	1211	3.22636	3.26347	0.00204977
1	1212	3.22562	3.26344	0.00204832
1	1213	3.26764	3.26344	0.00204663
1	1214	3.29503	3.26347	0.00204511
1	1215	3.30664	3.26351	0.00204373
1	1216	3.30957	3.26354	0.0020424
1	1217	3.30481	3.26358	0.00204101
1	1218	3.29104	3.2636	0.00203946
1	1219	3.2757	3.26361	0.00203781
1	1220	3.27537	3.26362	0.00203616
1	1221	3.28377	3.26364	0.00203456
1	1222	3.28134	3.26365	0.00203295
1	1223	3.25756	3.26365	0.00203129
1	1224	3.22784	3.26362	0.00202984
1	1225	3.23973	3.2636	0.00202828
1	1226	3.27034	3.2636	0.00202663
1	1227	3.27949	3.26362	0.00202502
1	1228	3.2734	3.26362	0.00202339
1	1229	3.26161	3.26362	0.00202174
1	1230	3.26314	3.26362	0.0020201
1	1231	3.27501	3.26363	0.00201848
1	1232	3.28291	3.26365	0.0020169
1	1233	3.27995	3.26366	0.00201531
1	1234	3.25476	3.26365	0.00201369
1	1235	3.20707	3.26361	0.00201258
1	1236	3.19999	3.26355	0.00201161
1	1237	3.22968	3.26353	0.00201017
1	1238	3.24725	3.26351	0.00200859
1	1239	3.25053	3.2635	0.00200699
1	1240	3.2528	3.2635	0.00200539
1	1241	3.25837	3.26349	0.00200378
1	1242	3.2641	3.26349	0.00200217
1	1243	3.26889	3.2635	0.00200056
1	1244	3.27189	3.2635	0.00199897
1	1245	3.26543	3.2635	0.00199736
1	1246	3.23229	3.26348	0.00199592
1	1247	3.19087	3.26342	0.00199516
1	1248	3.20532	3.26337	0.00199411
1	1249	3.2493	3.26336	0.00199254
1	1250	3.26852	3.26337	0.00199095
1	1251	3.25189	3.26336	0.00198938
1	1252	3.22885	3.26333	0.00198799
1	1253	3.23026	3.2633	0.00198657
1	1254	3.24981	3.26329	0.00198502
1	1255	3.26753	3.2633	0.00198344
1	1256	3.27236	3.2633	0.00198187
1	1257	3.27294	3.26331	0.00198031
1	1258	3.27526	3.26332	0.00197876
1	1259	3.27726	3.26333	0.00197722
1	1260	3.27257	3.26334	0.00197566
1	1261	3.25926	3.26334	0.0019741
1	1262	3.23984	3.26332	0.00197262
1	1263	3.21332	3.26328	0.00197146
1	1264	3.19969	3.26323	0.00197054
1	1265	3.21317	3.26319	0.00196938
1	1266	3.25065	3.26318	0.00196785
1	1267	3.28409	3.26319	0.00196637
1	1268	3.29937	3.26322	0.00196502
1	1269	3.30272	3.26325	0.00196372
1	1270	3.29779	3.26328	0.00196236
1	1271	3.28267	3.2633	0.00196088
1	1272	3.26582	3.2633	0.00195934
1	1273	3.25507	3.26329	0.00195781
1	1274	3.24342	3.26328	0.00195633
1	1275	3.24868	3.26327	0.00195483
1	1276	3.27728	3.26328	0.00195333
1	1277	3.28515	3.26329	0.00195188
1	1278	3.27915	3.26331	0.00195039
1	1279	3.30632	3.26334	0.00194915
1	1280	3.29546	3.26336	0.00194779
1	1281	3.26681	3.26337	0.00194627
1	1282	3.25095	3.26336	0.00194478
1	1283	3.24637	3.26334	0.00194331
1	1284	3.27499	3.26335	0.00194182
1	1285	3.2864	3.26337	0.00194039
1	1286	3.27157	3.26338	0.00193889
1	1287	3.21638	3.26334	0.00193773
1	1288	3.22634	3.26331	0.00193644
1	1289	3.26728	3.26332	0.00193494
1	1290	3.25551	3.26331	0.00193345
1	1291	3.27926	3.26332	0.00193199
1	1292	3.30706	3.26336	0.00193079
1	1293	3.31401	3.26339	0.00192969
1	1294	3.30949	3.26343	0.00192853
1	1295	3.28226	3.26344	0.0019271
1	1296	3.23401	3.26342	0.00192574
1	1297	3.24454	3.26341	0.00192431
1	1298	3.28969	3.26343	0.00192294
1	1299	3.30388	3.26346	0.00192171
1	1300	3.28641	3.26348	0.00192031
1	1301	3.27543	3.26349	0.00191886
1	1302	3.28037	3.2635	0.00191743
1	1303	3.28966	3.26352	0.00191606
1	1304	3.29744	3.26354	0.00191477
1	1305	3.30065	3.26357	0.00191351
1	1306	3.28913	3.26359	0.00191215
1	1307	3.20548	3.26355	0.0019112
1	1308	3.13628	3.26345	0.00191222
1	1309	3.26336	3.26345	0.00191075
1	1310	3.30272	3.26348	0.00190953
1	1311	3.299	3.26351	0.00190827
1	1312	3.28808	3.26353	0.0019069
1	1313	3.29084	3.26355	0.00190557
1	1314	3.30824	3.26358	0.00190442
1	1315	3.32051	3.26363	0.00190346
1	1316	3.32338	3.26367	0.00190256
1	1317	3.31291	3.26371	0.00190148
1	1318	3.27865	3.26372	0.00190007
1	1319	3.23013	3.26369	0.0018988
1	1320	3.22822	3.26367	0.00189755
1	1321	3.29593	3.26369	0.00189627
1	1322	3.33459	3.26374	0.0018956
1	1323	3.32105	3.26379	0.00189466
1	1324	3.29556	3.26381	0.00189338
1	1325	3.27223	3.26382	0.00189196
1	1326	3.28182	3.26383	0.00189058
1	1327	3.29531	3.26386	0.00188931
1	1328	3.29534	3.26388	0.00188803
1	1329	3.31701	3.26392	0.00188704
1	1330	3.32121	3.26396	0.00188611
1	1331	3.32203	3.26401	0.0018852
1	1332	3.33598	3.26406	0.00188456
1	1333	3.32328	3.2641	0.00188367
1	1334	3.27478	3.26411	0.00188227
1	1335	3.23818	3.26409	0.00188096
1	1336	3.2748	3.2641	0.00187957
1	1337	3.31792	3.26414	0.0018786
1	1338	3.32708	3.26419	0.00187778
1	1339	3.31096	3.26422	0.0018767
1	1340	3.28519	3.26424	0.00187537
1	1341	3.25409	3.26423	0.00187398
1	1342	3.2143	3.26419	0.00187296
1	1343	3.23531	3.26417	0.00187169
1	1344	3.28971	3.26419	0.00187039
1	1345	3.31038	3.26423	0.00186931
1	1346	3.29661	3.26425	0.00186808
1	1347	3.26038	3.26425	0.0018667
1	1348	3.23884	3.26423	0.00186541
1	1349	3.26349	3.26423	0.00186402
1	1350	3.29296	3.26425	0.00186276
1	1351	3.3033	3.26428	0.00186161
1	1352	3.3015	3.26431	0.00186044
1	1353	3.29354	3.26433	0.00185919
1	1354	3.2832	3.26434	0.00185787
1	1355	3.2772	3.26435	0.00185652
1	1356	3.27335	3.26436	0.00185516
1	1357	3.2635	3.26436	0.00185379
1	1358	3.26839	3.26436	0.00185243
1	1359	3.2808	3.26437	0.00185111
1	1360	3.28461	3.26439	0.00184981
1	1361	3.26822	3.26439	0.00184845
1	1362	3.1977	3.26434	0.00184774
1	1363	3.20835	3.2643	0.00184684
1	1364	3.28062	3.26431	0.00184553
1	1365	3.2825	3.26432	0.00184422
1	1366	3.28879	3.26434	0.00184296
1	1367	3.30294	3.26437	0.00184183
1	1368	3.30419	3.2644	0.00184071
1	1369	3.2914	3.26442	0.00183947
1	1370	3.26844	3.26442	0.00183813
1	1371	3.25333	3.26441	0.00183681
1	1372	3.26226	3.26441	0.00183547
1	1373	3.26027	3.26441	0.00183414
1	1374	3.24774	3.2644	0.00183284
1	1375	3.24398	3.26438	0.00183157
1	1376	3.25458	3.26438	0.00183025
