walk_id	step	x	y	z
7	68	0.886156	-2.27156	-10.6402
8	68	-5.64817	2.14809	3.11015
9	68	-2.445	-1.55772	2.65971
0	69	11.8768	-0.801359	0.637851
1	69	-1.98866	-5.19871	5.27019
2	69	1.6384	-1.00819	4.51976
3	69	2.10466	-3.24865	-0.76416
4	69	2.50474	4.09081	6.28194
5	69	0.373044	2.10053	5.28753
6	69	-3.37044	5.83135	-7.2047
7	69	1.11263	-2.24202	-9.66668
8	69	-5.58441	2.16135	4.10803
9	69	-2.349	-1.53006	1.66471
0	70	12.1248	-0.722204	-0.327652
1	70	-1.95745	-5.18067	4.27084
2	70	1.7789	-0.880081	5.50152
3	70	2.33966	-2.91691	0.14947
4	70	2.73982	4.64504	7.08041
5	70	0.514769	2.85384	5.92975
6	70	-3.39649	6.72253	-6.75179
7	70	0.877722	-1.30017	-9.4264
8	70	-6.02796	3.05747	4.12332
9	70	-2.95975	-0.766728	1.45422
0	71	12.0952	-0.481671	0.642535
1	71	-1.83083	-4.18873	4.26629
2	71	1.86481	-0.662931	4.52917
3	71	2.86081	-2.19686	0.607655
4	71	3.24427	5.06524	6.32611
5	71	1.03511	3.10184	6.7469
6	71	-2.48329	6.90288	-7.11723
7	71	1.01097	-1.30748	-8.43534
8	71	-5.07937	2.75931	4.22952
9	71	-2.67088	-0.94556	0.513708
0	72	11.9613	-0.752269	-0.310802
1	72	-2.31599	-4.13348	5.13897
2	72	1.64104	0.281335	4.77059
3	72	3.56424	-1.73724	0.0655034
4	72	3.38799	4.95689	5.34244
5	72	0.859677	2.53448	7.55146
6	72	-3.47527	6.85704	-6.99939
7	72	0.718276	-0.599961	-9.07858
8	72	-5.03853	2.79647	3.23104
9	72	-2.06084	-1.26813	1.23746
0	73	11.6428	-1.16892	-1.16226
1	73	-2.30356	-3.67186	4.25198
2	73	1.86467	-0.0463936	3.85267
3	73	3.25415	-1.62534	-0.878593
4	73	3.63874	5.02883	4.37707
5	73	0.74189	2.38448	6.56982
6	73	-3.47049	6.97652	-7.99221
7	73	0.74471	-0.639808	-10.0774
8	73	-5.06117	2.80498	4.23075
9	73	-1.96816	-1.24284	2.23283
0	74	11.6122	-0.614372	-0.33067
1	74	-2.43813	-3.74268	3.26361
2	74	2.48206	-0.522552	3.22648
3	74	3.47928	-0.65317	-0.8138
4	74	2.96064	4.89009	5.09882
5	74	0.755448	2.36593	7.56955
6	74	-3.14903	7.55096	-8.745
7	74	-0.245917	-0.559599	-10.188
8	74	-4.7853	2.04594	4.82046
9	74	-1.82761	-1.10436	3.21317
0	75	11.7391	-0.476111	0.651567
1	75	-2.83942	-4.64255	3.09275
2	75	2.4969	-0.369247	4.21455
3	75	3.70169	-1.61843	-0.950942
4	75	2.89786	4.99262	6.09156
5	75	1.51722	1.72637	7.46628
6	75	-3.2293	7.5826	-7.74873
7	75	0.750308	-0.611933	-10.2573
8	75	-4.83564	2.03198	5.81909
9	75	-0.999107	-0.545485	3.17798
0	76	11.7097	-0.447917	1.65074
1	76	-3.69363	-4.97563	2.69353
2	76	2.45324	-1.07161	4.92503
3	76	4.06051	-1.81257	-1.86394
4	76	3.69834	5.58986	6.14183
5	76	1.45259	2.0339	8.41563
6	76	-3.98105	7.75601	-8.38497
7	76	0.215192	-1.30061	-9.76802
8	76	-4.77107	1.90685	4.82906
9	76	-0.026017	-0.504093	2.9513
0	77	12.1634	-0.512194	2.53958
1	77	-3.27643	-4.55315	1.88889
2	77	2.30292	-0.0987106	5.10074
3	77	3.81394	-1.68261	-0.903563
4	77	3.03348	5.27087	5.46639
5	77	1.27558	1.11858	8.77739
6	77	-3.92108	7.69051	-7.38892
7	77	1.06422	-1.21284	-10.289
8	77	-4.33984	2.63387	5.36336
9	77	-0.0663906	-0.407811	1.95677
0	78	12.2097	-1.03542	1.68864
1	78	-3.33974	-4.40103	2.87522
2	78	2.80146	-0.689895	5.73474
3	78	2.96926	-1.14828	-0.935397
4	78	3.74072	5.08436	4.78447
5	78	1.17402	1.11367	7.78257
6	78	-3.37869	7.89127	-6.57313
7	78	0.296459	-1.80957	-10.0557
8	78	-3.83694	3.36282	4.8989
9	78	-0.172259	-0.75282	1.02416
0	79	12.2233	-1.04638	0.688793
1	79	-4.16421	-4.88746	2.58599
2	79	2.70239	-0.130438	6.55766
3	79	3.56883	-1.25894	-1.72803
4	79	3.25663	4.27728	5.1225
5	79	1.15286	1.14024	6.78315
6	79	-2.4641	8.18928	-6.84649
7	79	0.272749	-2.36353	-9.22345
8	79	-4.41037	3.60563	4.11646
9	79	0.47102	-0.0737073	1.37771
0	80	12.0482	-2.01647	0.856974
1	80	-4.68198	-4.12581	2.19637
2	80	3.25709	-0.241827	5.7331
3	80	3.54189	-1.27649	-2.72752
4	80	3.36718	4.77678	5.98173
5	80	1.62606	0.381718	7.23117
6	80	-3.43073	8.42321	-6.95095
7	80	0.943724	-1.96302	-9.84746
8	80	-4.49221	3.29431	3.16969
9	80	0.352508	0.133993	2.34869
0	81	12.0575	-1.06392	0.552719
1	81	-4.00908	-4.05062	2.93228
2	81	3.34512	-0.613946	4.8091
3	81	2.60449	-1.6222	-2.76975
4	81	3.15753	5.18511	6.87016
5	81	2.13323	0.725244	6.44074
6	81	-2.79057	7.68798	-6.72817
7	81	0.804202	-2.11787	-8.86942
8	81	-5.1463	3.75377	2.56881
9	81	0.768456	0.911293	2.8207
0	82	11.4036	-0.848626	-0.172604
1	82	-4.15942	-4.35321	3.87348
2	82	4.16197	-1.17778	4.93099
3	82	2.98205	-1.21463	-3.60122
4	82	2.84767	5.56785	7.7405
5	82	1.27524	0.213825	6.39271
6	82	-2.63427	7.31254	-7.64175
7	82	1.41709	-1.96043	-8.09509
8	82	-5.25193	4.72431	2.35224
9	82	0.522597	0.919811	1.85143
0	83	12.1639	-1.49807	-0.159439
1	83	-3.5625	-5.15549	3.87778
2	83	4.56558	-2.0927	4.92643
3	83	3.17214	-2.19631	-3.61464
4	83	2.81476	4.56864	7.71822
5	83	1.02106	-0.752832	6.36157
6	83	-3.09685	6.42687	-7.68174
7	83	0.769435	-2.7208	-8.14394
8	83	-6.05205	4.12724	2.29455
9	83	-0.389731	0.515793	1.78489
0	84	12.7035	-0.773407	0.269181
1	84	-3.35504	-6.02169	3.42318
2	84	4.4017	-2.01138	3.94331
3	84	3.78316	-1.92747	-2.87007
4	84	2.53802	3.61062	7.64329
5	84	0.713969	-0.298023	5.52561
6	84	-2.77073	6.39356	-6.737
7	84	0.0905909	-3.38342	-7.82755
8	84	-6.11634	4.95403	1.73572
9	84	-0.338473	0.479348	0.786874
0	85	12.5835	-0.181742	-0.528021
1	85	-3.42817	-6.05785	2.42651
2	85	4.70841	-2.36225	4.82808
3	85	4.26854	-1.2078	-2.37361
4	85	1.59441	3.93833	7.59635
5	85	0.652573	-1.11339	4.94993
6	85	-2.39615	6.46325	-7.66157
7	85	0.0157044	-3.2256	-6.84293
8	85	-6.63229	4.51755	2.4728
9	85	0.453403	-0.0735653	1.04614
0	86	12.0654	-0.406093	-1.35342
1	86	-3.85299	-5.22695	2.78585
2	86	4.82429	-2.29334	3.83721
3	86	4.83094	-2.02896	-2.47055
4	86	1.33973	3.73885	8.54258
5	86	0.0891963	-0.481837	4.41725
6	86	-1.89534	6.97107	-6.96064
7	86	0.406924	-3.56494	-7.69838
8	86	-7.20867	3.76023	2.7798
9	86	0.387086	-0.0294868	0.0493146
0	87	11.4134	-0.890258	-1.93689
1	87	-3.93024	-5.42065	1.80784
2	87	4.911	-2.78931	4.70121
3	87	5.46387	-2.74239	-2.16984
4	87	2.20917	3.47699	8.12364
5	87	0.466234	-0.381518	3.49651
6	87	-1.66804	7.2111	-6.01686
7	87	0.586445	-2.70404	-7.22233
8	87	-7.53888	4.67332	2.54059
9	87	-0.0495733	0.317317	-0.780779
0	88	10.9751	-1.46604	-2.62712
1	88	-3.71244	-4.44545	1.84721
2	88	5.05078	-3.44153	5.44624
3	88	5.4214	-2.68558	-3.16732
4	88	2.88191	3.11124	7.48048
5	88	-0.526269	-0.314793	3.59891
6	88	-1.08986	7.43119	-5.23119
7	88	0.492722	-2.7995	-8.21334
8	88	-7.26641	5.43062	1.94707
9	88	0.0346288	-0.665372	-0.61576
0	89	10.975	-1.46621	-1.62712
1	89	-3.99361	-4.84981	2.71752
2	89	4.5473	-4.13524	5.96128
3	89	4.81798	-3.48258	-3.14105
4	89	2.33475	2.41814	7.01119
5	89	-0.867814	-0.7299	2.75568
6	89	-1.12419	7.39115	-6.2298
7	89	0.195825	-3.13198	-7.31818
8	89	-7.83077	4.82379	2.50677
9	89	-0.658873	-1.38146	-0.536592
0	90	10.5407	-2.14069	-1.03013
1	90	-4.78264	-5.04003	3.30169
2	90	3.83725	-3.72348	6.53249
3	90	4.58613	-2.68586	-2.58294
4	90	2.72114	3.16233	7.55605
5	90	-0.0663998	-0.455555	3.28716
6	90	-0.347466	7.0328	-5.71184
7	90	0.513275	-3.93503	-6.81386
8	90	-8.15855	4.01637	2.99731
9	90	-1.46046	-1.7424	-0.0599506
0	91	9.91195	-2.81882	-1.41076
1	91	-4.18248	-4.242	3.24734
2	91	3.34171	-4.54638	6.81048
3	91	4.93278	-1.94808	-2.0037
4	91	2.53015	2.61625	8.37172
5	91	-0.00222566	-0.185936	4.24798
6	91	-0.354674	6.97804	-6.71031
7	91	0.523991	-3.55375	-7.73826
8	91	-8.10893	3.35327	2.25043
9	91	-1.61477	-0.882054	-0.545747
0	92	10.0394	-3.13398	-0.470322
1	92	-3.19602	-4.38872	3.17405
2	92	3.4667	-4.39172	5.83045
3	92	4.62006	-1.11495	-1.54752
4	92	1.86068	2.73321	7.63814
5	92	-0.340961	-0.584045	5.10049
6	92	-0.0395123	6.06911	-6.9833
7	92	0.526907	-3.55433	-6.73826
8	92	-7.4661	4.07114	2.51769
9	92	-1.77192	-0.38885	-1.40135
0	93	10.9409	-3.4599	-0.185403
1	93	-3.09043	-4.18485	4.14733
2	93	2.86774	-3.97411	5.14719
3	93	3.9756	-1.82097	-1.25391
4	93	2.00288	2.56437	8.61347
5	93	0.279364	-0.187317	4.42388
6	93	-0.443817	6.93234	-6.68104
7	93	0.324932	-3.61837	-5.76097
8	93	-7.33606	3.34017	1.84779
9	93	-0.822445	-0.346007	-1.09044
0	94	11.4663	-4.03904	-0.808724
1	94	-3.40694	-4.31756	3.20807
2	94	2.85654	-3.77854	6.12781
3	94	4.62643	-2.00993	-0.518581
4	94	1.44241	1.78321	8.88855
5	94	-0.271849	0.603647	4.15828
6	94	0.216498	7.11427	-7.40966
7	94	0.310361	-3.82338	-6.73962
8	94	-7.64222	3.47351	2.79039
9	94	-0.293331	0.221345	-0.459454
0	95	11.5984	-3.70938	-1.74354
1	95	-2.55068	-4.72862	3.52089
2	95	2.72383	-4.01353	5.16492
3	95	3.81201	-1.47564	-0.292195
4	95	1.5524	1.92877	7.90533
5	95	0.476887	-0.0446691	4.29642
6	95	0.1507	7.04778	-8.40527
7	95	-0.351329	-3.07519	-6.69085
8	95	-7.63914	3.47589	1.79039
9	95	0.263467	-0.608291	-0.500448
0	96	11.597	-3.61352	-2.73894
1	96	-1.91058	-4.29488	2.88674
2	96	3.64252	-4.39545	5.26571
3	96	3.92936	-2.09494	0.484143
4	96	1.4764	1.85529	6.91093
5	96	-0.283598	0.126194	3.66994
6	96	-0.199647	7.97784	-8.29465
7	96	0.0151203	-2.57184	-5.90832
8	96	-7.52374	3.47034	0.79709
9	96	0.662804	-1.28482	-1.11919
0	97	12.1387	-4.28627	-2.23498
1	97	-0.941318	-4.29234	2.64073
2	97	3.96579	-3.98964	4.41084
3	97	3.87871	-1.87141	1.45752
4	97	0.715744	2.22504	7.4445
5	97	-1.16645	-0.292733	3.45764
6	97	-0.325801	7.44443	-9.13104
7	97	0.135398	-2.72577	-4.92759
8	97	-6.69702	3.46041	1.35962
9	97	1.28709	-0.524253	-1.29753
0	98	12.7022	-4.46804	-3.04083
1	98	-0.0415728	-3.91089	2.85276
2	98	4.05618	-3.80573	5.38962
3	98	3.6734	-1.08772	0.871282
4	98	0.0020557	2.71493	7.94515
5	98	-1.26994	-0.304316	2.46308
6	98	-0.971184	6.74652	-9.44153
7	98	0.113056	-3.39653	-4.18625
8	98	-6.44357	3.1468	0.444516
9	98	2.27127	-0.701366	-1.30252
0	99	13.2514	-3.71514	-3.40353
1	99	0.704815	-3.28474	3.07821
2	99	4.66492	-3.50757	6.12483
3	99	3.81584	-1.05693	1.86061
4	99	0.438908	2.70195	7.04571
5	99	-0.434049	-0.537696	1.96627
6	99	-0.103502	6.25565	-9.36296
7	99	0.679325	-3.93196	-3.55963
8	99	-6.28647	2.90214	1.40131
9	99	2.36763	-0.984318	-2.2568
