0	0	0	0.366666	1.54577	1.34861	3.05648	3.91188	8.84408	8.81857	13.9333	21.2391	11.9889	23.7658	13.76	14.718	18.4583	11.9685	5.22319	5.33751	2.87699	2.93429	0	0	0	0	0	3.8431	0	0	0
1	0	0	0.366663	1.54573	1.34858	3.05643	3.91183	8.84394	8.81839	13.9331	21.2388	11.9886	23.7654	13.7597	14.7177	18.458	11.9683	5.2231	5.3374	2.87693	2.93424	0	0	0	0	0	3.84305	0	0	0
2	0	0	0.366657	1.54561	1.34849	3.05628	3.91166	8.8435	8.81785	13.9324	21.2376	11.9878	23.7642	13.759	14.7168	18.457	11.9676	5.22284	5.33707	2.87676	2.9341	0	0	0	0	0	3.8429	0	0	0
3	0	0	0.36665	1.5454	1.34833	3.05604	3.91138	8.84278	8.81696	13.9312	21.2358	11.9866	23.7621	13.7577	14.7153	18.4555	11.9666	5.2224	5.33652	2.87647	2.93386	0	0	0	0	0	3.84265	0	0	0
4	0	0	0.366645	1.54511	1.3481	3.0557	3.91099	8.84175	8.81572	15.3961	19.7666	11.9848	23.7592	13.756	14.7133	18.4532	11.9651	5.22179	5.33575	2.87607	2.93354	0	0	0	0	0	3.8423	0	0	0
5	0	0	0.366644	1.54474	1.3478	3.05527	3.91049	8.84043	8.81413	15.3937	19.7635	11.9825	23.7555	13.7538	14.7107	18.4504	11.9631	5.221	5.33476	5.80868	0	0	0	0	0	0	3.84185	0	0	0
6	0	0	0.366651	1.5443	1.34744	3.05475	3.90988	8.83881	8.81219	15.3907	19.7598	11.9797	23.751	15.8041	12.6544	18.4469	11.9608	5.22004	5.33356	5.80757	0	0	0	0	0	0	3.84131	0	0	0
7	0	0	0.366668	1.54378	1.34701	3.05413	3.90916	8.83688	8.80991	15.3871	19.7554	11.9764	23.7456	15.8004	12.651	18.4428	11.958	5.2189	5.33215	5.80626	0	0	0	0	0	0	3.84067	0	0	0
8	0	0	0.366698	1.54318	1.34651	3.05343	3.90834	8.83464	8.80728	15.3829	19.7502	11.9726	23.7394	15.7962	12.6471	18.438	11.9549	5.21759	5.33051	5.80476	0	0	0	0	0	0	3.83995	0	0	0
9	0	0	0.366745	1.5425	1.34594	3.05264	3.90741	8.83208	8.8043	15.3782	19.7444	11.9683	23.7323	15.7914	12.6427	18.4325	11.9513	5.2161	5.32867	5.80306	0	0	0	0	0	0	3.83913	0	0	0
10	0	0	0.366813	1.54175	1.34529	3.05176	3.90638	8.8292	8.80097	15.3729	19.7378	11.9635	23.7243	15.7859	12.6377	18.4264	11.9472	5.21444	5.3266	5.80118	0	0	0	0	0	0	3.83821	0	0	0
11	0	0	0.366904	1.54093	1.34457	3.05079	3.90525	8.826	8.7973	15.3669	19.7305	11.9582	23.7155	15.7799	12.6321	18.4196	11.9428	5.21259	5.32432	5.79911	0	0	0	0	0	0	3.83721	0	0	0
12	0	0	0.367023	1.54004	1.34377	3.04974	3.90401	8.82247	8.79328	15.3604	19.7225	11.9524	23.7058	15.7733	12.626	18.4121	11.9379	5.21056	5.32182	5.79684	0	0	0	0	0	0	3.83612	0	0	0
13	0	0	0.367173	1.53908	1.3429	3.0486	3.90268	8.8186	8.7889	15.3533	19.7138	11.946	23.6952	15.766	12.6193	18.4038	11.9326	5.20834	5.3191	5.79438	0	0	0	0	0	0	3.83495	0	0	0
14	0	0	0.367358	1.53804	1.34194	3.04738	3.90124	8.81439	8.78417	15.3455	19.7042	11.9392	23.6837	15.7582	12.612	18.3949	11.9269	5.20593	5.31615	5.79173	0	0	0	0	0	0	3.83368	0	0	0
15	0	0	0.367583	1.53694	1.34091	3.04607	3.8997	9.98263	7.60628	15.3371	19.6939	11.9318	23.6712	15.7497	12.604	20.7317	9.57424	7.84209	2.67422	5.78887	0	0	0	0	0	0	3.83233	0	0	0
16	0	0	0.367852	1.53577	1.33979	3.04467	3.89807	9.97708	7.60146	15.328	19.6828	13.6834	21.8982	15.7405	12.5955	20.7198	9.56898	7.83719	2.67292	5.78581	0	0	0	0	0	0	3.83089	0	0	0
17	0	0	0.36817	1.53453	1.33859	3.04319	3.89635	9.97112	7.59631	15.3182	19.6709	13.6741	23.7906	13.8248	12.5863	20.7071	9.56336	7.83193	2.67156	5.78254	0	0	0	0	0	0	3.82936	0	0	0
18	0	0	0.36854	1.53323	1.3373	3.04162	3.89452	9.96475	7.59084	15.3078	19.6582	13.6641	23.7747	13.8157	12.5765	20.6935	9.55738	7.8263	2.67012	5.77905	0	0	0	0	0	0	3.82775	0	0	0
19	0	0	0.368969	1.53186	1.33592	3.03997	3.89261	9.95795	7.58505	16.7627	18.1785	13.6536	23.7577	13.8061	12.566	20.679	9.55103	7.82028	2.66862	5.77535	0	0	0	0	0	0	3.82606	0	0	0
20	0	0	0.369461	1.53043	1.33445	3.03824	3.8906	9.95071	7.57892	16.7494	18.1656	13.6424	23.7397	13.7958	12.5548	20.6636	9.54429	7.81386	2.66706	5.77142	0	0	0	0	0	0	3.82428	0	0	0
21	0	0	0.370021	1.52893	2.06583	2.30349	3.8885	9.94303	7.57245	18.2017	18.298	12.0178	23.7206	13.7849	12.5429	20.6472	9.53718	7.80704	2.66543	5.76727	0	0	0	0	0	0	3.82243	0	0	0
22	0	0	0.370657	1.52738	2.06376	2.30202	3.88632	9.93489	7.56564	18.1845	18.2842	12.0068	23.7004	13.7733	12.5302	20.6298	9.52966	7.79981	2.66373	5.7629	0	0	0	0	0	0	3.82051	0	0	0
23	0	0	0.371372	1.52576	2.06157	2.30049	3.88405	9.92629	7.55849	18.1662	18.2697	11.9951	23.6791	13.7611	12.5168	22.9562	7.17709	7.79214	2.66198	5.75827	0	0	0	0	0	0	3.81852	0	0	0
24	0	0	0.372174	1.52409	2.05928	2.29889	3.88169	9.91721	7.55099	18.1468	18.2544	11.9828	23.6566	15.7996	10.4513	22.9345	7.1711	7.78404	2.66016	5.75339	0	0	0	0	0	0	3.81645	0	0	0
25	0	0	0.373068	1.52235	2.05687	2.29722	3.87925	9.90765	7.54313	18.1264	18.2384	15.4874	20.1154	15.7834	10.4389	22.9116	7.16482	7.77548	2.65827	5.74824	0	0	0	0	0	0	3.81431	0	0	0
26	0	0	0.374062	1.52056	2.05434	2.29549	3.87673	9.89758	8.85192	16.7878	18.2217	15.47	20.0944	15.7665	10.4257	22.8875	7.15824	7.76646	2.65633	5.74281	0	0	0	0	0	3.81209	0	0	0	0
27	0	0	0.375162	1.51872	2.05168	2.29369	3.87413	9.887	8.84007	16.7683	18.2042	15.4517	20.0722	15.7486	10.4119	22.8622	7.15135	7.75699	2.65433	5.73712	0	0	0	0	0	3.8098	0	0	0	0
28	0	0	0.376375	1.51682	2.04889	2.29182	3.87145	9.8759	8.82764	16.7479	18.1859	15.4325	20.049	17.7818	8.34525	22.8355	7.14414	7.74701	2.65228	5.73114	0	0	0	0	0	3.80743	0	0	0	0
29	0	0	0.377709	1.51487	2.04597	2.28989	3.8687	9.86427	8.81462	16.7264	18.1668	15.4125	20.0247	17.7595	8.33246	22.8074	7.13662	7.73653	2.65018	5.72487	0	0	0	0	0	3.80498	0	0	0	0
