x	y	z	r
2.42721	1.49807	4.46092	5.29485
2.42721	1.49807	4.46092	5.29485
0.321653	-0.0602082	3.13752	3.15454
0.321653	-0.0602082	3.13752	3.15454
-1.08547	-0.830894	1.33586	1.91132
-0.141782	-2.70923	1.7768	3.243
-0.0474022	-2.36561	4.46024	5.04897
-0.0474022	-2.36561	4.46024	5.04897
-0.809839	-0.644764	4.59604	4.71117
-1.73287	1.76279	2.18342	3.29811
-1.73287	1.76279	2.18342	3.29811
0.019757	1.79545	0.91602	2.01572
-0.994164	2.00219	1.3608	2.61704
-0.994164	2.00219	1.3608	2.61704
-0.994164	2.00219	1.3608	2.61704
-0.994164	2.00219	1.3608	2.61704
-0.994164	2.00219	1.3608	2.61704
-0.994164	2.00219	1.3608	2.61704
0.38615	-1.33675	2.88857	3.20622
0.38615	-1.33675	2.88857	3.20622
0.38615	-1.33675	2.88857	3.20622
0.38615	-1.33675	2.88857	3.20622
0.38615	-1.33675	2.88857	3.20622
0.38615	-1.33675	2.88857	3.20622
-0.94039	-0.261606	2.73244	2.90155
-0.94039	-0.261606	2.73244	2.90155
-2.21318	-1.32561	1.4582	2.9634
0.176016	-2.77525	1.72286	3.27127
1.00043	-2.74502	2.63866	3.93682
2.89273	-0.216925	-0.811703	3.01227
2.96333	0.666951	-2.23637	3.77194
2.96333	0.666951	-2.23637	3.77194
2.96333	0.666951	-2.23637	3.77194
2.96333	0.666951	-2.23637	3.77194
2.96333	0.666951	-2.23637	3.77194
0.736411	2.43717	-3.19502	4.08537
0.736411	2.43717	-3.19502	4.08537
1.75422	2.0232	-3.24405	4.20648
1.75422	2.0232	-3.24405	4.20648
-0.915173	3.83755	-3.76574	5.45391
-0.715935	3.0249	-5.23824	6.09112
-0.715935	3.0249	-5.23824	6.09112
-0.715935	3.0249	-5.23824	6.09112
-1.3166	2.73523	-7.77507	8.34665
-1.3166	2.73523	-7.77507	8.34665
2.32153	3.20237	-7.573	8.54371
3.52714	4.52362	-6.004	8.30373
3.09143	2.977	-5.82751	7.23735
4.61852	2.11404	-3.66336	6.26259
5.33949	1.16398	-5.86072	8.0133
5.33949	1.16398	-5.86072	8.0133
4.90389	0.802891	-8.21195	9.59838
4.90389	0.802891	-8.21195	9.59838
4.33132	2.76061	-6.45421	8.24853
4.33132	2.76061	-6.45421	8.24853
6.55526	0.669848	-5.78559	8.76887
6.55526	0.669848	-5.78559	8.76887
6.55526	0.669848	-5.78559	8.76887
5.45272	2.7912	-6.49996	8.93154
4.33467	1.47738	-4.86173	6.67895
4.33467	1.47738	-4.86173	6.67895
4.33467	1.47738	-4.86173	6.67895
4.00659	1.45476	-4.93251	6.51911
0.684245	3.11318	-2.66275	4.15335
0.684245	3.11318	-2.66275	4.15335
1.01812	0.770309	-1.50815	1.97597
0.393632	1.29113	0.472037	1.42996
1.18122	0.271708	1.52892	1.95108
1.18122	0.271708	1.52892	1.95108
1.18122	0.271708	1.52892	1.95108
1.55701	-2.14821	1.87615	3.24946
-0.722142	0.0521879	1.95042	2.08047
-0.722142	0.0521879	1.95042	2.08047
-0.722142	0.0521879	1.95042	2.08047
1.36151	-0.0164289	1.81418	2.26831
0.0492353	-1.52613	2.52962	2.95474
0.0492353	-1.52613	2.52962	2.95474
0.0492353	-1.52613	2.52962	2.95474
0.0492353	-1.52613	2.52962	2.95474
1.42764	-0.898064	2.47862	2.99804
1.42764	-0.898064	2.47862	2.99804
1.27502	0.288119	4.11275	4.31548
0.961127	-0.1234	1.80719	2.05059
0.961127	-0.1234	1.80719	2.05059
0.961127	-0.1234	1.80719	2.05059
0.961127	-0.1234	1.80719	2.05059
0.961127	-0.1234	1.80719	2.05059
0.961127	-0.1234	1.80719	2.05059
0.961127	-0.1234	1.80719	2.05059
1.44445	-1.05904	2.52441	3.09527
1.44445	-1.05904	2.52441	3.09527
1.44445	-1.05904	2.52441	3.09527
1.44445	-1.05904	2.52441	3.09527
1.44445	-1.05904	2.52441	3.09527
-0.292619	0.438949	4.00625	4.04083
-0.292619	0.438949	4.00625	4.04083
-0.292619	0.438949	4.00625	4.04083
1.12113	1.04736	2.73848	3.13897
1.12113	1.04736	2.73848	3.13897
1.12113	1.04736	2.73848	3.13897
1.12113	1.04736	2.73848	3.13897
1.12113	1.04736	2.73848	3.13897
-0.101535	0.124093	-1.77828	1.78549
-0.101535	0.124093	-1.77828	1.78549
-0.101535	0.124093	-1.77828	1.78549
-0.101535	0.124093	-1.77828	1.78549
-0.101535	0.124093	-1.77828	1.78549
-1.41528	-0.988077	-1.01208	2.00091
-1.41528	-0.988077	-1.01208	2.00091
-1.41528	-0.988077	-1.01208	2.00091
0.706011	-1.85361	-0.683822	2.09807
-0.475782	0.036854	-0.627835	0.788609
0.433021	-2.12054	-1.54554	2.6595
0.433021	-2.12054	-1.54554	2.6595
-0.945666	-0.902282	2.26383	2.61406
2.15453	-3.10888	2.7328	4.66641
2.15453	-3.10888	2.7328	4.66641
2.15453	-3.10888	2.7328	4.66641
2.15453	-3.10888	2.7328	4.66641
2.15453	-3.10888	2.7328	4.66641
1.41359	-3.35807	3.38465	4.973
1.41359	-3.35807	3.38465	4.973
3.58097	-2.71836	4.57256	6.41257
2.9981	-2.35979	5.33697	6.56052
3.16816	-0.39119	6.34642	7.10403
3.16816	-0.39119	6.34642	7.10403
3.16816	-0.39119	6.34642	7.10403
3.16816	-0.39119	6.34642	7.10403
3.16816	-0.39119	6.34642	7.10403
3.16816	-0.39119	6.34642	7.10403
0.890377	-1.74901	6.22315	6.52529
0.955516	-2.35676	5.43363	5.99931
0.781215	-1.36908	2.71296	3.13765
0.781215	-1.36908	2.71296	3.13765
0.781215	-1.36908	2.71296	3.13765
0.781215	-1.36908	2.71296	3.13765
0.781215	-1.36908	2.71296	3.13765
0.261388	-1.78063	4.71524	5.04703
1.1784	1.50254	5.02122	5.37205
1.1784	1.50254	5.02122	5.37205
1.1784	1.50254	5.02122	5.37205
-1.31042	-0.0204112	3.96252	4.17363
-0.712247	-0.605495	4.86104	4.95011
-0.419212	0.489981	4.11389	4.16413
-0.419212	0.489981	4.11389	4.16413
-0.419212	0.489981	4.11389	4.16413
-0.419212	0.489981	4.11389	4.16413
0.937908	1.59278	3.23728	3.72781
0.937908	1.59278	3.23728	3.72781
0.937908	1.59278	3.23728	3.72781
0.937908	1.59278	3.23728	3.72781
0.937908	1.59278	3.23728	3.72781
-1.34453	2.94849	2.94732	4.38042
-1.69901	0.711734	1.64978	2.47284
-1.13809	1.15979	1.4557	2.18162
-2.98979	2.50433	3.68135	5.3631
-2.98979	2.50433	3.68135	5.3631
-0.411198	2.62745	3.41364	4.3273
-0.411198	2.62745	3.41364	4.3273
-1.78556	2.94736	5.13062	6.18049
-1.78556	2.94736	5.13062	6.18049
1.1413	2.28204	2.77872	3.77247
1.1413	2.28204	2.77872	3.77247
1.1413	2.28204	2.77872	3.77247
1.40474	1.04651	2.03478	2.68492
1.40474	1.04651	2.03478	2.68492
-1.04551	1.28493	2.27026	2.81037
