L	block_ave	err
813	-5.459681663516628	0.0009115732758850867
818	-5.459684581570958	0.0009441130371584281
823	-5.459691109354017	0.000921427188150296
828	-5.459672268388327	0.0008913679303809934
833	-5.4596844154862	0.0009392412133477077
838	-5.459687899340866	0.000926835100994874
843	-5.459679382095177	0.0009142728280776085
848	-5.459684089738761	0.0009418562894692101
853	-5.459680400333693	0.0009365399196962105
858	-5.459684047252863	0.0009162895602235187
863	-5.459681245364509	0.0009551467405362777
868	-5.459673395677318	0.0009211910865006332
873	-5.459684047252859	0.0009324597558960088
878	-5.459693466978403	0.0009438270723662632
883	-5.459686081059989	0.0009282309692563724
888	-5.459672361664503	0.0009503165993587602
893	-5.459673750758733	0.000900247973038759
898	-5.459672737337966	0.0009509475741143501
903	-5.459684649440588	0.0009176527082548554
908	-5.459690128794551	0.0009422135781057996
913	-5.459689559400972	0.0009259476640488401
918	-5.4596900251706035	0.0009251341904181566
923	-5.459681619888532	0.0009232980308147661
928	-5.459670806887738	0.0009431811642133634
933	-5.459673929961641	0.0009177632092700304
938	-5.4596718731523275	0.0009047952720031896
943	-5.459685204025695	0.0009308304531292283
948	-5.459692899142507	0.0009110696253325955
953	-5.459687343723717	0.0009415911097820516
958	-5.459679619328495	0.0009179044858311104
963	-5.459684663133232	0.0009461921875975548
968	-5.459680424955154	0.0009290726420428178
973	-5.459674635329337	0.000927608117618619
978	-5.459687345735342	0.000943398424192668
983	-5.459685685572048	0.0009536777163888807
988	-5.459674622025571	0.0009398029057969436
993	-5.4596823894498065	0.0009187437140435673
998	-5.459682763711056	0.0009420687197388163
1003	-5.459679496510465	0.0009598335892045177
1008	-5.459673395677327	0.0009341147480321427
1012	-5.459674622025574	0.0009343074999386203
1017	-5.459682339134911	0.0009500144212488082
1022	-5.459687345735333	0.0009279042173134678
1027	-5.459679212256725	0.0009629954306403786
1032	-5.45968042495515	0.0009434185055375935
1037	-5.4596808061076265	0.0009194298359836256
1042	-5.459679619328495	0.0009444489414232479
1047	-5.459689007706958	0.0009330367810511206
1052	-5.459681244446666	0.0009151255305522403
1057	-5.459672301419507	0.0009386341899993017
1062	-5.459676160015223	0.0009325931616189472
1067	-5.45968404725286	0.0009329738964594731
1072	-5.459688855954934	0.0009332412498267459
1077	-5.459685732518493	0.0009109066367194021
1082	-5.459681083171292	0.0009107886676558069
1087	-5.4596884305507976	0.0009623876288066799
1092	-5.459668905888062	0.0009324805262347268
1097	-5.459677103068308	0.0009310999064762648
1102	-5.459673027647902	0.0009351168162854213
1107	-5.4596706414732274	0.0009336688528035966
1112	-5.459672737337968	0.0009379319188756206
1117	-5.459674194640884	0.000915754209038672
1122	-5.459672986400686	0.000981136731959972
1127	-5.459670715517541	0.0009072263499820888
1132	-5.45967258932077	0.0009547429037764812
1137	-5.459675606509556	0.0009246098545095877
1142	-5.459671065636175	0.0009371876248144402
1147	-5.459684720680639	0.0009399046777470752
1152	-5.459673395677326	0.0009540507030078851
1157	-5.459681969933412	0.0009183713609725227
1162	-5.459683998799181	0.0009187905412222149
1167	-5.459683119609355	0.0009375881127407802
1172	-5.459671197303277	0.0009574195371499523
1177	-5.459669736438174	0.0009473600488486546
1182	-5.45967845379671	0.0009341279403859946
1187	-5.4596855826881425	0.0009309248295536158
1192	-5.459687899340869	0.0009333434746588838
1197	-5.45967463532933	0.000943819561508249
1202	-5.459693261351556	0.0009464468722370611
1207	-5.459681041829266	0.0009382003406604775
1212	-5.459681798920182	0.0009751172268020925
1217	-5.4596738037357015	0.0009834589034634186
1222	-5.459684581570951	0.0009760172070009611
1227	-5.4596898329558705	0.0009555840015658775
1232	-5.459678280683827	0.000935910826422706
1237	-5.459687487773841	0.0009187082818385124
1242	-5.459672268388337	0.0009142484817785838
1247	-5.459693073516439	0.0009384575135305582
1252	-5.459687704885215	0.0009381509919927102
1257	-5.459666601279687	0.0009049892956594696
1262	-5.459687506763356	0.0009235057709959155
1267	-5.459673501616591	0.0009774356893810143
1272	-5.459679822343046	0.0009281964792577525
1277	-5.459675366197552	0.0009487561280776788
1282	-5.459676493799753	0.0009526914977236608
1287	-5.459684047252862	0.0009226883881961847
1292	-5.45970309090216	0.0009103600369538482
1297	-5.459681978151377	0.0009435178716350205
1302	-5.459673395677327	0.0009549808704559712
1307	-5.459671335298851	0.0009855555498278932
1312	-5.45968120792923	0.0009270638587542808
1317	-5.459675606509554	0.0009404813629438265
1322	-5.459683727297105	0.0009384802583466128
1327	-5.459681897376901	0.0009078576503461453
1332	-5.459678985225222	0.000963990849897677
1337	-5.459705614165605	0.0009584327385188772
1342	-5.4596717144408125	0.0009279991945773122
1347	-5.4596868471415965	0.0009516256164228277
1352	-5.459692701387887	0.0009501901265188334
1357	-5.459688102912433	0.0009320859066592736
1362	-5.459680188995184	0.0009288545486652247
1367	-5.459680571414255	0.0009452450103016514
1372	-5.459689763399866	0.0009580606430438006
1377	-5.459680084085059	0.0009450899789473911
1382	-5.459692163791684	0.0009475408108918016
1387	-5.459677487142513	0.0009263817917142636
1392	-5.459685732518491	0.0009402849801979428
1397	-5.459700104365292	0.0009467690343571484
1402	-5.459679953256986	0.0009236963781009566
1407	-5.45968101995055	0.0009360059778449327
1412	-5.459680038131591	0.0009660942047279048
1417	-5.4596952997088914	0.0009129789408051128
1422	-5.459679212256725	0.0009305548465341616
1427	-5.459687752667935	0.0009197771094469025
1432	-5.459686783867718	0.0009855463014663145
1437	-5.45972037774823	0.0008893889779321626
1442	-5.459688669057109	0.0009358649439063354
1447	-5.4596723629097665	0.0009692718051685886
1452	-5.4596804249551525	0.0009296382997044754
1457	-5.459687511920933	0.0009325682200490867
1462	-5.459734564831045	0.0009408480306673791
1467	-5.459695956072816	0.0009650288559174576
1472	-5.459666196854566	0.0009568770821815606
1477	-5.459671585253971	0.0009528415062634711
1482	-5.4596884100802106	0.0009347331935242292
1487	-5.459688410790345	0.000896083205508945
1492	-5.4596824407186615	0.0009306590793415033
1497	-5.459682763711051	0.0009149051330072243
1502	-5.459715129044808	0.0009465539765491957
1507	-5.4596926285190746	0.0009478526386508901
1511	-5.459722260233038	0.0009282168083631097
1516	-5.459698003223969	0.000932255330528859
1521	-5.459692701387887	0.0009507151364882846
1526	-5.459666517408751	0.0009224332335592563
1531	-5.459679949169118	0.0009138335436670384
1536	-5.45967340196314	0.0009324621333425758
1541	-5.45967226838833	0.0009438259361857227
1546	-5.459684447009957	0.000935413621584393
1551	-5.459688836935502	0.0009666744628712967
1556	-5.459683119609345	0.0009169919322740531
1561	-5.459680294542762	0.0009603919016231813
1566	-5.459689404668962	0.0009295384074824655
1571	-5.459693371085195	0.0009364461636434494
1576	-5.459693162200358	0.0009203841712900545
1581	-5.4596928991425075	0.00093728200498262
1586	-5.459693268640286	0.00093307970601038
1591	-5.459693116755477	0.0009384794715368784
1596	-5.459687704885218	0.0009231280835026754
1601	-5.459679246204297	0.0009537335563666304
1606	-5.459685442832947	0.0009773827530983822
1611	-5.459689629783148	0.0009340602755811883
1616	-5.459681798920184	0.0009373140592634584
1621	-5.459670972223331	0.0009368102209219445
1626	-5.459673693222108	0.0009317399307519841
1631	-5.459677813783596	0.0009493682363286969
1636	-5.459670216120887	0.0009748006685114826
1641	-5.459693088276566	0.0009557486074346825
1646	-5.459699155568658	0.0009417289495420283
1651	-5.459727670627071	0.0009470082870839582
1656	-5.459742268404834	0.0009017392472540219
1661	-5.45967230141951	0.0009441036015896182
1666	-5.459684415486193	0.0009549482235615257
1671	-5.459688855951118	0.0009310601842099414
1676	-5.459687899340871	0.0009305420725429903
1681	-5.459670641473229	0.0009632948224562132
1686	-5.459671519789361	0.0008950867773976465
1691	-5.459693544126932	0.000958514715693086
1696	-5.459723458938999	0.0009379283440289634
1701	-5.459739694197149	0.0009596537519106532
1706	-5.459680400333694	0.000927329793087134
1711	-5.459691294884836	0.0009272178540549364
1716	-5.459684047252862	0.0009444200112998706
1721	-5.45967844893706	0.0009374962606912633
1726	-5.459692557787069	0.0009671665415754962
1731	-5.459736091994836	0.0009631354610599391
1736	-5.459673395677324	0.0009404543494230157
1741	-5.459682747709976	0.0008844180684689683
1746	-5.459684047252865	0.0009478942769218807
1751	-5.459667330167223	0.0009684204771837574
1756	-5.459704882134495	0.0009287569050825004
1761	-5.4597408827501255	0.0009242129043453025
1766	-5.459686081059991	0.0009352614943335868
1771	-5.459688836935493	0.0009333577528754868
1776	-5.4596715197893655	0.000958997559115458
1781	-5.4597112929935045	0.0009388495779524551
1786	-5.459735040518249	0.0009527749490873701
1791	-5.459680576938862	0.0009433360767396303
1796	-5.459672737337966	0.000980100159182914
1801	-5.459692889429659	0.0009415636660412192
1806	-5.459742268404836	0.000927823699232873
1811	-5.459680606318876	0.0009360242614834747
1816	-5.459690128794553	0.00089837786680598
1821	-5.459681019132027	0.0009503453790929893
1826	-5.459740550754465	0.000973034685628782
1831	-5.45968072167774	0.0009472302817798028
1836	-5.45969002517061	0.0009462334368471945
1841	-5.459691621772218	0.0009859082843583927
1846	-5.459739113498657	0.000943623857997793
1851	-5.4596866483982645	0.0009347384411045976
1856	-5.459670806887741	0.000969997285959032
1861	-5.459698681839321	0.0009571177468606596
1866	-5.45972517054646	0.0009577330073019119
1871	-5.45969017893854	0.0009356439145699404
1876	-5.459666032912771	0.0008996647127488669
1881	-5.45974297134202	0.000893261084114775
1886	-5.459685204025688	0.0009259862628860115
1891	-5.459671714440812	0.0009253442828115754
1896	-5.459718475257096	0.0009109401663277532
1901	-5.4596725491286335	0.0009717842793679361
1906	-5.459687343723717	0.0009464124950390271
1911	-5.459697284525363	0.0009589414437685289
1916	-5.4597318783924855	0.0009740776220690273
1921	-5.459686558523202	0.0009317104069737043
1926	-5.459693431061239	0.0009757384210073917
1931	-5.45972672919201	0.0009271150713479238
1936	-5.45968042495515	0.0009264124570167536
1941	-5.459693515657418	0.00091275208691492
1946	-5.459730009334047	0.0009587699390037394
1951	-5.459687136104081	0.0009014152880462025
1956	-5.459695956072822	0.0009380576954823458
1961	-5.459734040020558	0.0009472309186063561
1966	-5.459685685572049	0.0009318953752925961
1971	-5.459715344832079	0.000951268612563363
1976	-5.459674622025571	0.0009495409469595952
1981	-5.459672589320767	0.0009429882890381054
1986	-5.459742161805945	0.0009210270909836167
1991	-5.459687178258338	0.000991515018506516
1996	-5.459666670300598	0.0009436276638735662
2001	-5.459729799999599	0.0009296359490814504
2006	-5.459679496510467	0.0009585251172530902
2010	-5.459742752527686	0.0009390287262693534
2015	-5.459684433742899	0.0009333395559196642
2020	-5.459686453260913	0.0009389543317652189
2025	-5.45973282609656	0.000928180998609734
2030	-5.459688772517921	0.0009699071215496774
2035	-5.459731824058568	0.000931163104388898
2040	-5.459684415486197	0.000989891609962147
2045	-5.459670216120881	0.0009211768136393211
2050	-5.459732826096556	0.0009530824409713768
2055	-5.459685894526044	0.0009424530982272279
2060	-5.459737252086177	0.0009731385049586927
2065	-5.459686018369915	0.0009178776662383514
2070	-5.459692984945982	0.0008991049999918133
2075	-5.459720875341366	0.0009583205730655756
2080	-5.459673401963141	0.000940529924524365
2085	-5.45973483561603	0.0009525312147098736
2090	-5.459679091990154	0.0009811941229601602
2095	-5.459726168628789	0.000979543496858509
2100	-5.459684415486194	0.000948926895079622
2105	-5.459692768634052	0.0009542412545465528
2110	-5.459717210217686	0.0009734389065517721
2115	-5.459676160015228	0.0009435414846551561
2120	-5.459726449377757	0.0009251943327303475
2125	-5.459687920740925	0.0008919220054931392
2130	-5.459739113498657	0.0009364423074099877
2135	-5.459693268640286	0.000986633598573777
2140	-5.459724243512098	0.000953531657899615
2145	-5.459685576157751	0.0009287981603378295
2150	-5.4596930735164415	0.0009350372958911271
2155	-5.459672198135849	0.0009206261348631028
2160	-5.459678280683819	0.0009424007281162712
2165	-5.459717415583897	0.0009346172897835944
2170	-5.459679615608094	0.0009443427359346141
2175	-5.459732087255936	0.0009684816283072465
2180	-5.459671992848845	0.0008811698843601849
2185	-5.459729441567307	0.0009738156079624212
2190	-5.459677487142514	0.0009122749323614963
2195	-5.4597336604618025	0.0009589133787494325
2200	-5.459690128794553	0.0009367722949940204
2205	-5.45973669983746	0.0009298493329782972
2210	-5.459686558523203	0.0009990445693478652
2215	-5.459740823456235	0.0009833868392728215
2220	-5.459678985225228	0.000917896774309541
2225	-5.459739297532102	0.0009378311712723645
2230	-5.459680294542763	0.0009438957726510796
2235	-5.459739104724069	0.0009466894989367147
2240	-5.459680294542762	0.0009386380449950091
2245	-5.459739893717772	0.0009392352752128899
2250	-5.459678985225224	0.0009216056611627921
2255	-5.4597403655225705	0.0009442631887129876
2260	-5.459686558523206	0.0008802922153156665
2265	-5.459734717539637	0.0009592554599735068
2270	-5.459690128794553	0.0009704767783641846
2275	-5.459725375503035	0.0009526454116799759
2280	-5.459677487142515	0.0009710983014547946
2285	-5.459734325095861	0.000922115856778241
2290	-5.4596719928488415	0.0009307337937491747
2295	-5.459721989217192	0.0009897874307533063
2300	-5.459679615608093	0.000974571108495793
2305	-5.459725191270992	0.0009562995871934648
2310	-5.4596782806838196	0.0009378402001269375
2315	-5.459729591742428	0.0009521105729283613
2320	-5.459693073516439	0.0009212745311134294
2325	-5.459681278559639	0.0008936099187405669
2330	-5.459724243512097	0.0009030030209012287
2335	-5.45968058976565	0.0009416930218396544
2340	-5.459739113498656	0.0009331053364938944
2345	-5.459681019950548	0.000957966314142764
2350	-5.459726449377759	0.0009708076806001673
2355	-5.4596706922445195	0.0009597020020360094
2360	-5.459717210217687	0.000973410626940899
2365	-5.459666036151216	0.000949335493915054
2370	-5.459729671448664	0.0009537667359258973
2375	-5.459698628771932	0.0008739151356481271
2380	-5.459684415486195	0.0009772983570572227
2385	-5.459742971342024	0.0010033693565967344
2390	-5.459679091990148	0.0009386435522591551
2395	-5.459731878392485	0.0010035155901977882
2400	-5.459673401963142	0.0009592401787076266
2405	-5.459732199082025	0.0009550311304896634
2410	-5.459692984945981	0.0009284439963416232
2415	-5.459678434262508	0.0009287249777567698
2420	-5.459737252086173	0.0009349856382839981
2425	-5.459688287058357	0.0009626189939196517
2430	-5.459732826096555	0.0009559291868786046
2435	-5.459673523533831	0.0009661618995060448
2440	-5.459731612283027	0.0009358086260877286
2445	-5.459695956072818	0.0009491443761629477
2450	-5.4596844154861985	0.0009005229568746008
2455	-5.459740942180931	0.0009234815285999802
2460	-5.459688772517919	0.0009591753597578
2465	-5.459718618018597	0.0009598288068138084
2470	-5.459686453260915	0.0009278162510394286
2475	-5.459671927852786	0.000999830908826951
2480	-5.459742752527682	0.0009490639685145862
2485	-5.459681019950547	0.0009326234959560036
2490	-5.459720875341366	0.0009629712901895202
2495	-5.459666670300606	0.0009274982137347516
2500	-5.459683497739999	0.0009682919531038963
2505	-5.459740980892488	0.0009713036577206774
2509	-5.4596731143561605	0.0010003028638008009
2514	-5.459732862354654	0.0009446202047207438
2519	-5.459698150440489	0.000916226932005759
2524	-5.459687506763351	0.0008928949896958202
2529	-5.459725159479981	0.000949411664208423
2534	-5.459673501616591	0.0009676290430390472
2539	-5.459732364642196	0.000897064122909792
2544	-5.459723458939001	0.0009354296517210549
2549	-5.459692202564432	0.0009398153185922812
2554	-5.4597232350460825	0.0009324357156110568
2559	-5.459666334866382	0.0009138865324667759
2564	-5.459676493799754	0.0009336204682903908
2569	-5.45974016976801	0.0009220524097548993
2574	-5.459684047252859	0.0009782530020908987
2579	-5.459730469013378	0.0009603896296924816
2584	-5.459703090902166	0.0009325980159163872
2589	-5.459681245364507	0.0009577501460686477
2594	-5.459725903688001	0.0009933241133015136
2599	-5.459666196854562	0.0009338409985695107
2604	-5.459673395677324	0.0009402454682067358
2609	-5.459735181781147	0.0009478065417142193
2614	-5.459671335298854	0.0010050214905444577
2619	-5.459737156749263	0.0009969058888362181
2624	-5.459733255295253	0.0009502429169000418
2629	-5.459679091990149	0.0009123919184061292
2634	-5.459732801099183	0.000974375018307664
2639	-5.459697284525362	0.0009675801943027193
2644	-5.459683727297108	0.0009219089295629942
2649	-5.459721787005133	0.0009069480146807953
2654	-5.4596818973769015	0.0009596395079162315
2659	-5.459680347315021	0.0009662915125292226
2664	-5.459731025417128	0.0009758171555879172
2669	-5.459679821700133	0.000942419017978057
2674	-5.4596945060760325	0.0009281857364321875
2679	-5.45973504051825	0.0009011097031360565
2684	-5.459671714440811	0.0009294162441273514
2689	-5.4597086225764615	0.0009456718070834109
2694	-5.459739893717772	0.0009469020488931823
2699	-5.459676639696385	0.0009445494837863699
2704	-5.459729650457456	0.000979435397102554
2709	-5.459742268404833	0.0009611681531204518
2714	-5.459688102912435	0.000941644615710964
2719	-5.459733908420203	0.0009708326317465944
2724	-5.459741398016418	0.0009442186863931313
2729	-5.45968982627396	0.0009497769135075967
2734	-5.459735604275023	0.0010078903877826916
2739	-5.459740550754464	0.0009729009776099902
2744	-5.459689763399864	0.0009709760501686941
2749	-5.459732716306682	0.0009196902357044683
2754	-5.45974307885667	0.0009561552566435535
2759	-5.459688614939754	0.0009583143796400297
2764	-5.459728638828592	0.0009604220192119857
2769	-5.459739113498656	0.0009403561262968222
2774	-5.459677487142513	0.0009431794926161733
2779	-5.459703634240039	0.0009459021505264996
2784	-5.459737703878506	0.0009485478693564972
2789	-5.459671287480146	0.0009548359885864492
2794	-5.459684767137445	0.0009797547108288142
2799	-5.459725170546464	0.0009838650704577043
2804	-5.459679953256983	0.0009360084900368262
2809	-5.459695037621206	0.0009273399533030007
2814	-5.459732570340389	0.000945780174706825
2819	-5.4596768957417705	0.0009884410245341788
2824	-5.459680038131592	0.0009640980230557021
2829	-5.459720920076963	0.0009182881331035592
2834	-5.45969529970889	0.0009510562670748078
2839	-5.459683280564541	0.0009131134335325797
2844	-5.459729671448659	0.0009222615039137809
2849	-5.459731824058568	0.0009836360319082937
2854	-5.459687752667937	0.0009448638754091205
2859	-5.459709044336701	0.0009378831512590956
2864	-5.459737703878505	0.0009598318462762316
2869	-5.459673027647904	0.0009415570222271267
2874	-5.459693654832444	0.000978435308195115
2879	-5.4597304554407335	0.0009907153101829341
2884	-5.4596886690571065	0.0009268208384962152
2889	-5.45968466313323	0.0009507051688851512
2894	-5.459732430148177	0.0009887076018368103
2899	-5.459722662345478	0.000998236758173055
2904	-5.459680424955156	0.0009810671745127258
2909	-5.4597036693142265	0.0009304261883851179
2914	-5.4597350405182485	0.0008837164760537724
2919	-5.459674635329331	0.0009238753396313874
2924	-5.459700623923714	0.0009403007423712494
2929	-5.4597186180185995	0.000946245859612898
2934	-5.459695956072818	0.0009276676170039696
2939	-5.459688707503551	0.0009200638829721845
2944	-5.459729650457455	0.0009485926584042602
2949	-5.459740502206142	0.0009401666592199099
2954	-5.459671585253973	0.0009432725692539971
2959	-5.459698069630186	0.0009190211695115634
2964	-5.459717339562851	0.0009572221573997273
2969	-5.45969404270718	0.0009387286767093669
2974	-5.459688410790342	0.0009200284705906766
2979	-5.45972197134432	0.0009144996759583541
2984	-5.459736379513093	0.0008979641130470082
2989	-5.459673464920274	0.0009138967223914633
2994	-5.459682763711057	0.0009108580931935773
2999	-5.45973227101805	0.0009819472519472865
3004	-5.459715129044811	0.0009858283779914886
3008	-5.459678904747981	0.001017923691893709
3013	-5.459697578895495	0.0010053481497315135
3018	-5.459717538446092	0.0010051243934556205
3023	-5.459693633216048	0.0009770492541650905
3028	-5.459690187402425	0.0009713003049258007
3033	-5.45970574726786	0.0009267923430954706
3038	-5.45972622521235	0.0009544269506283136
3043	-5.45967061542685	0.0009442014979668894
3048	-5.459681207929232	0.0009581212820038615
3053	-5.45973327976706	0.0009159842732611
3058	-5.459742061112963	0.0009564016209268704
3063	-5.459671021793859	0.0009087165709072188
3068	-5.459707938175031	0.0009513577380418917
3073	-5.45973280109918	0.0009565451277690377
3078	-5.459721013785606	0.0009994176592155752
3083	-5.459688019525634	0.0009463415078178344
3088	-5.459696932847652	0.0009185738085854095
3093	-5.4597177595170825	0.0008978125137427775
3098	-5.4596962773217745	0.0009277375431786961
3103	-5.459693467251687	0.0009329169621500067
3108	-5.459685164816605	0.000905540086660661
3113	-5.459732850987792	0.0009116014926908957
3118	-5.45969285126684	0.0009628746521945777
3123	-5.4596809433637565	0.0009667720801188381
3128	-5.459690240373018	0.000973683059553839
3133	-5.459733101072579	0.0009813059428312606
3138	-5.4596857905928955	0.0009034063981568224
3143	-5.459686847141595	0.0009312020268709257
3148	-5.459701502480983	0.0009390124810505571
3153	-5.459730279199635	0.0009445776279867673
3158	-5.459676437799119	0.0009785572193042645
3163	-5.459687475638013	0.0009619538589615549
3168	-5.459698866591875	0.0009589421285916003
3173	-5.459731778862657	0.0009621411543433578
3178	-5.459684344297777	0.0009434034580387681
3183	-5.459686154451094	0.0009606787996315456
3188	-5.459684075278289	0.0009185800153281267
3193	-5.4597344989038525	0.000975216602506728
3198	-5.459692701387887	0.0009987150623230613
3203	-5.459682573809011	0.0009600217393393296
3208	-5.459686647393612	0.0009931323217203557
3213	-5.45972198921719	0.0009504358809751045
3218	-5.459694339281058	0.0009202914522574643
