time	chi
1421	0.0012454495692822906
1431	0.0004624264034186855
1441	0.005672897988453098
1451	0.004637146388237777
1461	0.0020714809062920892
1471	0.006552960785208545
1481	0.006311421223899227
1491	0.0006845777394605766
1501	-0.004642684450389851
1511	-0.00572084536146692
1521	-0.003755799583869397
1531	-0.0014192495612524343
1541	-0.003883350521175628
1551	-0.0036319760417301084
1561	-0.00015667372190236162
1571	-0.0010130659803776027
1581	0.002131351733400502
1591	-0.0025104538623224727
1601	-0.0032609507145075984
1611	-0.00452548296408085
1621	-0.004012238115379473
1631	-9.766714275299084e-05
1641	-0.003510251996014265
1651	-0.002244064709954457
1661	-0.003869445847154419
1671	-0.0022537704305496077
1681	-0.0011786548137676506
1691	-0.004695690165710669
1701	-0.005707271167019656
1711	-0.006756824838408598
1721	-0.006085803615915141
1731	-0.005371122321813812
1741	-0.007596018392326169
1751	-0.009126298219484888
1761	-0.008526420058202637
1771	-0.005320853495774993
1781	-0.003064360889861148
1791	-0.006791569441530779
1801	0.00031839464475293713
1811	0.0021139022869284827
1821	-0.002019391780953554
1831	-0.004154846075739919
1841	-0.002667480045518025
1851	-0.002440956745385483
1861	-0.0067345172754052236
1871	-0.0077631673069966526
1881	-0.004283897386502408
1891	-0.004343025843812686
1901	-0.0017611142035116982
1911	0.0007114051355702417
1921	-0.003671232484740097
1931	-0.0015176444136749717
1941	-0.002278523758146338
1951	0.00029984986724501797
1961	-0.0013612604802055639
1971	0.002023473859717056
1981	0.0030057897359096887
1991	0.0015897626258043114
2001	-0.0012164623632441775
2011	-0.003964427994282736
2021	-0.00029730067675604337
2031	0.001854198374248135
2041	0.003424991027605226
2051	0.000500954953286469
2061	-0.0012279296501515235
2071	-0.0008810773534007041
2081	0.002360823088055856
2091	-0.0036057551498621648
2101	-0.0002582187236129056
2111	-0.0035376697437717207
2121	-0.004047219972228233
2131	-0.005227897702847346
2141	-0.0015755727811138126
2151	-0.004708081169665726
2161	-0.001750418821816356
2171	0.0006381383267553449
2181	0.0013739907136856616
2191	-0.003584639905299979
2201	-0.0035706289873462696
2211	-0.0003308401190877609
2221	-0.0016076623532333167
2231	-0.0020751200080051505
2241	-0.002414187838738384
2251	-0.003449911172374849
2261	-0.00016087060776102865
2271	-9.099906881148547e-05
2281	-0.00048188413424500294
2291	0.0005309997867291087
2301	-0.0034142603064231916
2311	-0.0010142032949683228
2321	0.0038291245899905978
2331	0.005080359989092778
2341	0.0038779957036309473
2351	0.00026318359838967576
2361	-0.00300790673739319
2371	-0.00021107013676610804
2381	0.002440566945564142
2391	0.002462726513184162
2401	0.0008772143240444762
2411	0.002264448130343777
2421	0.0039760395802256755
2431	0.0017894962522479298
2441	1.0988017270277606e-05
2451	0.0073064059365466946
2461	0.005775966403070075
2471	0.008842789328381007
2481	0.0024319379615298712
2491	0.001404008517332007
2501	0.005390165165327427
2511	0.007983146527915713
2521	0.007095014658891288
2531	0.0032555711532064775
2541	-0.0005579490046315749
2551	-0.001101546549475946
2561	0.0022689752994090656
2571	0.00012688322909079963
2581	0.00031902161909077415
2591	0.0013551369188522623
2601	0.001918072557086362
2611	0.0019837131004731465
2621	0.0008980098958670527
2631	0.0027618937114552615
2641	-0.001670884532452547
2651	0.0006986494214957173
2661	0.0039883579312183825
2671	0.003928131580149686
2681	-0.0026375674818624223
2691	0.0019667372684066455
2701	0.0014371523756641859
2711	-0.002951005718107059
2721	0.0003433415621623973
2731	0.004205891534174847
2741	0.004333426377097349
2751	-0.0020922215170008003
2761	-0.0018672599276659018
2771	0.002244893219060618
2781	0.00213113223673257
2791	0.0061028815969370286
2801	0.0037733437335489457
2811	0.0030962106661630174
2821	0.005796093502576228
2831	0.00791671580168224
2841	0.007554251119349644
2851	0.007782979963102388
2861	0.00436946140495449
2871	0.0048172063276936735
2881	0.007423766278862559
2891	0.0045400012811986174
2901	0.0036131413420531404
2911	0.005586490315926871
2921	0.0022961207593725956
2931	-0.0014248183893378152
2941	0.0006871226142894616
2951	3.6813676241983094e-05
2961	-0.0005500405129387688
2971	-0.001950020372629747
2981	0.002688935015128797
2991	0.0031493061906134553
3001	0.0020206324599139213
3011	0.0026947422301975815
3021	0.004532796693413675
3031	0.007887157699834963
3041	0.00702301875892043
3051	0.0047580202106004025
3061	0.0058264924146714395
3071	0.0035157183199883485
3081	0.0006835467826438256
3091	0.0023031107707252633
3101	-5.556031014800763e-05
3111	-0.0012715631211712285
3121	-0.000718333235953151
3131	-0.0011499210814707235
3141	-0.005805960978267301
3151	-0.006080220083490892
3161	-0.0017399938246624193
3171	0.0009981037437936098
3181	-0.0011762780083678173
3191	0.0022086696818886665
3201	0.0029249401181606362
3211	0.004610039127797586
3221	-0.0003505236704940333
3231	-0.0013111316323843826
3241	-0.0007613953307453241
3251	0.0017533426527903473
3261	-0.0006153409289634261
3271	0.003377950289892483
3281	0.0067743358882205165
3291	0.005669440479725081
3301	0.00530888242205182
3311	0.0053336438651821385
3321	0.002747270570660214
3331	0.001445658885804037
3341	0.002617414902498681
3351	0.0019154370187642108
3361	-0.0013456005770472663
3371	0.0019345856596865063
3381	0.001906548928230763
3391	0.0006448961906686828
3401	0.0005264499385274199
3411	0.00026449135023831876
3421	0.001674376360515062
3431	-0.000917901766845833
3441	-0.0004066865678530239
3451	-6.778370114514632e-06
3461	0.0005250798284483605
3471	0.0014977259203713042
3481	0.00398801554028996
3491	0.006717642712509553
3501	0.00422320144121625
3511	0.0021854746918452753
3521	0.002691288573658561
3531	0.001319208336084391
3541	0.00424481857781538
3551	0.0040581539906950565
3561	0.002961793930704606
3571	-0.002679666101302784
3581	-0.0016787596162794439
3591	0.002050239110174064
3601	0.0028814127400216437
3611	0.003567148274484788
3621	0.005210000235300446
3631	0.006025698336538174
3641	0.002794147888760022
3651	0.0015280409733036402
3661	-0.0011805480183967282
3671	0.0036987843819582945
3681	0.00022741573067090864
3691	-0.0021662753697325615
3701	-0.004606353918815909
3711	-0.0029128603357818964
3721	0.0014615186547926183
3731	0.0022341151678273302
3741	0.007111016483612211
3751	0.006068347745321132
3761	0.006152677123568569
3771	0.005599601431646573
3781	0.0009362938280494152
3791	0.001114012773168482
3801	0.0004582276025180904
3811	0.0013792536880594594
3821	0.0001790812506101685
3831	0.0026897659311162425
3841	0.006986943400604492
3851	0.005081265559662966
3861	0.00126427835693967
3871	0.003142217110656604
3881	0.006889728274798784
3891	0.0073265605783199616
3901	0.0032154363193691252
3911	0.0020383772936823385
3921	0.0012067974745260735
3931	-0.0021542725397658267
3941	0.0008830229339475698
3951	0.0006888836364468036
3961	-0.0019866802659944073
3971	-0.0005300741159554747
3981	4.391571754744334e-05
3991	-0.00248901670761213
4001	0.0012744678227258218
4011	-0.0044107418078101115
4021	-0.005891963532110438
4031	-0.003165611895425413
4041	-0.004014503111141072
4051	-0.0019643439047835696
4061	-0.0019136864814430041
4071	-0.0006912678581209754
4081	-0.0018020676087212818
4091	-0.0019008988471784663
4101	-0.0009843569741530037
4111	-0.0009600303932763752
4121	-0.0015283665735364358
4131	-0.0017298912762852077
4141	-0.0025958475256740673
4151	-0.0013747536677898
4161	0.005059985456074837
4171	0.0007330189107144747
4181	0.0014136296242421836
4191	-0.0029666397980412664
4201	-0.004785165275618772
4211	-0.006941986532823586
4221	-0.0032414232865445145
4231	-0.003291580346050121
4241	-0.0038442911506431144
4251	-0.006014354009101481
4261	-0.003914193990470343
4271	-0.0018299196491566637
4281	-0.0023147872514633887
4291	-0.0028820772065183517
4301	-0.0012975966719809904
4311	0.003457208813218649
4321	0.004922649333880752
4331	-0.0011891992107279253
4341	-0.0001483126072130281
4351	0.003493312694533062
4361	-0.0037458671153836848
4371	-0.001172512158731593
4381	7.462708542260131e-05
4391	-0.002689994378523621
4401	0.004877016084196052
4411	0.004357109918725929
4421	0.0052016853678789445
4431	0.005793634824528732
4441	0.006369883437827991
4451	0.006105545522311046
4461	0.008442559020811246
4471	0.00582234837704371
4481	0.007463885149473343
4491	0.008083021875379296
4501	0.009368570057385596
4511	0.010535686256855088
4521	0.012602371951948445
4531	0.005573435379314227
4541	0.005576073478148383
4551	0.002207171201369197
4561	0.0016163981253549406
4571	0.004349288889333755
4581	0.0006933692773231477
4591	0.0008166846064608217
4601	-0.0020501666101055954
4611	-0.0071116970640188555
4621	-0.0036525484463263208
4631	-0.0021260525585448243
4641	-0.00042747505939938376
4651	0.004046234569683187
4661	0.000930371781938231
4671	-0.0022868135034450937
4681	-0.001818972057397283
4691	-0.000292222284350585
4701	0.0005312545827260624
4711	-0.0028595953326997566
4721	-0.002212095883475874
4731	-0.0023437485613304505
4741	-0.0014858703113711997
4751	-0.0022020073217573306
4761	-0.002297130310308988
4771	-0.0022564502170981317
4781	-0.0011726243518939998
4791	0.00028292836555906576
4801	0.002155496108979718
4811	0.00018852191916042524
4821	-0.0012549879480759016
4831	-0.005709295072707696
4841	-0.003387482450141903
4851	-0.003714788265404553
4861	-0.006531651392310435
4871	-0.0037229708954598893
4881	0.0016582279496134347
4891	0.005252429935206132
4901	-0.00019931257916534577
4911	-0.001956349237309257
4921	-0.0008520302579078498
4931	0.0049976020007467805
4941	0.003010664745188733
4951	0.004094902464511993
4961	0.0020772668285851457
4971	-0.004335048142769861
4981	-0.001101733966796859
4991	0.001135652763903034
5001	0.004708117201411707
5011	0.003779209277081196
5021	0.0044783946929495685
5031	-0.00012687747217560763
5041	-0.0022779835862707155
5051	-0.0011858695621800135
5061	-0.003990547725663452
5071	-0.007450331271123055
5081	-0.013484591430018247
5091	-0.0060181745752213595
5101	-0.004301438040254128
5111	-0.0014369058580420157
5121	-0.002765139347946416
5131	-0.004335544914888053
5141	-0.0021976857356482667
5151	-0.004954785732422746
5161	-0.0026854211865576677
5171	-0.005853959925887601
5181	-0.0036951443142506325
5191	-0.003759224009677056
5201	-0.003843876085384039
5211	-0.0017054911272934483
5221	0.002173013033600906
5231	0.0018691018196344063
5241	0.0018115468220034738
5251	0.003633594116212725
5261	0.0010320861086497567
5271	0.003839123673419777
5281	0.005745892493632052
5291	0.005423134345530649
5301	0.0006943585309519324
5311	0.0057933990363729084
5321	0.0022694864984466223
5331	0.0015674217544081556
5341	-0.002440703889851368
5351	0.004979792384919389
5361	0.0034212015221538497
5371	0.0023631992560908307
5381	3.8764424602070304e-05
5391	0.0015366723970084855
5401	0.004899176716546963
5411	0.007071194809603502
5421	0.005746445256226776
5431	0.004470407665011505
5441	0.005037119394561428
5451	1.595771465167235e-05
5461	0.00420681264097399
5471	0.005482869620607212
5481	0.0035274835742303036
5491	-0.0059828599258642135
5501	-0.0040083613027318615
5511	-0.0024391389170719566
5521	-0.002202434055214349
5531	-0.000695045769426627
5541	0.0023687040739550284
5551	0.0018099079867421554
5561	0.0007964006739364993
5571	0.001573300158342211
5581	-0.00034523465405526284
5591	0.000772594809096867
5601	0.00010918932703771642
5611	-0.00035364601741111627
5621	0.00289479577437944
5631	0.01015637961154988
5641	0.007332359187857896
5651	0.006208044305164426
5661	0.007392708356924352
5671	0.0035495097966482445
5681	0.004022836723352543
5691	0.003063846841102676
5701	0.0005733148246967119
5711	-0.0016608261490390162
5721	-0.0016516005119184905
5731	-0.0015893909297238903
5741	-0.002452119193943992
5751	-0.0025089811280275243
5761	0.0014926400026394851
5771	6.919994538740653e-05
5781	-0.0004079986917298625
5791	-0.0007014120702653209
5801	-0.004264446096008516
5811	-0.003566186385176743
5821	-0.0014963459587683592
5831	0.0032586132879403014
5841	0.0016773787524183839
5851	9.240409248488044e-05
5861	0.0033469342616148615
5871	0.0008721862433051856
5881	0.0014306415779488997
5891	-0.005242966069890788
5901	-0.0009927361977411235
5911	-0.002143392680733139
5921	-0.0014977059539039528
5931	0.0012975141339686255
5941	0.002530219542796027
5951	-0.0015581043916424058
5961	-0.0005381514363888782
5971	-0.0022321117602352486
5981	0.0011425886309267446
5991	-0.00011697101628134865
6001	0.0008155344001526821
6011	-5.87864082746808e-05
6021	-0.004955382626455023
6031	-0.004310585600179462
6041	0.00074897127297501
6051	-0.0012041620139403302
6061	0.0010981010736806757
6071	0.0006456562272628119
6081	-9.562529027052141e-05
6091	0.0029458002322014223
6101	0.004790534701713382
6111	0.0016146403147059647
6121	0.0011538661161054518
6131	-0.004093116919281189
6141	-0.002319906634166061
6151	0.001926470738779048
6161	0.005811809448158137
6171	0.0010836111624041433
6181	-0.0007567647814683718
6191	-0.0030105803765023893
6201	-0.002617953074227588
6211	-0.0014632565096583936
6221	0.006779728441817442
6231	0.011971551564449763
6241	0.011715468233796513
6251	0.005881907324211064
6261	0.005043837484697069
6271	-0.0006906841100152237
6281	0.0003987148808818482
6291	0.0019903340963619894
6301	0.0030516376799207415
6311	0.006178163845539915
6321	0.0008438465878056952
6331	0.0026457515995936542
6341	-0.0004360891176749718
6351	0.0009295408615297577
6361	0.005843402756577661
6371	0.0018378160567064838
6381	0.0011227515891678301
6391	0.002876328682437323
6401	-0.0019736598579782505
6411	-0.003074199503239853
6421	0.0004020081119490932
6431	-0.0009228958531961767
6441	-0.0022116990225361038
6451	-0.0023244151177568384
6461	-0.0006167974509805668
6471	0.00012909419436491049
6481	-0.0006091159002298747
6491	-0.0042140908561895205
6501	0.0025071038578883334
6511	-0.0007723632997592338
6521	-0.0013619134645559213
6531	0.0003850620326636674
6541	-0.0010619058664556463
6551	0.0007272493292774549
6561	-0.0016774240406915756
6571	-0.0018176678534235471
6581	0.00038535640349206203
6591	0.001340882982519983
6601	-0.0001832829377051585
6611	-0.0018079334495676596
6621	0.003692621829349238
6631	0.004898026459397003
6641	0.00484799571934327
6651	0.003948130336110015
6661	0.004655921172302255
6671	0.0037485662627187353
6681	0.0015439701314307094
6691	0.005080592238215749
6701	0.007777018664894802
6711	0.004222414621666552
6721	0.004474950070781107
6731	0.003396179706268273
6741	0.006698560422005888
6751	0.005897865937068242
6761	0.004397409450958544
6771	0.005375032945009292
6781	0.00522444686692414
6791	0.004184486705652249
6801	0.0034384271043507698
6811	-0.0020067296003562552
6821	0.004160801069930109
6831	0.007188763226861662
6841	0.00606414095635992
6851	0.0046799222535244735
6861	0.0016250542928162256
6871	-0.0008117990419776147
6881	0.000186571962164336
6891	-0.0018460209499531768
6901	0.0006584126041231054
6911	-0.00038186782193771736
6921	0.005112322120661411
6931	0.0021216579882647343
6941	0.003909299027618612
6951	0.0014425817962129502
6961	0.0005953549460896008
6971	0.0003637942379541107
6981	-0.0036127221737117347
6991	-0.007704809369274544
7001	-0.0075941911870124204
7011	-0.004893319793282323
7021	-0.003654230427872803
7031	-0.006468799801704132
7041	-0.0038979822111334193
7051	-0.0058625537933286705
7061	-0.005647162119084805
7071	-0.0034584523452157014
7081	0.0019458414825652352
7091	0.007207466405378987
7101	0.004211174025913243
7111	0.0060055524999788525
7121	0.0023448460947750934
7131	8.451916155512599e-05
7141	0.0035984889915266147
7151	0.00306009278934788
7161	-0.0018181027970978348
7171	-0.002699579321425398
7181	-0.0027429885251196245
7191	-0.006914048221923016
7201	-0.006406089035942312
7211	-0.0050793081933924985
7221	0.0034614362137488693
7231	-0.0027068683847381917
7241	-0.0028565443481732905
7251	-0.0038576807126486368
7261	-0.00024343640481279475
7271	-0.000267639652273492
7281	-0.0012718299891533414
7291	-0.006429836980895142
7301	-0.004906943036087026
7311	-0.004889806801390727
7321	-0.0010000798261173643
7331	0.003930955344104022
7341	0.0041622188630058175
7351	0.00822029860216851
7361	0.0016759050812339348
7371	0.0039050789221528816
7381	0.004158339468846318
7391	0.004365566756774985
7401	0.0021909625149097232
7411	0.0008891578621320771
7421	0.0033018883594894788
7431	-0.0014795392479671366
7441	-0.004426020626466777
7451	-0.004430946029201006
7461	-0.0018403321646435205
7471	-0.0022288583987346393
7481	-0.0034372868007767556
7491	-0.003715402888127215
7501	-0.00041208003070802526
7511	-0.005278562785618786
7521	-0.0046411905025292586
7531	-0.0052920755443567925
7541	-0.007534826150182321
7551	-0.007049785999208422
7561	-0.007756082750488203
7571	-0.00580604664820953
7581	-0.002689597059639042
7591	0.0026827614254235337
7601	0.0017661952728495632
7611	-0.00020471197651349398
7621	-0.0014150522756591593
7631	-0.0011412343098120695
7641	0.0015168830397198965
7651	0.004771182792979817
7661	0.004561649346940668
7671	-0.000835452144092117
7681	-0.004531601680355968
7691	-0.00400369150025325
7701	-0.0005803978924240081
7711	-0.0028311560648096486
7721	-0.0027152903869293193
7731	0.003136841333018547
7741	0.0005075791179470751
7751	-0.0020584878858070695
7761	-0.0020356795489183963
7771	-0.002281862658800433
7781	-0.003944617068272593
7791	-0.00484835588943548
7801	-0.004997614703833675
7811	-0.0042369878748456935
7821	-0.0029258520015902774
7831	-0.002493148949200526
7841	-0.006991424575505797
7851	-0.0023803136107515255
7861	-0.004907052985577762
7871	-0.004200895518782654
7881	-0.0031231766474981056
7891	0.006324434403166312
7901	0.002903635814602502
7911	0.0015454596100004925
7921	-0.0014045979368797444
7931	-0.0023526368272313394
7941	-0.00208383384924935
7951	0.0018471861516511888
7961	-0.0018330083800511062
7971	-0.005201182558847126
7981	-0.005365329687663532
7991	0.0002479587214315202
8001	0.00019163413713412064
8011	0.000669319106848982
8021	-0.004158974191404007
8031	-0.0018996619231444808
8041	-0.0042205925395873275
8051	-0.002140121988803077
8061	-0.002460863002389121
8071	0.0018277402791270143
8081	0.0002729395389146649
8091	-0.005581938939891617
8101	-0.007784640797030226
8111	-0.005670722007509769
8121	-0.0014029539050685231
8131	-0.0018039440808649326
8141	-0.0031340747167448025
8151	-0.0028726770927940586
8161	-0.0038384432381702157
8171	-0.0033847292421090073
8181	-0.0029769948335335995
8191	-0.001434895850223666
8201	-0.004073201594380865
8211	-0.0021797399805291496
8221	0.0001523068143623963
8231	0.0032948237572905546
8241	0.0005305391104618029
8251	-0.0002220913062195134
8261	0.0018343237375414506
8271	-0.0028835497182882284
8281	-0.004998967503009489
8291	-0.007072163366926909
8301	-0.006639603625104591
8311	-0.005425588968390284
8321	-0.002972994317945806
8331	-0.0009223050004985549
8341	-0.0030892257323609177
8351	-0.00578832768298074
8361	-3.913249543959545e-05
8371	0.0008684691233439713
8381	0.002782965780627183
8391	0.002649006258665958
8401	0.001257547937293994
8411	0.0009415431513942478
8421	0.000803361894081665
8431	0.005236830726129657
8441	0.0010332875174611904
8451	-0.002981474405443864
8461	4.0770597915535745e-05
8471	0.0014220657033546334
8481	0.001112839392568815
8491	0.003948052963331938
8501	0.006795528622349599
8511	0.001198042534669476
8521	-0.00012113900003839665
8531	-0.0007906745320461619
8541	0.005834912452452494
8551	0.01074347752942102
8561	0.011044171075792676
8571	0.009511590360020337
8581	0.005399476033971579
8591	0.0036732230319303735
8601	0.0037733242688682634
8611	0.003349260976399923
8621	0.010433324265026633
8631	0.013210037500074061
8641	0.012116397749405648
8651	0.012155546421754827
8661	0.009090969077998215
8671	0.007761113022215248
8681	0.006233319049899498
8691	0.006908919806691881
8701	0.004842689089529259
8711	0.0007197957410947458
8721	-0.0057031309377390624
8731	-0.002478429647732411
8741	-0.0006130094954678962
8751	0.00047276747030488095
8761	-0.002524749192739183
8771	0.004707568238690481
8781	9.107358928971444e-05
8791	0.002246957161945936
8801	0.0021303917477133965
8811	0.0014669514198490054
8821	0.0035862021499367437
8831	0.002050877669447151
8841	-0.001132512859241979
8851	-0.0024763832496964002
8861	-0.0020389358323500426
8871	-0.002006679821423952
8881	0.002655591443860217
8891	-0.0009912464119099
8901	0.0028296991275843023
8911	0.004299368052349965
8921	0.0028033761866025184
8931	0.001970585971421893
8941	0.004683636251871556
8951	0.006161659605258658
8961	0.0020428152132464577
8971	0.0015017175051142769
8981	0.002090175993959899
8991	0.003067830238838776
9001	-0.00020046719950144628
9011	-0.0010276349149493024
9021	-0.001089239506367406
9031	-0.002711395966801172
9041	-0.0006490678155106433
9051	-0.005814268787517726
9061	-0.0017228227463713939
9071	0.00018045353436128942
9081	-0.003792196914227883
9091	-0.0023682404337569203
9101	0.0013235518527024608
9111	0.0008983609593785821
9121	0.002141489485686216
9131	0.00522482470160183
9141	0.006520661161210426
9151	0.009010014419573095
9161	0.0036029403197000015
9171	0.0033953806961025007
9181	0.0003037043356490945
9191	0.0036725835162415795
9201	0.0030144412450812206
9211	0.002146996377380928
9221	0.0005044000149787906
9231	-0.0036695210072005785
9241	-0.005443850183746239
9251	-0.003632561256511873
9261	-0.0028185789005792834
9271	-0.003716107218664274
9281	-0.0011482566525103477
9291	-0.0009072829499857145
9301	0.0011728209067427891
9311	-0.0034597175015655757
9321	-0.001879484593761177
9331	-0.0014318835356915932
9341	-0.008673201143607185
9351	-0.00846803079491877
9361	-0.0044321575990082795
9371	-0.002001102352439498
9381	-0.003103957386549465
9391	0.0006652007472882599
9401	0.002719860005599455
9411	-0.002201250663933791
9421	-0.0002082491101648936
9431	0.0010945164161896318
9441	0.0045089676063880466
9451	0.0015212572360612288
9461	0.0031453415210884695
9471	0.0014028308925455352
9481	0.008286282543004408
9491	0.001606517668420632
9501	0.005942324857474367
9511	0.008543079987929508
9521	0.009875156604090852
9531	0.007608176095690447
9541	0.0029943942752324727
9551	0.005108534465778639
9561	0.007794649580931503
9571	0.0032935315516181792
9581	0.004086985353656835
9591	0.0052462217737993585
9601	0.003222776177713806
9611	0.001737585860226213
9621	0.005288347115037736
9631	0.008248811519594347
9641	0.008112118790698963
9651	0.0020831159561038844
9661	0.00582160154016528
9671	0.008266635227448239
9681	0.005188853454072419
9691	0.0013148567488798504
9701	0.0010646465917162052
9711	-0.0006776313713902948
9721	-0.001072395505300921
9731	-0.001437206457730333
9741	-0.003739592096245328
9751	-0.0018882724164866178
9761	-0.004500174950742249
9771	0.0014654727694818597
9781	0.0038622421288383017
9791	0.005488039362502102
9801	0.006815830657141166
9811	0.0062176286744378305
9821	0.007578338864876954
9831	0.008368971282579553
9841	0.004619954731903872
9851	0.0052606747359666165
9861	0.003787016431077238
9871	0.003955897357856679
9881	0.005913177805855975
9891	0.005017860839885039
9901	0.006223055491369568
9911	0.011181046891612123
9921	0.012016267868627853
9931	0.009241680482646054
9941	0.007095122602340605
9951	0.006146691987915266
9961	0.005356618139459148
9971	0.002866855270280602
9981	0.0030621254818289146
9991	0.0028805373941772614
10001	0.0007991579544729489
10011	0.0016807150527712229
10021	0.004294921325361387
10031	0.0043254861368977795
10041	0.008632125174977367
10051	0.00945170791666106
10061	0.0037029596106748493
10071	0.00036722535830330016
10081	-0.00021803481047091855
10091	-0.001169109638748867
10101	0.003143784554053786
10111	0.0038818794816080494
10121	0.0028119297626372046
10131	0.003384064739138819
10141	0.00011163109833760186
10151	-0.0032824910280097896
10161	-0.0010309848011209447
10171	-0.0009092251941301753
10181	0.004797169196474146
10191	-0.001599986095189885
10201	-0.0008250158858432257
10211	-0.002652562817577208
10221	8.802726231616387e-05
10231	0.0010210109017089026
10241	-0.001705959888515566
10251	-0.0031760409193989487
10261	0.0014044709737998894
10271	-0.001224085519215985
10281	0.0032136584479375355
10291	0.006187751147428507
10301	0.0028955603915269148
10311	0.0022288307275208775
10321	0.005245243594477099
10331	0.001223906677952402
10341	0.0028662300661960287
10351	0.002393100148601139
10361	0.002769069536032545
10371	8.047493636952779e-05
10381	0.006102390849206219
10391	0.007050088408570835
10401	0.006730150918651653
10411	0.004133595030831482
10421	0.001899274232153458
10431	0.0012953661668687229
10441	0.00039318373432270076
10451	0.00225526196268686
10461	0.0026975944825190067
10471	0.004259556786914659
10481	0.0029514327293519984
10491	-0.0027823285856096295
10501	-0.0015383006660130711
10511	-0.0014119179009671964
10521	0.0007471708137749306
10531	0.004162454526636021
10541	0.003495950325106677
10551	0.003925652335480298
10561	0.0012380935528173943
10571	0.001839913647298476
10581	0.0025977030259349337
10591	0.004751222999538562
10601	0.001067017667463852
10611	0.0010380656255449898
10621	-0.0021477918945662236
10631	-0.0015702239194305802
10641	-0.0018580819274896512
10651	-0.0021648916797294025
10661	0.000997758346197781
10671	-0.0010461435516592188
10681	-0.0025233146727043324
10691	-0.0022543476907968844
10701	0.002124666491870739
10711	0.009584822500976368
10721	0.008304420835731609
10731	0.0035268994234425918
10741	0.005413200475579086
10751	-0.0013268663312298974
10761	0.0017445771872031063
10771	0.003785890175687864
10781	0.002133641730443417
10791	0.0020971738950053115
10801	-0.0006305120270642663
10811	0.001597623498605373
10821	0.002435312787456858
10831	-0.0029036791450971623
