time	chi
1	0.9995062439825302
101	0.02221762058998966
201	0.04228327451409996
301	0.04177522446701096
401	0.012814443776633481
501	0.03414131713043369
601	0.003039885403667437
701	-0.004396703887510949
801	0.02484996350989307
901	0.004765948263876078
1001	0.02133029940191868
1101	0.001629447401443323
1201	0.015493358332465007
1301	0.012304157888387242
1401	0.0038185072903415143
1501	0.020840953586331444
1601	-0.0038233512636576122
1701	0.0010349687795724722
1801	-0.004390548105179187
1901	-0.000930571024648549
2001	-0.00886322795654456
2101	-0.0034132774887857178
2201	-0.012714949497972382
2301	0.0066535421304649974
2401	-0.006489245290329024
2501	0.0013513947847458858
2601	0.007886648640125511
2701	0.0024342646472154104
2801	0.009352011665325755
2901	-0.009715729391905816
3001	0.003196954880848161
3101	-0.004550064471667285
3201	-0.0021609756367106437
3301	-0.007552462366061583
3401	0.007525049453014314
3501	-0.0026074059131966035
3601	0.0007294132989229716
3701	-0.005330631801434298
3801	0.010943010104958135
3901	0.010927486842460846
4001	0.0006867696393635039
4101	0.006535702884952214
4201	-0.008719748064994818
4301	-0.003583178939447062
4401	-0.0005894646189888614
4501	0.005529734665750411
4601	-0.0010709059100961666
4701	-0.0015823298012129867
4801	0.020631496795569308
4901	-0.002806792476418951
5001	0.011088625627369808
5101	0.010260019318325217
5201	0.0038593823569898255
5301	0.010260692164301616
5401	-0.0031260318471080803
5501	-0.004767608508817774
5601	0.018082744835118503
5701	0.004046341837772058
5801	-0.003710134228453441
5901	-0.005218606650827551
6001	-0.00990299477180704
6101	0.00035551877315432445
6201	0.004006281703775573
6301	0.00477823825079819
6401	0.00047588587100035436
6501	0.013087134113936291
6601	-0.0026232814413369135
6701	-0.013920381413705416
6801	0.0034038673161953152
6901	0.0016949640438255918
7001	-0.004056013448327025
7101	0.005639958118598049
7201	-0.0029587718915514267
7301	-0.006177103930013373
7401	0.007079737552573808
7501	-0.013129064945122166
7601	-0.027329088072751185
7701	-0.0020553069964663797
7801	-0.025539922274912998
7901	-0.001324480178987435
8001	0.00820464518604703
8101	-0.003434832646635046
8201	0.023408897936253482
8301	-0.008381133040161387
8401	0.011163264340590152
8501	-0.00019084493552606936
8601	-0.0020837318163903456
8701	0.003619416905816741
8801	-0.004912190444131298
8901	0.012900494515104954
9001	-0.011872340992093413
9101	0.004438191390050816
9201	0.006317055179539556
9301	-0.01546181225903448
9401	0.022644187323846404
9501	-0.002863521425146133
9601	0.02079989604828147
9701	-0.00506817655927968
9801	0.0030567491050666677
9901	0.016897783132455196
10001	0.015097007025673854
10101	0.0003501512217310563
10201	-0.004377761348168832
10301	-0.01504531469375713
10401	0.007961388197499173
10501	-0.0024008325577275324
10601	-0.0279182209486736
10701	-0.0036237380601370638
10801	0.005198331829235436
10901	-0.010748521096929727
11001	-0.011215504375174191
11101	0.010099797930924227
11201	-0.00230095980130693
11301	0.017668779092327
11401	-0.0004585975606421245
11501	-0.011706480192705131
11601	-0.012386429762741458
11701	0.008453082961841553
11801	-0.004632636324071608
11901	0.00571100283409925
12001	-0.013111367090370578
12101	-0.004969542334851747
12201	-0.011021981905729937
12301	-0.0008143862813997558
12401	-0.0009630275459222269
12501	-0.0008054376067866104
12601	-0.0061477375690435045
12701	0.0009309710004427685
12801	-0.0035272385176818182
12901	0.008447710529332013
13001	0.010474899629793802
13101	-0.00664391555419356
13201	-0.009945276509826538
13301	0.007052406225023756
13401	-0.001004817110272981
13501	-0.02026276967391343
13601	0.02142822300698718
13701	-0.0027136454735302096
13801	-0.0002727178474997781
13901	0.023220271830198275
14001	-0.0022179672038206105
14101	-0.009052487119752376
14201	0.01300791034511458
14301	0.00033867274766393487
14401	0.008168913364791327
14501	0.0069683758577354996
14601	-0.007749359651196239
14701	0.008929610741233388
14801	0.010521796730937125
14901	0.028089054550172885
15001	0.014437679008950594
15101	0.007853814700052728
15201	0.004820636379572383
15301	0.019232027687319277
15401	0.004926560149565515
15501	-0.0024715342269936097
15601	0.006088038513479691
15701	0.030760388353921277
15801	0.014292307320710226
15901	0.011599134041530484
16001	0.022662335202606507
16101	0.012095638008091497
