BLOCK	CHI
1042	0.2814530726204895
1043	0.2816218227397564
1044	0.28178831922577174
1045	0.281952230576354
1046	0.28211608570726804
1047	0.28228261611894523
1048	0.28245246446035144
1049	0.2826246972911335
1050	0.28280174659659385
1051	0.2829832091460087
1052	0.2831701317883724
1053	0.2833625358483866
1054	0.28356200226189365
1055	0.2837689371675311
1056	0.2839813350740313
1057	0.2841977788580333
1058	0.2844169270019372
1059	0.28463851003905744
1060	0.2848650103585369
1061	0.28510016075248373
1062	0.285346350556797
1063	0.2856029526313848
1064	0.28587170784735233
1065	0.2861506126520411
1066	0.28643486995686546
1067	0.28672452822705646
1068	0.2870205276880998
1069	0.2873229148666175
1070	0.28763320769365114
1071	0.2879533021290459
1072	0.2882831002730348
1073	0.28861794849411637
1074	0.28895255632765116
1075	0.28928884978192765
1076	0.28962988701303555
1077	0.28997481794081936
1078	0.29032150524858247
1079	0.2906686132345525
1080	0.291015939314063
1081	0.2913615603867393
1082	0.2917045982625918
1083	0.29204778153413796
1084	0.29239243330219
1085	0.29273498361781647
1086	0.29307367222381964
1087	0.29340681931528556
1088	0.2937341515483102
1089	0.2940572789378745
1090	0.29438119534140295
1091	0.2947091266046854
1092	0.29504146044957147
1093	0.29537821626215377
1094	0.2957182948509882
1095	0.2960618891076951
1096	0.29641144071062303
1097	0.296767814279497
1098	0.29713262952234415
1099	0.2975039982337564
1100	0.2978802406088197
1101	0.29826188201064047
1102	0.2986489544262714
1103	0.29903953378603304
1104	0.2994321011895792
1105	0.2998258472675485
1106	0.3002230770263377
1107	0.3006245814185201
1108	0.3010276977642928
1109	0.3014334244474188
1110	0.3018401146193413
1111	0.3022486086671697
1112	0.3026581311472045
1113	0.303068621962559
1114	0.30347907303642396
1115	0.3038887874387744
1116	0.3042971293057768
1117	0.30470269993085825
1118	0.30510539656772856
1119	0.3055072431244434
1120	0.30590825220196277
1121	0.30630766289615663
1122	0.30670309653347694
1123	0.30709189528064373
1124	0.3074735366824645
1125	0.3078499719491481
1126	0.3082258275716663
1127	0.30860209999517296
1128	0.3089759317096356
1129	0.3093427049478239
1130	0.3097016878847465
1131	0.31005326630364394
1132	0.31039616653823976
1133	0.31072880280616866
1134	0.3110507001481647
1135	0.3113633619557002
1136	0.3116659720742814
1137	0.3119604051390519
1138	0.3122493732643504
1139	0.3125313701507908
1140	0.31280423231045157
1141	0.31306685570536563
1142	0.31332363807061353
1143	0.3135780960433723
1144	0.3138307142759541
1145	0.3140799942234097
1146	0.31432551811544607
1147	0.314571045884701
1148	0.31481943601051143
1149	0.3150698170880203
1150	0.31532051028161817
1151	0.31556904580312234
1152	0.31581667502480276
1153	0.31606584641014046
1154	0.3163172636742927
1155	0.31657145024175665
1156	0.31682771209042127
1157	0.3170833303208153
1158	0.31733614726084514
1159	0.3175836010383885
1160	0.3178263197628421
1161	0.31806495286830416
1162	0.31829835269809953
1163	0.31852811278903054
1164	0.318756297759947
1165	0.3189812229594119
1166	0.31920168160316786
1167	0.31941755446674625
1168	0.31963048646009434
1169	0.31984418129618186
1170	0.3200576357447225
1171	0.3202706685457516
1172	0.3204845049003142
1173	0.320699878572011
1174	0.32091807776668774
1175	0.32114095676409066
1176	0.3213661533688503
1177	0.32159303074782863
1178	0.3218213136185122
1179	0.32205032637557784
1180	0.3222782951915631
1181	0.32250151635349844
1182	0.3227180648223999
1183	0.32292751313492823
1184	0.323130228657536
1185	0.32332746470110246
1186	0.32351820931159986
1187	0.3237013254947038
1188	0.323875944753471
1189	0.3240444409149263
1190	0.3242111244767341
1191	0.3243755514973765
1192	0.3245348344183776
1193	0.3246889751783467
1194	0.32483963613471445
1195	0.32498844184203124
1196	0.3251387344626418
1197	0.32529035987711075
1198	0.3254433171161335
1199	0.32559570440403723
1200	0.32574805873558366
1201	0.3259036738078863
1202	0.3260623683609805
1203	0.3262232535425256
1204	0.326388008188131
1205	0.3265568552378603
1206	0.32672852781056955
1207	0.3269021176678257
1208	0.32707753078708013
1209	0.327257398830388
1210	0.3274414852874209
1211	0.32763109581150784
1212	0.32782597353692333
1213	0.32802459471679796
1214	0.32822560329396233
1215	0.32842551849551044
1216	0.32862451382697005
1217	0.32882348007929096
1218	0.3290236240367304
1219	0.32922578511709305
1220	0.32943046929739284
1221	0.3296355877261643
1222	0.3298413022772797
1223	0.3300458187678795
1224	0.33024681086686525
1225	0.33044249990025126
1226	0.3306340655117655
1227	0.3308221959076911
1228	0.3310075608775235
1229	0.3311912537968789
1230	0.33137063524926536
1231	0.331544724298403
1232	0.331710426923931
1233	0.33186854086355516
1234	0.33202095529198833
1235	0.33216707117897265
1236	0.33230503618337104
1237	0.33243523124190083
1238	0.33255828543326327
1239	0.33267498389420397
1240	0.3327838426193432
1241	0.3328844244522953
1242	0.3329794812488888
1243	0.33306998231374796
1244	0.3331556911365445
1245	0.3332381615125911
1246	0.3333191818089198
1247	0.33339884023225125
1248	0.3334792508359712
1249	0.33356019552653915
1250	0.3336431389232425
1251	0.3337288409609066
