BIN SIZE	0.0256496
BIN	DISTANCE	AVE_GOFR
53	1.38508	0.869611
54	1.41073	0.826324
55	1.43638	0.777591
56	1.46203	0.739538
57	1.48768	0.718084
58	1.51333	0.693457
59	1.53898	0.677667
60	1.56463	0.671614
61	1.59028	0.667585
62	1.61593	0.675176
63	1.64158	0.687877
64	1.66723	0.704168
65	1.69288	0.725882
66	1.71853	0.754681
67	1.74418	0.780378
68	1.76983	0.816663
69	1.79547	0.860054
70	1.82112	0.892975
71	1.84677	0.92894
72	1.87242	0.978014
73	1.89807	1.00764
74	1.92372	1.04739
75	1.94937	1.0843
76	1.97502	1.12877
77	2.00067	1.1655
78	2.02632	1.18696
79	2.05197	1.20735
80	2.07762	1.21999
81	2.10327	1.22533
82	2.12892	1.21662
83	2.15457	1.19803
84	2.18022	1.18126
85	2.20587	1.15306
86	2.23152	1.12933
87	2.25717	1.09925
88	2.28282	1.06388
89	2.30847	1.03907
90	2.33412	1.00797
91	2.35977	0.990033
92	2.38542	0.962204
93	2.41107	0.949255
94	2.43672	0.922916
95	2.46237	0.912414
96	2.48802	0.901433
97	2.51366	0.890719
98	2.53931	0.883115
99	2.56496	0.888525

0	0.0256496	0
1	0.0512993	0
2	0.0769489	0
3	0.102599	0
4	0.128248	0
5	0.153898	0
6	0.179547	0
7	0.205197	0
8	0.230847	0
9	0.256496	0
10	0.282146	0
11	0.307796	0
12	0.333445	0
13	0.359095	0
14	0.384745	0
15	0.410394	0
16	0.436044	0
17	0.461694	0
18	0.487343	0
19	0.512993	0
20	0.538642	0
21	0.564292	0
22	0.589942	0
23	0.615591	0
24	0.641241	0
25	0.666891	0
26	0.69254	0
27	0.71819	0
28	0.74384	0
29	0.769489	0
30	0.795139	0
31	0.820788	0
32	0.846438	0
33	0.872088	0
34	0.897737	0.000871199
35	0.923387	0.0225624
36	0.949037	0.161568
37	0.974686	0.551413
38	1.00034	1.19979
39	1.02599	1.83146
40	1.05164	2.3238
41	1.07728	2.55931
42	1.10293	2.55895
43	1.12858	2.40894
44	1.15423	2.21692
45	1.17988	1.98425
46	1.20553	1.76214
47	1.23118	1.56534
48	1.25683	1.38493
49	1.28248	1.24594
50	1.30813	1.13195
51	1.33378	1.02355
52	1.35943	0.943607
53	1.38508	0.875102
54	1.41073	0.822686
55	1.43638	0.78179
56	1.46203	0.744531
57	1.48768	0.711795
58	1.51333	0.696807
59	1.53898	0.682369
60	1.56463	0.672688
61	1.59028	0.663501
62	1.61593	0.668791
63	1.64158	0.683519
64	1.66723	0.697832
65	1.69288	0.71587
66	1.71853	0.74777
67	1.74418	0.773801
68	1.76983	0.804589
69	1.79547	0.842653
70	1.82112	0.892008
71	1.84677	0.933584
72	1.87242	0.967153
73	1.89807	1.01589
74	1.92372	1.05984
75	1.94937	1.09142
76	1.97502	1.11947
77	2.00067	1.15146
78	2.02632	1.18273
79	2.05197	1.20442
80	2.07762	1.21906
81	2.10327	1.21551
82	2.12892	1.21163
83	2.15457	1.21369
84	2.18022	1.18605
85	2.20587	1.15538
86	2.23152	1.13907
87	2.25717	1.10817
88	2.28282	1.07861
89	2.30847	1.04226
90	2.33412	1.01323
91	2.35977	0.995222
92	2.38542	0.970005
93	2.41107	0.947951
94	2.43672	0.929003
95	2.46237	0.916083
96	2.48802	0.902617
97	2.51366	0.894135
98	2.53931	0.885033
99	2.56496	0.880989

0	0.0256496	0
1	0.0512993	0
2	0.0769489	0
3	0.102599	0
4	0.128248	0
5	0.153898	0
6	0.179547	0
7	0.205197	0
8	0.230847	0
9	0.256496	0
10	0.282146	0
11	0.307796	0
12	0.333445	0
13	0.359095	0
14	0.384745	0
15	0.410394	0
16	0.436044	0
17	0.461694	0
18	0.487343	0
19	0.512993	0
20	0.538642	0
21	0.564292	0
22	0.589942	0
23	0.615591	0
24	0.641241	0
25	0.666891	0
26	0.69254	0
27	0.71819	0
28	0.74384	0
29	0.769489	0
30	0.795139	0
31	0.820788	0
32	0.846438	0
33	0.872088	0
34	0.897737	0.000779494
35	0.923387	0.0230821
36	0.949037	0.160421
37	0.974686	0.564648
38	1.00034	1.22567
39	1.02599	1.87662
40	1.05164	2.34919
41	1.07728	2.54739
42	1.10293	2.53683
43	1.12858	2.39685
44	1.15423	2.19115
45	1.17988	1.95852
46	1.20553	1.74258
47	1.23118	1.54441
48	1.25683	1.37379
49	1.28248	1.24327
50	1.30813	1.12681
51	1.33378	1.02359
52	1.35943	0.943607
53	1.38508	0.879641
54	1.41073	0.824799
55	1.43638	0.782392
56	1.46203	0.747249
57	1.48768	0.718645
58	1.51333	0.701575
59	1.53898	0.681367
60	1.56463	0.671257
61	1.59028	0.676835
62	1.61593	0.6805
63	1.64158	0.692601
64	1.66723	0.709954
65	1.69288	0.728604
66	1.71853	0.747202
67	1.74418	0.788392
68	1.76983	0.819024
69	1.79547	0.856777
70	1.82112	0.897016
71	1.84677	0.935901
72	1.87242	0.981057
73	1.89807	1.01586
74	1.92372	1.05151
75	1.94937	1.09432
76	1.97502	1.12599
77	2.00067	1.15382
78	2.02632	1.18006
79	2.05197	1.1888
80	2.07762	1.20825
81	2.10327	1.21048
82	2.12892	1.19861
83	2.15457	1.19071
84	2.18022	1.16457
85	2.20587	1.13573
86	2.23152	1.10714
87	2.25717	1.09596
88	2.28282	1.06752
89	2.30847	1.03649
90	2.33412	1.01719
91	2.35977	0.994524
92	2.38542	0.970184
93	2.41107	0.956154
94	2.43672	0.940212
95	2.46237	0.933509
96	2.48802	0.923634
97	2.51366	0.908023
98	2.53931	0.893089
99	2.56496	0.896883

0	0.0256496	0
1	0.0512993	0
2	0.0769489	0
3	0.102599	0
4	0.128248	0
5	0.153898	0
6	0.179547	0
7	0.205197	0
8	0.230847	0
9	0.256496	0
10	0.282146	0
11	0.307796	0
12	0.333445	0
13	0.359095	0
14	0.384745	0
15	0.410394	0
16	0.436044	0
17	0.461694	0
18	0.487343	0
19	0.512993	0
20	0.538642	0
21	0.564292	0
22	0.589942	0
23	0.615591	0
24	0.641241	0
25	0.666891	0
26	0.69254	0
27	0.71819	0
28	0.74384	0
29	0.769489	0
30	0.795139	0
31	0.820788	0
32	0.846438	0
33	0.872088	0
34	0.897737	0.00132973
35	0.923387	0.024771
36	0.949037	0.169434
37	0.974686	0.562707
38	1.00034	1.19876
39	1.02599	1.87802
40	1.05164	2.32207
41	1.07728	2.56013
42	1.10293	2.56191
43	1.12858	2.40568
44	1.15423	2.1968
45	1.17988	1.98235
46	1.20553	1.74689
47	1.23118	1.55943
48	1.25683	1.3873
49	1.28248	1.24136
50	1.30813	1.12388
51	1.33378	1.03711
52	1.35943	0.93535
53	1.38508	0.866197
54	1.41073	0.815262
55	1.43638	0.768607
56	1.46203	0.736769
57	1.48768	0.711745
58	1.51333	0.694654
59	1.53898	0.671424
60	1.56463	0.669229
61	1.59028	0.672073
62	1.61593	0.680667
63	1.64158	0.686145
64	1.66723	0.706792
65	1.69288	0.726708
66	1.71853	0.752583
67	1.74418	0.787254
68	1.76983	0.819803
69	1.79547	0.857534
70	1.82112	0.896291
71	1.84677	0.937577
72	1.87242	0.974058
73	1.89807	1.01761
74	1.92372	1.05605
75	1.94937	1.09227
76	1.97502	1.11871
77	2.00067	1.16079
78	2.02632	1.18408
79	2.05197	1.19758
80	2.07762	1.21004
81	2.10327	1.20322
82	2.12892	1.20504
83	2.15457	1.19033
84	2.18022	1.18025
85	2.20587	1.1492
86	2.23152	1.12319
87	2.25717	1.09011
88	2.28282	1.06734
89	2.30847	1.03367
90	2.33412	1.01389
91	2.35977	0.983807
92	2.38542	0.965457
93	2.41107	0.954181
94	2.43672	0.93454
95	2.46237	0.925149
96	2.48802	0.914749
97	2.51366	0.900485
98	2.53931	0.892015
99	2.56496	0.892621

0	0.0256496	0
1	0.0512993	0
2	0.0769489	0
3	0.102599	0
4	0.128248	0
5	0.153898	0
6	0.179547	0
7	0.205197	0
8	0.230847	0
9	0.256496	0
10	0.282146	0
11	0.307796	0
12	0.333445	0
13	0.359095	0
14	0.384745	0
15	0.410394	0
16	0.436044	0
17	0.461694	0
18	0.487343	0
19	0.512993	0
20	0.538642	0
21	0.564292	0
22	0.589942	0
23	0.615591	0
24	0.641241	0
25	0.666891	0
26	0.69254	0
27	0.71819	0
28	0.74384	0
29	0.769489	0
30	0.795139	0
31	0.820788	0
32	0.846438	0
33	0.872088	0
34	0.897737	0.00146728
35	0.923387	0.0246844
36	0.949037	0.172588
37	0.974686	0.595502
38	1.00034	1.22891
39	1.02599	1.84462
40	1.05164	2.33531
41	1.07728	2.5479
42	1.10293	2.52218
43	1.12858	2.39325
44	1.15423	2.18104
45	1.17988	1.96688
46	1.20553	1.73836
47	1.23118	1.54567
48	1.25683	1.36126
49	1.28248	1.26327
50	1.30813	1.12946
51	1.33378	1.02958
52	1.35943	0.952953
53	1.38508	0.886124
54	1.41073	0.821179
55	1.43638	0.781524
56	1.46203	0.744548
57	1.48768	0.715063
58	1.51333	0.706997
59	1.53898	0.673829
60	1.56463	0.678563
61	1.59028	0.670933
62	1.61593	0.673164
63	1.64158	0.686997
64	1.66723	0.705349
65	1.69288	0.72592
66	1.71853	0.744906
67	1.74418	0.77997
68	1.76983	0.818489
69	1.79547	0.853828
70	1.82112	0.897894
71	1.84677	0.933712
72	1.87242	0.978222
73	1.89807	1.01666
74	1.92372	1.05597
75	1.94937	1.09763
76	1.97502	1.12593
77	2.00067	1.15268
78	2.02632	1.17636
79	2.05197	1.2042
80	2.07762	1.20496
81	2.10327	1.20393
82	2.12892	1.20152
83	2.15457	1.19787
84	2.18022	1.17159
85	2.20587	1.15552
86	2.23152	1.13257
87	2.25717	1.10311
88	2.28282	1.06445
89	2.30847	1.05151
90	2.33412	1.01278
91	2.35977	0.99326
92	2.38542	0.965853
93	2.41107	0.953045
94	2.43672	0.935695
95	2.46237	0.925023
96	2.48802	0.913372
97	2.51366	0.895765
98	2.53931	0.887891
99	2.56496	0.88471

0	0.0256496	0
1	0.0512993	0
2	0.0769489	0
3	0.102599	0
4	0.128248	0
5	0.153898	0
6	0.179547	0
7	0.205197	0
8	0.230847	0
9	0.256496	0
10	0.282146	0
11	0.307796	0
12	0.333445	0
13	0.359095	0
14	0.384745	0
15	0.410394	0
16	0.436044	0
17	0.461694	0
18	0.487343	0
19	0.512993	0
20	0.538642	0
21	0.564292	0
22	0.589942	0
23	0.615591	0
24	0.641241	0
25	0.666891	0
26	0.69254	0
27	0.71819	0
28	0.74384	0
29	0.769489	0
30	0.795139	0
31	0.820788	0
32	0.846438	0
33	0.872088	0
34	0.897737	0.000917052
35	0.923387	0.0256804
36	0.949037	0.165624
37	0.974686	0.557701
38	1.00034	1.15564
39	1.02599	1.82041
40	1.05164	2.32806
41	1.07728	2.537
42	1.10293	2.54433
43	1.12858	2.43807
44	1.15423	2.2218
45	1.17988	1.98083
46	1.20553	1.76875
47	1.23118	1.58752
48	1.25683	1.41419
49	1.28248	1.26702
50	1.30813	1.16621
51	1.33378	1.02705
52	1.35943	0.946201
53	1.38508	0.894361
54	1.41073	0.824762
55	1.43638	0.768501
56	1.46203	0.729502
57	1.48768	0.695254
58	1.51333	0.673618
59	1.53898	0.668679
60	1.56463	0.653005
61	1.59028	0.652621
62	1.61593	0.659164
63	1.64158	0.666098
64	1.66723	0.68613
65	1.69288	0.712486
66	1.71853	0.741327
67	1.74418	0.775359
68	1.76983	0.808334
69	1.79547	0.852257
70	1.82112	0.894633
71	1.84677	0.941975
72	1.87242	0.991285
73	1.89807	1.02838
74	1.92372	1.06392
75	1.94937	1.10131
76	1.97502	1.14175
77	2.00067	1.15787
78	2.02632	1.19392
79	2.05197	1.20106
80	2.07762	1.21837
81	2.10327	1.21172
82	2.12892	1.21024
83	2.15457	1.19598
84	2.18022	1.17311
85	2.20587	1.15975
86	2.23152	1.12065
87	2.25717	1.10181
88	2.28282	1.08099
89	2.30847	1.05065
90	2.33412	1.02284
91	2.35977	0.992797
92	2.38542	0.972366
93	2.41107	0.94353
94	2.43672	0.929828
95	2.46237	0.922492
96	2.48802	0.907552
97	2.51366	0.893124
98	2.53931	0.875943
99	2.56496	0.874914

0	0.0256496	0
1	0.0512993	0
2	0.0769489	0
3	0.102599	0
4	0.128248	0
5	0.153898	0
6	0.179547	0
7	0.205197	0
8	0.230847	0
9	0.256496	0
10	0.282146	0
11	0.307796	0
12	0.333445	0
13	0.359095	0
14	0.384745	0
15	0.410394	0
16	0.436044	0
17	0.461694	0
18	0.487343	0
19	0.512993	0
20	0.538642	0
21	0.564292	0
22	0.589942	0
23	0.615591	0
24	0.641241	0
25	0.666891	0
26	0.69254	0
27	0.71819	0
28	0.74384	0
29	0.769489	0
30	0.795139	0
31	0.820788	0
32	0.846438	0
33	0.872088	0
34	0.897737	0.00114632
35	0.923387	0.0262434
36	0.949037	0.159233
37	0.974686	0.575825
38	1.00034	1.21404
39	1.02599	1.89369
40	1.05164	2.33308
41	1.07728	2.55737
42	1.10293	2.56354
43	1.12858	2.4173
44	1.15423	2.20223
45	1.17988	1.96685
46	1.20553	1.74836
47	1.23118	1.56345
48	1.25683	1.38586
49	1.28248	1.25512
50	1.30813	1.11694
51	1.33378	1.02137
52	1.35943	0.926439
53	1.38508	0.852106
54	1.41073	0.810264
55	1.43638	0.759411
56	1.46203	0.724869
57	1.48768	0.70118
58	1.51333	0.686026
59	1.53898	0.678962
60	1.56463	0.682693
61	1.59028	0.676243
62	1.61593	0.685767
63	1.64158	0.698394
64	1.66723	0.708052
65	1.69288	0.736746
66	1.71853	0.751879
67	1.74418	0.789745
68	1.76983	0.815465
69	1.79547	0.857602
70	1.82112	0.880171
71	1.84677	0.930072
72	1.87242	0.97303
73	1.89807	1.01501
74	1.92372	1.05368
75	1.94937	1.09421
76	1.97502	1.12248
77	2.00067	1.15776
78	2.02632	1.19094
79	2.05197	1.20488
80	2.07762	1.22398
81	2.10327	1.22007
82	2.12892	1.21014
83	2.15457	1.19848
84	2.18022	1.18393
85	2.20587	1.15332
86	2.23152	1.12627
87	2.25717	1.09431
88	2.28282	1.07143
89	2.30847	1.03897
90	2.33412	1.00626
91	2.35977	0.982581
92	2.38542	0.964182
93	2.41107	0.940571
94	2.43672	0.922628
95	2.46237	0.9154
96	2.48802	0.90989
97	2.51366	0.890564
98	2.53931	0.889894
99	2.56496	0.889578

0	0.0256496	0
1	0.0512993	0
2	0.0769489	0
3	0.102599	0
4	0.128248	0
5	0.153898	0
6	0.179547	0
7	0.205197	0
8	0.230847	0
9	0.256496	0
10	0.282146	0
11	0.307796	0
12	0.333445	0
13	0.359095	0
14	0.384745	0
15	0.410394	0
16	0.436044	0
17	0.461694	0
18	0.487343	0
19	0.512993	0
20	0.538642	0
21	0.564292	0
22	0.589942	0
23	0.615591	0
24	0.641241	0
25	0.666891	0
26	0.69254	0
27	0.71819	0
28	0.74384	0
29	0.769489	0
30	0.795139	0
31	0.820788	0
32	0.846438	0
33	0.872088	0
34	0.897737	0.00192581
35	0.923387	0.0222592
36	0.949037	0.167877
37	0.974686	0.553587
38	1.00034	1.18893
39	1.02599	1.85466
40	1.05164	2.30457
41	1.07728	2.56831
42	1.10293	2.57092
43	1.12858	2.41788
44	1.15423	2.21954
45	1.17988	1.99825
46	1.20553	1.78231
47	1.23118	1.58343
48	1.25683	1.40157
49	1.28248	1.25601
50	1.30813	1.12313
51	1.33378	1.00824
52	1.35943	0.937508
53	1.38508	0.862136
54	1.41073	0.799735
55	1.43638	0.772275
56	1.46203	0.738769
57	1.48768	0.698242
58	1.51333	0.686727
59	1.53898	0.665966
60	1.56463	0.674418
61	1.59028	0.664612
62	1.61593	0.678069
63	1.64158	0.678592
64	1.66723	0.696691
65	1.69288	0.709471
66	1.71853	0.746486
67	1.74418	0.782199
68	1.76983	0.820664
69	1.79547	0.853873
70	1.82112	0.894139
71	1.84677	0.931588
72	1.87242	0.975689
73	1.89807	1.0118
74	1.92372	1.06212
75	1.94937	1.09463
76	1.97502	1.13331
77	2.00067	1.17208
78	2.02632	1.19327
79	2.05197	1.21493
80	2.07762	1.2182
81	2.10327	1.21737
82	2.12892	1.21236
83	2.15457	1.20294
84	2.18022	1.17254
85	2.20587	1.15765
86	2.23152	1.13145
87	2.25717	1.09158
88	2.28282	1.06108
89	2.30847	1.03169
90	2.33412	1.01502
91	2.35977	0.987353
92	2.38542	0.972398
93	2.41107	0.946365
94	2.43672	0.930745
95	2.46237	0.912049
96	2.48802	0.902757
97	2.51366	0.891029
98	2.53931	0.883458
99	2.56496	0.884776

0	0.0256496	0
1	0.0512993	0
2	0.0769489	0
3	0.102599	0
4	0.128248	0
5	0.153898	0
6	0.179547	0
7	0.205197	0
8	0.230847	0
9	0.256496	0
10	0.282146	0
11	0.307796	0
12	0.333445	0
13	0.359095	0
14	0.384745	0
15	0.410394	0
16	0.436044	0
17	0.461694	0
18	0.487343	0
19	0.512993	0
20	0.538642	0
21	0.564292	0
22	0.589942	0
23	0.615591	0
24	0.641241	0
25	0.666891	0
26	0.69254	0
27	0.71819	0
28	0.74384	0
29	0.769489	0
30	0.795139	0
31	0.820788	0
32	0.846438	0
33	0.872088	0
34	0.897737	0.000687789
35	0.923387	0.0234718
36	0.949037	0.169884
37	0.974686	0.550327
38	1.00034	1.17902
39	1.02599	1.81534
40	1.05164	2.3215
41	1.07728	2.51418
42	1.10293	2.56481
43	1.12858	2.38601
44	1.15423	2.21987
45	1.17988	1.98407
46	1.20553	1.75679
47	1.23118	1.57983
48	1.25683	1.40143
49	1.28248	1.25305
50	1.30813	1.1362
51	1.33378	1.03306
52	1.35943	0.949627
53	1.38508	0.882043
54	1.41073	0.826894
55	1.43638	0.786804
56	1.46203	0.748702
57	1.48768	0.706198
58	1.51333	0.697588
59	1.53898	0.676573
60	1.56463	0.663756
61	1.59028	0.670558
62	1.61593	0.66907
63	1.64158	0.670687
64	1.66723	0.694014
65	1.69288	0.725653
66	1.71853	0.739871
67	1.74418	0.779827
68	1.76983	0.814976
69	1.79547	0.852766
70	1.82112	0.898828
71	1.84677	0.921894
72	1.87242	0.97059
73	1.89807	1.00468
74	1.92372	1.04986
75	1.94937	1.09074
76	1.97502	1.13002
77	2.00067	1.16471
78	2.02632	1.17222
79	2.05197	1.20286
80	2.07762	1.22883
81	2.10327	1.21389
82	2.12892	1.20973
83	2.15457	1.19663
84	2.18022	1.17221
85	2.20587	1.16035
86	2.23152	1.13253
87	2.25717	1.1011
88	2.28282	1.06927
89	2.30847	1.04305
90	2.33412	1.01168
91	2.35977	0.990346
92	2.38542	0.966995
93	2.41107	0.953769
94	2.43672	0.937419
95	2.46237	0.9195
96	2.48802	0.913219
97	2.51366	0.892987
98	2.53931	0.885455
99	2.56496	0.889468

0	0.0256496	0
1	0.0512993	0
2	0.0769489	0
3	0.102599	0
4	0.128248	0
5	0.153898	0
6	0.179547	0
7	0.205197	0
8	0.230847	0
9	0.256496	0
10	0.282146	0
11	0.307796	0
12	0.333445	0
13	0.359095	0
14	0.384745	0
15	0.410394	0
16	0.436044	0
17	0.461694	0
18	0.487343	0
19	0.512993	0
20	0.538642	0
21	0.564292	0
22	0.589942	0
23	0.615591	0
24	0.641241	0
25	0.666891	0
26	0.69254	0
27	0.71819	0
28	0.74384	0
29	0.769489	0
30	0.795139	0
31	0.820788	0
32	0.846438	0
33	0.872088	0
34	0.897737	0.000687789
35	0.923387	0.0240781
36	0.949037	0.159111
37	0.974686	0.552306
38	1.00034	1.20115
39	1.02599	1.84273
40	1.05164	2.32716
41	1.07728	2.53513
42	1.10293	2.51961
43	1.12858	2.3989
44	1.15423	2.18101
45	1.17988	1.9793
46	1.20553	1.76858
47	1.23118	1.56696
48	1.25683	1.4089
49	1.28248	1.2477
50	1.30813	1.13867
51	1.33378	1.03456
52	1.35943	0.956181
53	1.38508	0.889556
54	1.41073	0.827629
55	1.43638	0.788984
56	1.46203	0.744411
57	1.48768	0.716532
58	1.51333	0.691576
59	1.53898	0.686208
60	1.56463	0.669706
61	1.59028	0.671539
62	1.61593	0.669993
63	1.64158	0.687769
64	1.66723	0.696953
65	1.69288	0.70657
66	1.71853	0.744943
67	1.74418	0.760421
68	1.76983	0.803775
69	1.79547	0.835715
70	1.82112	0.887177
71	1.84677	0.940107
72	1.87242	0.970787
73	1.89807	1.00665
74	1.92372	1.0547
75	1.94937	1.09411
76	1.97502	1.13528
77	2.00067	1.15552
78	2.02632	1.18347
79	2.05197	1.21277
80	2.07762	1.21335
81	2.10327	1.20421
82	2.12892	1.20954
83	2.15457	1.1899
84	2.18022	1.1736
85	2.20587	1.15997
86	2.23152	1.1333
87	2.25717	1.10677
88	2.28282	1.06935
89	2.30847	1.04582
90	2.33412	1.02426
91	2.35977	0.991017
92	2.38542	0.966765
93	2.41107	0.958939
94	2.43672	0.93234
95	2.46237	0.920415
96	2.48802	0.917715
97	2.51366	0.901581
98	2.53931	0.892099
99	2.56496	0.885664

0	0.0256496	0
1	0.0512993	0
2	0.0769489	0
3	0.102599	0
4	0.128248	0
5	0.153898	0
6	0.179547	0
7	0.205197	0
8	0.230847	0
9	0.256496	0
10	0.282146	0
11	0.307796	0
12	0.333445	0
13	0.359095	0
14	0.384745	0
15	0.410394	0
16	0.436044	0
17	0.461694	0
18	0.487343	0
19	0.512993	0
20	0.538642	0
21	0.564292	0
22	0.589942	0
23	0.615591	0
24	0.641241	0
25	0.666891	0
26	0.69254	0
27	0.71819	0
28	0.74384	0
29	0.769489	0
30	0.795139	0
31	0.820788	0
32	0.846438	0
33	0.872088	0
34	0.897737	0.00238434
35	0.923387	0.0265898
36	0.949037	0.163944
37	0.974686	0.549395
38	1.00034	1.20086
39	1.02599	1.86725
40	1.05164	2.33168
41	1.07728	2.54391
42	1.10293	2.55164
43	1.12858	2.40998
44	1.15423	2.2108
45	1.17988	2.003
46	1.20553	1.76545
47	1.23118	1.56749
48	1.25683	1.39182
49	1.28248	1.24436
50	1.30813	1.12488
51	1.33378	1.02839
52	1.35943	0.936181
53	1.38508	0.87064
54	1.41073	0.826379
55	1.43638	0.764815
56	1.46203	0.732956
57	1.48768	0.703128
58	1.51333	0.680364
59	1.53898	0.673289
60	1.56463	0.668468
61	1.59028	0.668307
62	1.61593	0.671124
63	1.64158	0.687579
64	1.66723	0.693096
65	1.69288	0.717193
66	1.71853	0.744178
67	1.74418	0.772795
68	1.76983	0.813755
69	1.79547	0.861015
70	1.82112	0.895369
71	1.84677	0.946086
72	1.87242	0.982573
73	1.89807	1.01566
74	1.92372	1.06389
75	1.94937	1.09285
76	1.97502	1.12677
77	2.00067	1.16589
78	2.02632	1.18849
79	2.05197	1.19967
80	2.07762	1.21489
81	2.10327	1.21587
82	2.12892	1.20452
83	2.15457	1.20395
84	2.18022	1.17389
85	2.20587	1.15939
86	2.23152	1.13344
87	2.25717	1.09476
88	2.28282	1.0701
89	2.30847	1.03636
90	2.33412	1.01654
91	2.35977	0.981571
92	2.38542	0.967664
93	2.41107	0.942469
94	2.43672	0.929254
95	2.46237	0.917896
96	2.48802	0.90696
97	2.51366	0.90029
98	2.53931	0.881073
99	2.56496	0.883216

0	0.0256496	0
1	0.0512993	0
2	0.0769489	0
3	0.102599	0
4	0.128248	0
5	0.153898	0
6	0.179547	0
7	0.205197	0
8	0.230847	0
9	0.256496	0
10	0.282146	0
11	0.307796	0
12	0.333445	0
13	0.359095	0
14	0.384745	0
15	0.410394	0
16	0.436044	0
17	0.461694	0
18	0.487343	0
19	0.512993	0
20	0.538642	0
21	0.564292	0
22	0.589942	0
23	0.615591	0
24	0.641241	0
25	0.666891	0
26	0.69254	0
27	0.71819	0
28	0.74384	0
29	0.769489	0
30	0.795139	0
31	0.820788	0
32	0.846438	0
33	0.872088	4.86307e-05
34	0.897737	0.00132973
35	0.923387	0.0261135
36	0.949037	0.172547
37	0.974686	0.565075
38	1.00034	1.23057
39	1.02599	1.85668
40	1.05164	2.34742
41	1.07728	2.54831
42	1.10293	2.52511
43	1.12858	2.38358
44	1.15423	2.19187
45	1.17988	1.98794
46	1.20553	1.75891
47	1.23118	1.53536
48	1.25683	1.37771
49	1.28248	1.25031
50	1.30813	1.1337
51	1.33378	1.02254
52	1.35943	0.948577
53	1.38508	0.87167
54	1.41073	0.818294
55	1.43638	0.771495
56	1.46203	0.727468
57	1.48768	0.716582
58	1.51333	0.682756
59	1.53898	0.677282
60	1.56463	0.67315
61	1.59028	0.673473
62	1.61593	0.683574
63	1.64158	0.684222
64	1.66723	0.707829
65	1.69288	0.72826
66	1.71853	0.745573
67	1.74418	0.782738
68	1.76983	0.818768
69	1.79547	0.852495
70	1.82112	0.89281
71	1.84677	0.934566
72	1.87242	0.972034
73	1.89807	1.01979
74	1.92372	1.05921
75	1.94937	1.09536
76	1.97502	1.13037
77	2.00067	1.15641
78	2.02632	1.1892
79	2.05197	1.19778
80	2.07762	1.20854
81	2.10327	1.2179
82	2.12892	1.20566
83	2.15457	1.1947
84	2.18022	1.1868
85	2.20587	1.15222
86	2.23152	1.12861
87	2.25717	1.09525
88	2.28282	1.06671
89	2.30847	1.04125
90	2.33412	1.00941
91	2.35977	0.983103
92	2.38542	0.970254
93	2.41107	0.946377
94	2.43672	0.93069
95	2.46237	0.925077
96	2.48802	0.904662
97	2.51366	0.90281
98	2.53931	0.893095
99	2.56496	0.887009

0	0.0256496	0
1	0.0512993	0
2	0.0769489	0
3	0.102599	0
4	0.128248	0
5	0.153898	0
6	0.179547	0
7	0.205197	0
8	0.230847	0
9	0.256496	0
10	0.282146	0
11	0.307796	0
12	0.333445	0
13	0.359095	0
14	0.384745	0
15	0.410394	0
16	0.436044	0
17	0.461694	0
18	0.487343	0
19	0.512993	0
20	0.538642	0
21	0.564292	0
22	0.589942	0
23	0.615591	0
24	0.641241	0
25	0.666891	0
26	0.69254	0
27	0.71819	0
28	0.74384	0
29	0.769489	0
30	0.795139	0
31	0.820788	0
32	0.846438	0
33	0.872088	0
34	0.897737	0.0017424
35	0.923387	0.0235584
36	0.949037	0.166402
37	0.974686	0.559447
38	1.00034	1.21923
39	1.02599	1.87589
40	1.05164	2.34143
41	1.07728	2.56359
42	1.10293	2.56137
43	1.12858	2.39555
44	1.15423	2.18933
45	1.17988	1.96348
46	1.20553	1.73773
47	1.23118	1.56524
48	1.25683	1.39653
49	1.28248	1.2426
50	1.30813	1.10614
51	1.33378	1.01614
52	1.35943	0.927152
53	1.38508	0.869706
54	1.41073	0.809051
55	1.43638	0.771052
56	1.46203	0.744787
57	1.48768	0.706215
58	1.51333	0.700012
59	1.53898	0.687626
60	1.56463	0.671629
61	1.59028	0.679908
62	1.61593	0.687011
63	1.64158	0.688784
64	1.66723	0.70859
65	1.69288	0.728795
66	1.71853	0.752953
67	1.74418	0.779719
68	1.76983	0.817791
69	1.79547	0.856359
70	1.82112	0.89404
71	1.84677	0.940673
72	1.87242	0.976457
73	1.89807	1.01927
74	1.92372	1.05864
75	1.94937	1.09126
76	1.97502	1.12405
77	2.00067	1.16188
78	2.02632	1.19566
79	2.05197	1.20391
80	2.07762	1.2141
81	2.10327	1.21469
82	2.12892	1.20235
83	2.15457	1.19054
84	2.18022	1.17113
85	2.20587	1.14586
86	2.23152	1.11656
87	2.25717	1.09509
88	2.28282	1.05922
89	2.30847	1.04208
90	2.33412	1.00556
91	2.35977	0.983162
92	2.38542	0.95994
93	2.41107	0.939466
94	2.43672	0.935023
95	2.46237	0.911319
96	2.48802	0.908143
97	2.51366	0.902121
98	2.53931	0.888161
99	2.56496	0.894898

0	0.0256496	0
1	0.0512993	0
2	0.0769489	0
3	0.102599	0
4	0.128248	0
5	0.153898	0
6	0.179547	0
7	0.205197	0
8	0.230847	0
9	0.256496	0
10	0.282146	0
11	0.307796	0
12	0.333445	0
13	0.359095	0
14	0.384745	0
15	0.410394	0
