BIN SIZE	0.0256496
BIN	DISTANCE	AVE_GOFR	ERROR
94	2.43672	0.93267	0.00209636
95	2.46237	0.918238	0.00213696
96	2.48802	0.908348	0.00195247
97	2.51366	0.89512	0.00150387
98	2.53931	0.885577	0.00145856
99	2.56496	0.886581	0.00177421

0	0.0256496	0	0
1	0.0512993	0	0
2	0.0769489	0	0
3	0.102599	0	0
4	0.128248	0	0
5	0.153898	0	0
6	0.179547	0	0
7	0.205197	0	0
8	0.230847	0	0
9	0.256496	0	0
10	0.282146	0	0
11	0.307796	0	0
12	0.333445	0	0
13	0.359095	0	0
14	0.384745	0	0
15	0.410394	0	0
16	0.436044	0	0
17	0.461694	0	0
18	0.487343	0	0
19	0.512993	0	0
20	0.538642	0	0
21	0.564292	0	0
22	0.589942	0	0
23	0.615591	0	0
24	0.641241	0	0
25	0.666891	0	0
26	0.69254	0	0
27	0.71819	0	0
28	0.74384	0	0
29	0.769489	0	0
30	0.795139	0	0
31	0.820788	0	0
32	0.846438	0	0
33	0.872088	4.86307e-06	4.61352e-06
34	0.897737	0.00117841	0.000117449
35	0.923387	0.0249009	0.000527266
36	0.949037	0.163031	0.00198203
37	0.974686	0.559327	0.00386509
38	1.00034	1.19467	0.00487424
39	1.02599	1.86325	0.00596607
40	1.05164	2.32796	0.00609766
41	1.07728	2.55152	0.00571448
42	1.10293	2.54258	0.00503151
43	1.12858	2.40362	0.00612883
44	1.15423	2.20081	0.00516596
45	1.17988	1.9735	0.00504021
46	1.20553	1.76161	0.00450478
47	1.23118	1.56618	0.0047528
48	1.25683	1.39849	0.00313214
49	1.28248	1.24634	0.00249894
50	1.30813	1.12433	0.00273495
51	1.33378	1.0267	0.00264958
52	1.35943	0.946185	0.00249965
53	1.38508	0.874418	0.00239976
54	1.41073	0.816396	0.00203258
55	1.43638	0.778094	0.00208459
56	1.46203	0.739786	0.00273899
57	1.48768	0.711643	0.00215345
58	1.51333	0.690976	0.00237028
59	1.53898	0.67883	0.0030628
60	1.56463	0.672482	0.00268536
61	1.59028	0.67212	0.00223764
62	1.61593	0.675869	0.00205687
63	1.64158	0.685499	0.0019669
64	1.66723	0.699973	0.00232127
65	1.69288	0.720046	0.00196721
66	1.71853	0.747339	0.00268395
67	1.74418	0.778629	0.0022001
68	1.76983	0.811891	0.00190794
69	1.79547	0.848464	0.00219354
70	1.82112	0.891833	0.00174931
71	1.84677	0.934107	0.0027931
72	1.87242	0.972546	0.00300432
73	1.89807	1.01686	0.0031311
74	1.92372	1.05578	0.00238955
75	1.94937	1.09384	0.00341772
76	1.97502	1.1297	0.00309887
77	2.00067	1.15905	0.00227782
78	2.02632	1.18265	0.00199148
79	2.05197	1.2018	0.0022743
80	2.07762	1.21509	0.00184022
81	2.10327	1.21605	0.00160004
82	2.12892	1.21209	0.00232765
83	2.15457	1.19682	0.0015768
84	2.18022	1.17695	0.00300191
85	2.20587	1.15203	0.00136382
86	2.23152	1.12709	0.00165699
87	2.25717	1.09869	0.00290265
88	2.28282	1.06774	0.00142171
89	2.30847	1.04096	0.00273242
90	2.33412	1.01509	0.002518
91	2.35977	0.990881	0.00305774
92	2.38542	0.97012	0.00238771
93	2.41107	0.950177	0.00238658
94	2.43672	0.933532	0.00205646
95	2.46237	0.919095	0.00208824
96	2.48802	0.909018	0.00186864
97	2.51366	0.895469	0.00139346
98	2.53931	0.886717	0.00170115
99	2.56496	0.887059	0.00165986

0	0.0256496	0	0
1	0.0512993	0	0
2	0.0769489	0	0
3	0.102599	0	0
4	0.128248	0	0
5	0.153898	0	0
6	0.179547	0	0
7	0.205197	0	0
8	0.230847	0	0
9	0.256496	0	0
10	0.282146	0	0
11	0.307796	0	0
12	0.333445	0	0
13	0.359095	0	0
14	0.384745	0	0
15	0.410394	0	0
16	0.436044	0	0
17	0.461694	0	0
18	0.487343	0	0
19	0.512993	0	0
20	0.538642	0	0
21	0.564292	0	0
22	0.589942	0	0
23	0.615591	0	0
24	0.641241	0	0
25	0.666891	0	0
26	0.69254	0	0
27	0.71819	0	0
28	0.74384	0	0
29	0.769489	0	0
30	0.795139	0	0
31	0.820788	0	0
32	0.846438	0	0
33	0.872088	4.42098e-06	4.21523e-06
34	0.897737	0.00114215	0.000112231
35	0.923387	0.0247867	0.000491538
36	0.949037	0.163155	0.00180573
37	0.974686	0.560985	0.0038532
38	1.00034	1.19681	0.00487777
39	1.02599	1.86613	0.00607584
40	1.05164	2.33181	0.00664733
41	1.07728	2.55376	0.005616
42	1.10293	2.54207	0.00460008
43	1.12858	2.40285	0.00561915
44	1.15423	2.20105	0.00470212
45	1.17988	1.97268	0.00464829
46	1.20553	1.76006	0.00435414
47	1.23118	1.56417	0.00472734
48	1.25683	1.39682	0.00326519
49	1.28248	1.24485	0.00267713
50	1.30813	1.12252	0.00302621
51	1.33378	1.02601	0.00249843
52	1.35943	0.943854	0.00317896
53	1.38508	0.873655	0.00229967
54	1.41073	0.8166	0.00185804
55	1.43638	0.777318	0.0020342
56	1.46203	0.739487	0.00250628
57	1.48768	0.711705	0.00195857
58	1.51333	0.690994	0.00215487
59	1.53898	0.678145	0.00285983
60	1.56463	0.672643	0.00244606
61	1.59028	0.672308	0.00204203
62	1.61593	0.676753	0.00205079
63	1.64158	0.686137	0.00188881
64	1.66723	0.702183	0.00298197
65	1.69288	0.722337	0.00282286
66	1.71853	0.748683	0.00275601
67	1.74418	0.779056	0.00204108
68	1.76983	0.811696	0.00174447
69	1.79547	0.84921	0.00211701
70	1.82112	0.892426	0.00168779
71	1.84677	0.933872	0.00254904
72	1.87242	0.97335	0.00283671
73	1.89807	1.01646	0.00287177
74	1.92372	1.05649	0.00227816
75	1.94937	1.09425	0.00313121
76	1.97502	1.12982	0.00281932
77	2.00067	1.16001	0.00226114
78	2.02632	1.18306	0.00185283
79	2.05197	1.20167	0.00207113
80	2.07762	1.21524	0.00167859
81	2.10327	1.21493	0.00180938
82	2.12892	1.21138	0.00221941
83	2.15457	1.19552	0.00189244
84	2.18022	1.17647	0.00276719
85	2.20587	1.151	0.00158185
86	2.23152	1.12579	0.00195113
87	2.25717	1.09864	0.00263912
88	2.28282	1.06732	0.00135416
89	2.30847	1.04028	0.00256716
90	2.33412	1.01456	0.00234369
91	2.35977	0.990142	0.0028677
92	2.38542	0.969583	0.00223034
93	2.41107	0.94987	0.00218925
94	2.43672	0.93319	0.00189779
95	2.46237	0.91895	0.00190346
96	2.48802	0.909415	0.0017405
97	2.51366	0.895838	0.00131469
98	2.53931	0.887135	0.00159695
99	2.56496	0.887487	0.00156316

0	0.0256496	0	0
1	0.0512993	0	0
2	0.0769489	0	0
3	0.102599	0	0
4	0.128248	0	0
5	0.153898	0	0
6	0.179547	0	0
7	0.205197	0	0
8	0.230847	0	0
9	0.256496	0	0
10	0.282146	0	0
11	0.307796	0	0
12	0.333445	0	0
13	0.359095	0	0
14	0.384745	0	0
15	0.410394	0	0
16	0.436044	0	0
17	0.461694	0	0
18	0.487343	0	0
19	0.512993	0	0
20	0.538642	0	0
21	0.564292	0	0
22	0.589942	0	0
23	0.615591	0	0
24	0.641241	0	0
25	0.666891	0	0
26	0.69254	0	0
27	0.71819	0	0
28	0.74384	0	0
29	0.769489	0	0
30	0.795139	0	0
31	0.820788	0	0
32	0.846438	0	0
33	0.872088	4.05256e-06	3.88003e-06
34	0.897737	0.00116924	0.000106099
35	0.923387	0.0246122	0.000480566
36	0.949037	0.163088	0.0016565
37	0.974686	0.561478	0.00356347
38	1.00034	1.19963	0.00521983
39	1.02599	1.86604	0.00557007
40	1.05164	2.33308	0.00621474
41	1.07728	2.55491	0.00526422
42	1.10293	2.54278	0.0042714
43	1.12858	2.40428	0.00532972
44	1.15423	2.19953	0.00455029
45	1.17988	1.97234	0.00427358
46	1.20553	1.75911	0.00409358
47	1.23118	1.56257	0.00459549
48	1.25683	1.39512	0.00340538
49	1.28248	1.24297	0.00304348
50	1.30813	1.12224	0.0027867
51	1.33378	1.02522	0.00241061
52	1.35943	0.944084	0.00292238
53	1.38508	0.873161	0.00216051
54	1.41073	0.816107	0.00176735
55	1.43638	0.777338	0.00186478
56	1.46203	0.738497	0.00248535
57	1.48768	0.711708	0.00179536
58	1.51333	0.690907	0.00197706
59	1.53898	0.678185	0.00262179
60	1.56463	0.67339	0.00235346
61	1.59028	0.672619	0.00189542
62	1.61593	0.676487	0.00189697
63	1.64158	0.687122	0.00197174
64	1.66723	0.702947	0.0028298
65	1.69288	0.723213	0.00272025
66	1.71853	0.749598	0.00267403
67	1.74418	0.779146	0.00187298
68	1.76983	0.812401	0.0017356
69	1.79547	0.850048	0.00210017
70	1.82112	0.893156	0.00169779
71	1.84677	0.934527	0.00241926
72	1.87242	0.973819	0.00263869
73	1.89807	1.01714	0.00271029
74	1.92372	1.05674	0.00210119
75	1.94937	1.09373	0.00291337
76	1.97502	1.12977	0.00258473
77	2.00067	1.15955	0.00211769
78	2.02632	1.18303	0.00169874
79	2.05197	1.20124	0.00194186
80	2.07762	1.21449	0.00169798
81	2.10327	1.21397	0.00189579
82	2.12892	1.20986	0.00250583
83	2.15457	1.19458	0.00195441
84	2.18022	1.17559	0.00267402
85	2.20587	1.15093	0.00145148
86	2.23152	1.12515	0.00189062
87	2.25717	1.09729	0.00274463
88	2.28282	1.06719	0.00124761
89	2.30847	1.04092	0.00243298
90	2.33412	1.01436	0.00215668
91	2.35977	0.990172	0.00262888
92	2.38542	0.968976	0.00212545
93	2.41107	0.950587	0.00212104
94	2.43672	0.933424	0.00175404
95	2.46237	0.919379	0.00179249
96	2.48802	0.909922	0.00166753
97	2.51366	0.896034	0.00121963
98	2.53931	0.887252	0.00146815
99	2.56496	0.887782	0.00146039

0	0.0256496	0	0
1	0.0512993	0	0
2	0.0769489	0	0
3	0.102599	0	0
4	0.128248	0	0
5	0.153898	0	0
6	0.179547	0	0
7	0.205197	0	0
8	0.230847	0	0
9	0.256496	0	0
10	0.282146	0	0
11	0.307796	0	0
12	0.333445	0	0
13	0.359095	0	0
14	0.384745	0	0
15	0.410394	0	0
16	0.436044	0	0
17	0.461694	0	0
18	0.487343	0	0
19	0.512993	0	0
20	0.538642	0	0
21	0.564292	0	0
22	0.589942	0	0
23	0.615591	0	0
24	0.641241	0	0
25	0.666891	0	0
26	0.69254	0	0
27	0.71819	0	0
28	0.74384	0	0
29	0.769489	0	0
30	0.795139	0	0
31	0.820788	0	0
32	0.846438	0	0
33	0.872088	3.74083e-06	3.59407e-06
34	0.897737	0.00114632	0.000100384
35	0.923387	0.0245411	0.000448823
36	0.949037	0.16384	0.00169154
37	0.974686	0.562376	0.00340052
38	1.00034	1.19968	0.00481862
39	1.02599	1.86434	0.00539697
40	1.05164	2.3325	0.00576426
41	1.07728	2.55419	0.00490755
42	1.10293	2.54364	0.00402756
43	1.12858	2.40495	0.00496067
44	1.15423	2.19956	0.00420036
45	1.17988	1.97193	0.00396485
46	1.20553	1.7587	0.00379854
47	1.23118	1.56229	0.0042503
48	1.25683	1.39483	0.00315572
49	1.28248	1.24255	0.00283805
50	1.30813	1.12161	0.0026418
51	1.33378	1.0251	0.00222794
52	1.35943	0.943372	0.00278283
53	1.38508	0.872887	0.0020115
54	1.41073	0.816893	0.00179765
55	1.43638	0.777358	0.00172144
56	1.46203	0.738577	0.00229546
57	1.48768	0.712198	0.00172295
58	1.51333	0.691103	0.00183468
59	1.53898	0.678145	0.00242042
60	1.56463	0.673253	0.00217639
61	1.59028	0.672232	0.00178873
62	1.61593	0.676387	0.00175373
63	1.64158	0.687181	0.00182092
64	1.66723	0.703041	0.00261368
65	1.69288	0.723418	0.00251874
66	1.71853	0.749989	0.00249676
67	1.74418	0.779241	0.0017313
68	1.76983	0.812729	0.00163277
69	1.79547	0.850818	0.00207487
70	1.82112	0.893142	0.00156724
71	1.84677	0.934097	0.00227102
72	1.87242	0.974141	0.00245537
73	1.89807	1.01641	0.00259833
74	1.92372	1.05602	0.00205894
75	1.94937	1.093	0.00277794
76	1.97502	1.1297	0.00238707
77	2.00067	1.16001	0.00200354
78	2.02632	1.18333	0.00159484
79	2.05197	1.20171	0.00184846
80	2.07762	1.21491	0.0016193
81	2.10327	1.21484	0.00194111
82	2.12892	1.21038	0.00236641
83	2.15457	1.19485	0.001822
84	2.18022	1.17603	0.00250358
85	2.20587	1.1511	0.00134903
86	2.23152	1.12547	0.00177229
87	2.25717	1.09744	0.00253763
88	2.28282	1.06693	0.00117728
89	2.30847	1.04078	0.00225001
90	2.33412	1.01387	0.00204603
91	2.35977	0.990162	0.00242668
92	2.38542	0.968455	0.00202478
93	2.41107	0.950485	0.00196036
94	2.43672	0.932616	0.00179574
95	2.46237	0.918843	0.00173281
96	2.48802	0.909269	0.00166221
97	2.51366	0.895625	0.00119238
98	2.53931	0.886934	0.00138927
99	2.56496	0.887839	0.00134917

0	0.0256496	0	0
1	0.0512993	0	0
2	0.0769489	0	0
3	0.102599	0	0
4	0.128248	0	0
5	0.153898	0	0
6	0.179547	0	0
7	0.205197	0	0
8	0.230847	0	0
9	0.256496	0	0
10	0.282146	0	0
11	0.307796	0	0
12	0.333445	0	0
13	0.359095	0	0
14	0.384745	0	0
15	0.410394	0	0
16	0.436044	0	0
17	0.461694	0	0
18	0.487343	0	0
19	0.512993	0	0
20	0.538642	0	0
21	0.564292	0	0
22	0.589942	0	0
23	0.615591	0	0
24	0.641241	0	0
25	0.666891	0	0
26	0.69254	0	0
27	0.71819	0	0
28	0.74384	0	0
29	0.769489	0	0
30	0.795139	0	0
31	0.820788	0	0
32	0.846438	0	0
33	0.872088	3.47362e-06	3.34727e-06
34	0.897737	0.00112666	9.51174e-05
35	0.923387	0.0243998	0.000438455
36	0.949037	0.163678	0.00157848
37	0.974686	0.561593	0.00324653
38	1.00034	1.19969	0.00447444
39	1.02599	1.86199	0.00549858
40	1.05164	2.33187	0.0053859
41	1.07728	2.55456	0.00457059
42	1.10293	2.54473	0.00388551
43	1.12858	2.40523	0.00461452
44	1.15423	2.2008	0.00407937
45	1.17988	1.97281	0.00377813
46	1.20553	1.75895	0.00353513
47	1.23118	1.56251	0.00395226
48	1.25683	1.39413	0.00300853
49	1.28248	1.24279	0.00264566
50	1.30813	1.12235	0.0025541
51	1.33378	1.02499	0.00207156
52	1.35943	0.943389	0.00258411
53	1.38508	0.873046	0.00187403
54	1.41073	0.817307	0.0017162
55	1.43638	0.777674	0.00162733
56	1.46203	0.739002	0.00217054
57	1.48768	0.71217	0.00160012
58	1.51333	0.691511	0.00174828
59	1.53898	0.678447	0.00226626
60	1.56463	0.673213	0.00202131
61	1.59028	0.671608	0.00176632
62	1.61593	0.675844	0.00171032
63	1.64158	0.686919	0.00170954
64	1.66723	0.702669	0.00245333
65	1.69288	0.722879	0.00239585
66	1.71853	0.749831	0.00232345
67	1.74418	0.778852	0.00165066
68	1.76983	0.812147	0.00161634
69	1.79547	0.850235	0.00200696
70	1.82112	0.893061	0.00145739
71	1.84677	0.934061	0.0021091
72	1.87242	0.973642	0.00233017
73	1.89807	1.01637	0.002413
74	1.92372	1.05629	0.00192987
75	1.94937	1.09289	0.00258182
76	1.97502	1.12896	0.00232568
77	2.00067	1.1594	0.00195135
78	2.02632	1.18329	0.00148149
79	2.05197	1.20191	0.00172647
80	2.07762	1.21521	0.00153059
81	2.10327	1.21489	0.00180305
82	2.12892	1.21047	0.00219907
83	2.15457	1.19619	0.0021317
84	2.18022	1.17674	0.00242493
85	2.20587	1.1514	0.00128695
86	2.23152	1.12644	0.00189337
87	2.25717	1.09821	0.00246947
88	2.28282	1.06777	0.00135696
89	2.30847	1.04088	0.00209179
90	2.33412	1.01383	0.0019004
91	2.35977	0.990523	0.00228011
92	2.38542	0.968566	0.00188318
93	2.41107	0.950304	0.00182867
94	2.43672	0.932358	0.00168592
95	2.46237	0.918646	0.00162022
96	2.48802	0.908794	0.00160996
97	2.51366	0.895519	0.00111195
98	2.53931	0.886798	0.00129665
99	2.56496	0.88735	0.00133859

0	0.0256496	0	0
1	0.0512993	0	0
2	0.0769489	0	0
3	0.102599	0	0
4	0.128248	0	0
5	0.153898	0	0
6	0.179547	0	0
7	0.205197	0	0
8	0.230847	0	0
9	0.256496	0	0
10	0.282146	0	0
11	0.307796	0	0
12	0.333445	0	0
13	0.359095	0	0
14	0.384745	0	0
15	0.410394	0	0
16	0.436044	0	0
17	0.461694	0	0
18	0.487343	0	0
19	0.512993	0	0
20	0.538642	0	0
21	0.564292	0	0
22	0.589942	0	0
23	0.615591	0	0
24	0.641241	0	0
25	0.666891	0	0
26	0.69254	0	0
27	0.71819	0	0
28	0.74384	0	0
29	0.769489	0	0
30	0.795139	0	0
31	0.820788	0	0
32	0.846438	0	0
33	0.872088	3.24205e-06	3.13212e-06
34	0.897737	0.00110352	9.15488e-05
35	0.923387	0.0243119	0.000417932
36	0.949037	0.163461	0.00148811
37	0.974686	0.561796	0.00303648
38	1.00034	1.20142	0.00449894
39	1.02599	1.86296	0.00521784
40	1.05164	2.33303	0.00514901
41	1.07728	2.55408	0.00429078
42	1.10293	2.54421	0.00366201
43	1.12858	2.40467	0.00434056
44	1.15423	2.20015	0.00385775
45	1.17988	1.97185	0.0036443
46	1.20553	1.75786	0.00346387
47	1.23118	1.5613	0.00386855
48	1.25683	1.39277	0.00309829
49	1.28248	1.24283	0.00246947
50	1.30813	1.12265	0.00240105
51	1.33378	1.0249	0.00193555
52	1.35943	0.943404	0.00241188
53	1.38508	0.873485	0.00179993
54	1.41073	0.817806	0.00167289
55	1.43638	0.777989	0.00154895
56	1.46203	0.739552	0.00209431
57	1.48768	0.712601	0.00155059
58	1.51333	0.692182	0.00175576
59	1.53898	0.678642	0.00212352
60	1.56463	0.673083	0.00189076
61	1.59028	0.671956	0.00168259
62	1.61593	0.676154	0.00162422
63	1.64158	0.687298	0.001637
64	1.66723	0.703155	0.00233735
65	1.69288	0.723261	0.00226632
66	1.71853	0.749655	0.00217515
67	1.74418	0.779488	0.00165861
68	1.76983	0.812606	0.00157226
69	1.79547	0.850671	0.00191997
70	1.82112	0.893325	0.00138387
71	1.84677	0.934183	0.00197206
72	1.87242	0.974137	0.00222664
73	1.89807	1.01634	0.00225237
74	1.92372	1.05597	0.00182735
75	1.94937	1.09298	0.00241146
76	1.97502	1.12877	0.00217909
77	2.00067	1.15903	0.00185637
78	2.02632	1.18307	0.00139822
79	2.05197	1.20103	0.00181902
80	2.07762	1.21474	0.00149716
81	2.10327	1.21459	0.00170668
82	2.12892	1.20968	0.00218982
83	2.15457	1.19583	0.00202065
84	2.18022	1.17593	0.00239523
85	2.20587	1.15036	0.00156888
86	2.23152	1.12516	0.00216045
87	2.25717	1.09806	0.0023094
88	2.28282	1.06775	0.00126659
89	2.30847	1.04059	0.00197274
90	2.33412	1.01405	0.00178689
91	2.35977	0.99079	0.00214365
92	2.38542	0.968674	0.00176072
93	2.41107	0.950694	0.00174786
94	2.43672	0.932881	0.00165283
95	2.46237	0.919637	0.00178975
96	2.48802	0.909783	0.00178087
97	2.51366	0.896352	0.00131366
98	2.53931	0.887217	0.00127624
99	2.56496	0.887985	0.00139207

0	0.0256496	0	0
1	0.0512993	0	0
2	0.0769489	0	0
3	0.102599	0	0
4	0.128248	0	0
5	0.153898	0	0
6	0.179547	0	0
7	0.205197	0	0
8	0.230847	0	0
9	0.256496	0	0
10	0.282146	0	0
11	0.307796	0	0
12	0.333445	0	0
13	0.359095	0	0
14	0.384745	0	0
15	0.410394	0	0
16	0.436044	0	0
17	0.461694	0	0
18	0.487343	0	0
19	0.512993	0	0
20	0.538642	0	0
21	0.564292	0	0
22	0.589942	0	0
23	0.615591	0	0
24	0.641241	0	0
25	0.666891	0	0
26	0.69254	0	0
27	0.71819	0	0
28	0.74384	0	0
29	0.769489	0	0
30	0.795139	0	0
31	0.820788	0	0
32	0.846438	0	0
33	0.872088	3.03942e-06	2.94291e-06
34	0.897737	0.00111766	8.69118e-05
35	0.923387	0.0243406	0.000392795
36	0.949037	0.163834	0.00144116
37	0.974686	0.561853	0.00284723
38	1.00034	1.20126	0.00422084
39	1.02599	1.8639	0.00497587
40	1.05164	2.33234	0.00487255
41	1.07728	2.55446	0.00403923
42	1.10293	2.54531	0.00359643
43	1.12858	2.40474	0.00406973
44	1.15423	2.19994	0.00362232
45	1.17988	1.97251	0.00347511
46	1.20553	1.75717	0.00331447
47	1.23118	1.56119	0.00362853
48	1.25683	1.39243	0.00292347
49	1.28248	1.24273	0.00231684
50	1.30813	1.12273	0.00225221
51	1.33378	1.02566	0.00195934
52	1.35943	0.9429	0.00231307
53	1.38508	0.87303	0.00174412
54	1.41073	0.817647	0.00157587
55	1.43638	0.777402	0.00155917
56	1.46203	0.739378	0.00197063
57	1.48768	0.712548	0.0014546
58	1.51333	0.692336	0.00165281
59	1.53898	0.67819	0.00203816
60	1.56463	0.672842	0.00178786
61	1.59028	0.671964	0.00157744
62	1.61593	0.676436	0.001547
63	1.64158	0.687226	0.00153627
64	1.66723	0.703382	0.0022023
65	1.69288	0.723476	0.00213489
66	1.71853	0.749838	0.00204688
67	1.74418	0.779973	0.00162441
68	1.76983	0.813055	0.001537
69	1.79547	0.8511	0.00184727
70	1.82112	0.89351	0.00130974
71	1.84677	0.934395	0.00186017
72	1.87242	0.974132	0.00208748
73	1.89807	1.01642	0.002113
74	1.92372	1.05598	0.00171315
75	1.94937	1.09294	0.00226116
76	1.97502	1.12814	0.00213158
77	2.00067	1.15914	0.00174361
78	2.02632	1.18314	0.00131224
79	2.05197	1.20082	0.00171811
80	2.07762	1.21445	0.0014321
81	2.10327	1.21388	0.00174179
82	2.12892	1.20939	0.002072
83	2.15457	1.19548	0.00192336
84	2.18022	1.1762	0.00226066
85	2.20587	1.15029	0.00147249
86	2.23152	1.12503	0.00202891
87	2.25717	1.09756	0.00221783
88	2.28282	1.06772	0.00118769
89	2.30847	1.04016	0.00189628
90	2.33412	1.01404	0.00167524
91	2.35977	0.990353	0.00205362
92	2.38542	0.968473	0.00166211
93	2.41107	0.950912	0.00165215
94	2.43672	0.932985	0.00155278
95	2.46237	0.919981	0.00171073
96	2.48802	0.910093	0.0016964
97	2.51366	0.89661	0.0012567
98	2.53931	0.887517	0.00123119
99	2.56496	0.888275	0.00133488

0	0.0256496	0	0
1	0.0512993	0	0
2	0.0769489	0	0
3	0.102599	0	0
4	0.128248	0	0
5	0.153898	0	0
6	0.179547	0	0
7	0.205197	0	0
8	0.230847	0	0
9	0.256496	0	0
10	0.282146	0	0
11	0.307796	0	0
12	0.333445	0	0
13	0.359095	0	0
14	0.384745	0	0
15	0.410394	0	0
16	0.436044	0	0
17	0.461694	0	0
18	0.487343	0	0
19	0.512993	0	0
20	0.538642	0	0
21	0.564292	0	0
22	0.589942	0	0
23	0.615591	0	0
24	0.641241	0	0
25	0.666891	0	0
26	0.69254	0	0
27	0.71819	0	0
28	0.74384	0	0
29	0.769489	0	0
30	0.795139	0	0
31	0.820788	0	0
32	0.846438	0	0
33	0.872088	2.86063e-06	2.77522e-06
34	0.897737	0.00113822	8.41976e-05
35	0.923387	0.0243608	0.00037021
36	0.949037	0.164349	0.00144546
37	0.974686	0.563833	0.00329671
38	1.00034	1.20288	0.0042746
39	1.02599	1.86277	0.0048108
40	1.05164	2.33252	0.00458906
41	1.07728	2.55407	0.00382002
42	1.10293	2.54395	0.00363326
43	1.12858	2.40406	0.00388604
44	1.15423	2.19883	0.0035759
45	1.17988	1.97218	0.00328644
46	1.20553	1.75607	0.00329904
47	1.23118	1.56027	0.00352801
48	1.25683	1.39059	0.00327621
49	1.28248	1.24394	0.00247563
50	1.30813	1.12312	0.00215432
51	1.33378	1.02589	0.00185759
52	1.35943	0.943492	0.00225133
53	1.38508	0.8738	0.0018036
54	1.41073	0.817855	0.0014968
55	1.43638	0.777645	0.00148619
56	1.46203	0.739682	0.00187803
57	1.48768	0.712696	0.00137654
58	1.51333	0.693199	0.00176632
59	1.53898	0.677934	0.00193435
60	1.56463	0.673178	0.00171408
61	1.59028	0.671903	0.00148581
62	1.61593	0.676244	0.00146793
63	1.64158	0.687212	0.00144596
64	1.66723	0.703498	0.00207579
65	1.69288	0.72362	0.00201414
66	1.71853	0.749548	0.00194693
67	1.74418	0.779973	0.00152885
68	1.76983	0.813375	0.00147945
69	1.79547	0.85126	0.00174556
70	1.82112	0.893768	0.00125783
71	1.84677	0.934355	0.00175119
72	1.87242	0.974372	0.00197851
73	1.89807	1.01643	0.00198875
74	1.92372	1.05598	0.00161238
75	1.94937	1.09322	0.00214494
76	1.97502	1.12801	0.00201014
77	2.00067	1.15876	0.00168187
78	2.02632	1.18274	0.00129411
79	2.05197	1.20102	0.00162853
80	2.07762	1.21389	0.00145263
81	2.10327	1.2133	0.00173486
82	2.12892	1.20892	0.00200116
83	2.15457	1.19562	0.00181536
84	2.18022	1.17593	0.00214386
85	2.20587	1.15059	0.00141767
86	2.23152	1.12548	0.00195735
87	2.25717	1.09789	0.00211122
88	2.28282	1.06753	0.00113332
89	2.30847	1.04083	0.00189862
90	2.33412	1.01397	0.00157834
91	2.35977	0.990524	0.00193992
92	2.38542	0.968318	0.00157147
93	2.41107	0.951037	0.00155972
94	2.43672	0.933145	0.0014696
95	2.46237	0.920278	0.00163561
96	2.48802	0.910286	0.00160753
97	2.51366	0.896561	0.00118375
98	2.53931	0.887539	0.00115896
99	2.56496	0.888065	0.00127272

0	0.0256496	0	0
1	0.0512993	0	0
2	0.0769489	0	0
3	0.102599	0	0
4	0.128248	0	0
5	0.153898	0	0
6	0.179547	0	0
7	0.205197	0	0
8	0.230847	0	0
9	0.256496	0	0
10	0.282146	0	0
11	0.307796	0	0
12	0.333445	0	0
13	0.359095	0	0
14	0.384745	0	0
15	0.410394	0	0
16	0.436044	0	0
17	0.461694	0	0
18	0.487343	0	0
19	0.512993	0	0
20	0.538642	0	0
21	0.564292	0	0
22	0.589942	0	0
23	0.615591	0	0
24	0.641241	0	0
25	0.666891	0	0
26	0.69254	0	0
27	0.71819	0	0
28	0.74384	0	0
29	0.769489	0	0
30	0.795139	0	0
31	0.820788	0	0
32	0.846438	0	0
33	0.872088	2.70171e-06	2.62559e-06
34	0.897737	0.00112594	8.04115e-05
35	0.923387	0.0244342	0.000356827
36	0.949037	0.16442	0.00136689
37	0.974686	0.563492	0.00313111
38	1.00034	1.20026	0.00477536
39	1.02599	1.86042	0.00508668
40	1.05164	2.33227	0.00434079
41	1.07728	2.55312	0.00372372
42	1.10293	2.54397	0.00343147
43	1.12858	2.40595	0.00410383
44	1.15423	2.20011	0.00359771
45	1.17988	1.97266	0.00313876
46	1.20553	1.75677	0.00319015
47	1.23118	1.56179	0.00364225
48	1.25683	1.39191	0.00334616
49	1.28248	1.24522	0.00264927
50	1.30813	1.12552	0.00309051
51	1.33378	1.02596	0.00175551
52	1.35943	0.943642	0.00213128
53	1.38508	0.874942	0.0020332
54	1.41073	0.818239	0.001462
55	1.43638	0.777137	0.00148791
56	1.46203	0.739117	0.00185689
57	1.48768	0.711727	0.00160529
58	1.51333	0.692111	0.00197496
59	1.53898	0.67742	0.00189398
60	1.56463	0.672058	0.00195113
61	1.59028	0.670832	0.00174727
62	1.61593	0.675295	0.00166505
63	1.64158	0.686039	0.00177888
64	1.66723	0.702533	0.00217318
65	1.69288	0.723001	0.00199497
66	1.71853	0.749091	0.00189158
67	1.74418	0.779717	0.00146525
68	1.76983	0.813095	0.00142351
69	1.79547	0.851316	0.00164946
70	1.82112	0.893816	0.00118887
71	1.84677	0.934779	0.0017043
72	1.87242	0.975312	0.00207976
73	1.89807	1.01709	0.00198591
74	1.92372	1.05642	0.00158202
75	1.94937	1.09367	0.00207237
76	1.97502	1.12877	0.00203825
77	2.00067	1.15871	0.00158915
78	2.02632	1.18336	0.00136315
