Step	Energy
1664	-5.26227
1665	-5.42648
1666	-5.36713
1667	-5.39424
1668	-5.30494
1669	-5.38332
1670	-5.42325
1671	-5.3159
1672	-5.39717
1673	-5.36949
1674	-5.42973
1675	-5.4487
1676	-5.5056
1677	-5.4632
1678	-5.40079
1679	-5.42488
1680	-5.36926
1681	-5.38594
1682	-5.48396
1683	-5.54974
1684	-5.52098
1685	-5.54807
1686	-5.53496
1687	-5.59631
1688	-5.6287
1689	-5.56201
1690	-5.53976
1691	-5.55554
1692	-5.56005
1693	-5.53953
1694	-5.64245
1695	-5.60798
1696	-5.60139
1697	-5.59685
1698	-5.60494
1699	-5.667
1700	-5.66115
1701	-5.59109
1702	-5.57115
1703	-5.60401
1704	-5.6769
1705	-5.60206
1706	-5.4907
1707	-5.45212
1708	-5.42224
1709	-5.44333
1710	-5.31409
1711	-5.44149
1712	-5.44715
1713	-5.45252
1714	-5.43522
1715	-5.47242
1716	-5.41975
1717	-5.37519
1718	-5.27703
1719	-5.36432
1720	-5.33911
1721	-5.30241
1722	-5.31922
1723	-5.40433
1724	-5.38251
1725	-5.44881
1726	-5.37037
1727	-5.36109
1728	-5.29417
1729	-5.34434
1730	-5.29386
1731	-5.43246
1732	-5.41556
1733	-5.41982
1734	-5.4235
1735	-5.45744
1736	-5.39599
1737	-5.3388
1738	-5.43689
1739	-5.4497
1740	-5.4356
1741	-5.4401
1742	-5.44479
1743	-5.39841
1744	-5.34743
1745	-5.3958
1746	-5.41051
1747	-5.31435
1748	-5.36952
1749	-5.37557
1750	-5.48116
1751	-5.37985
1752	-5.42674
1753	-5.38414
1754	-5.40968
1755	-5.47484
1756	-5.48202
1757	-5.49187
1758	-5.52043
1759	-5.44007
1760	-5.47882
1761	-5.50206
1762	-5.46391
1763	-5.42983
1764	-5.51371
1765	-5.54371
1766	-5.50566
1767	-5.56089
1768	-5.5444
1769	-5.67958
1770	-5.58783
1771	-5.46285
1772	-5.43592
1773	-5.50375
1774	-5.4786
1775	-5.39248
1776	-5.4024
1777	-5.39508
1778	-5.41101
1779	-5.38427
1780	-5.38987
1781	-5.41742
1782	-5.41762
1783	-5.44274
1784	-5.39663
1785	-5.40991
1786	-5.3893
1787	-5.35297
1788	-5.30618
1789	-5.33336
1790	-5.24186
1791	-5.35742
1792	-5.42829
1793	-5.35229
1794	-5.38701
1795	-5.36245
1796	-5.33217
1797	-5.50815
1798	-5.51285
1799	-5.5255
1800	-5.50056
1801	-5.49375
1802	-5.48939
1803	-5.46285
1804	-5.43693
1805	-5.49572
1806	-5.49352
1807	-5.40909
1808	-5.36584
1809	-5.29843
1810	-5.31839
1811	-5.29865
1812	-5.36635
1813	-5.36031
1814	-5.36574
1815	-5.322
1816	-5.41249
1817	-5.45081
1818	-5.55334
1819	-5.55545
1820	-5.50465
1821	-5.43263
1822	-5.32586
1823	-5.37893
1824	-5.40104
1825	-5.3866
1826	-5.38171
1827	-5.44786
1828	-5.45923
1829	-5.36887
1830	-5.42188
1831	-5.38633
1832	-5.48216
1833	-5.55486
1834	-5.55222
1835	-5.41873
1836	-5.47624
1837	-5.5356
1838	-5.56809
1839	-5.5867
1840	-5.52598
1841	-5.56495
1842	-5.45411
1843	-5.43704
1844	-5.52063
1845	-5.50287
1846	-5.51924
1847	-5.46372
1848	-5.47774
1849	-5.45791
1850	-5.42535
1851	-5.43385
1852	-5.35896
1853	-5.35859
1854	-5.36664
1855	-5.34554
1856	-5.31237
1857	-5.26294
1858	-5.3893
1859	-5.4938
1860	-5.42295
1861	-5.43613
1862	-5.39492
1863	-5.36612
1864	-5.4266
1865	-5.40297
1866	-5.44341
1867	-5.49171
1868	-5.4498
1869	-5.39269
1870	-5.38234
1871	-5.38924
1872	-5.35298
1873	-5.40904
1874	-5.37096
1875	-5.42102
1876	-5.38439
1877	-5.43776
1878	-5.40343
1879	-5.29394
1880	-5.36262
1881	-5.46781
1882	-5.44707
1883	-5.42432
1884	-5.32378
1885	-5.37453
1886	-5.39673
1887	-5.4403
1888	-5.47352
1889	-5.45445
1890	-5.42284
1891	-5.47661
1892	-5.45655
1893	-5.43276
1894	-5.50307
1895	-5.48326
1896	-5.4155
1897	-5.39174
1898	-5.32251
1899	-5.38521
1900	-5.43449
1901	-5.51464
1902	-5.49067
1903	-5.42292
1904	-5.3993
1905	-5.38824
1906	-5.46769
1907	-5.40871
1908	-5.38609
1909	-5.38723
1910	-5.42161
1911	-5.47197
1912	-5.44187
1913	-5.53544
1914	-5.5525
1915	-5.55501
1916	-5.58595
1917	-5.54229
1918	-5.48116
1919	-5.46655
1920	-5.50078
1921	-5.48724
1922	-5.46951
1923	-5.43647
1924	-5.39593
1925	-5.43306
1926	-5.42407
1927	-5.38662
1928	-5.35499
1929	-5.42815
1930	-5.47098
1931	-5.46305
1932	-5.49597
1933	-5.49446
1934	-5.58158
1935	-5.43587
1936	-5.49686
1937	-5.39666
1938	-5.35153
1939	-5.38024
1940	-5.51146
1941	-5.58186
1942	-5.45434
1943	-5.46896
1944	-5.46157
1945	-5.49315
1946	-5.58113
1947	-5.60065
1948	-5.56614
1949	-5.58958
1950	-5.50258
1951	-5.53584
1952	-5.47304
1953	-5.54175
1954	-5.55296
1955	-5.50337
1956	-5.49083
1957	-5.52746
1958	-5.61533
1959	-5.60115
1960	-5.59472
1961	-5.53636
1962	-5.48605
1963	-5.47251
1964	-5.4289
1965	-5.46425
1966	-5.53748
1967	-5.53261
1968	-5.49923
1969	-5.5325
1970	-5.39741
1971	-5.44145
1972	-5.4768
1973	-5.51542
1974	-5.4646
1975	-5.51717
1976	-5.4129
1977	-5.47884
1978	-5.49958
1979	-5.4935
1980	-5.56357
1981	-5.61691
1982	-5.53188
1983	-5.46561
1984	-5.44022
1985	-5.4649
1986	-5.35927
1987	-5.31524
1988	-5.37689
1989	-5.41557
1990	-5.37038
1991	-5.47141
1992	-5.4054
1993	-5.44829
1994	-5.52703
1995	-5.56514
1996	-5.5107
1997	-5.46729
1998	-5.46889
1999	-5.41777
2000	-5.49892
2001	-5.39989
2002	-5.40492
2003	-5.4029
2004	-5.39583
2005	-5.36885
2006	-5.32971
2007	-5.36984
2008	-5.41839
2009	-5.35024
2010	-5.40103
2011	-5.40831
2012	-5.39074
2013	-5.29042
2014	-5.44717
2015	-5.47901
2016	-5.48646
2017	-5.52273
2018	-5.50568
2019	-5.56075
2020	-5.52901
2021	-5.41274
2022	-5.42136
2023	-5.36984
2024	-5.34677
2025	-5.2989
2026	-5.20966
2027	-5.2323
2028	-5.30274
2029	-5.22972
2030	-5.16507
2031	-5.16365
2032	-5.11058
2033	-5.18346
2034	-5.23762
2035	-5.31226
2036	-5.34726
2037	-5.22678
2038	-5.33974
2039	-5.29485
2040	-5.3948
2041	-5.49879
2042	-5.40223
2043	-5.4238
2044	-5.32161
2045	-5.32881
2046	-5.36886
2047	-5.37701
2048	-5.53855
2049	-5.50682
2050	-5.47409
2051	-5.50759
2052	-5.49765
2053	-5.4222
2054	-5.53943
2055	-5.56759
2056	-5.65835
2057	-5.71226
2058	-5.6187
2059	-5.56053
2060	-5.5893
2061	-5.50093
2062	-5.49712
2063	-5.46784
2064	-5.46551
2065	-5.49108
2066	-5.39205
2067	-5.36554
2068	-5.35249
2069	-5.44847
2070	-5.40168
2071	-5.47246
2072	-5.50927
2073	-5.48254
2074	-5.40135
2075	-5.41789
2076	-5.42173
2077	-5.43576
2078	-5.42541
2079	-5.41512
2080	-5.35371
2081	-5.27529
2082	-5.28413
2083	-5.26397
2084	-5.44051
2085	-5.46875
2086	-5.4813
2087	-5.32508
2088	-5.31006
2089	-5.38469
2090	-5.40361
2091	-5.39201
2092	-5.38494
2093	-5.5155
2094	-5.56408
2095	-5.57155
2096	-5.60032
2097	-5.59256
2098	-5.59512
2099	-5.61316
2100	-5.60461
2101	-5.53331
2102	-5.48628
2103	-5.4198
2104	-5.48746
2105	-5.49597
2106	-5.37416
2107	-5.47606
2108	-5.46333
2109	-5.55802
2110	-5.55285
2111	-5.51984
2112	-5.53011
2113	-5.52057
2114	-5.58419
2115	-5.52124
2116	-5.56045
2117	-5.5904
2118	-5.52606
2119	-5.55173
2120	-5.5112
2121	-5.52771
2122	-5.46298
2123	-5.57909
2124	-5.55834
2125	-5.58255
2126	-5.55279
2127	-5.51402
2128	-5.49877
2129	-5.52399
2130	-5.51748
2131	-5.48996
2132	-5.51075
2133	-5.42159
2134	-5.53307
2135	-5.56329
2136	-5.50988
2137	-5.46945
2138	-5.50143
2139	-5.51224
2140	-5.53265
2141	-5.55071
2142	-5.48411
2143	-5.48596
2144	-5.42783
2145	-5.47613
2146	-5.52708
2147	-5.50767
2148	-5.47035
2149	-5.43301
2150	-5.45495
2151	-5.44703
2152	-5.5401
2153	-5.53286
2154	-5.55261
2155	-5.51856
2156	-5.4994
2157	-5.50939
2158	-5.51851
2159	-5.47446
2160	-5.52761
2161	-5.63
2162	-5.58272
2163	-5.55711
2164	-5.50524
2165	-5.53241
2166	-5.56425
2167	-5.52314
2168	-5.50983
2169	-5.46883
2170	-5.55467
2171	-5.60814
2172	-5.50972
2173	-5.59047
2174	-5.5866
2175	-5.4958
2176	-5.4674
2177	-5.51762
2178	-5.55816
2179	-5.46268
2180	-5.51126
2181	-5.46466
2182	-5.524
2183	-5.52109
2184	-5.45488
2185	-5.43387
2186	-5.49482
2187	-5.45543
2188	-5.52325
2189	-5.52596
2190	-5.47164
2191	-5.40988
2192	-5.49771
2193	-5.60701
2194	-5.68275
2195	-5.65204
2196	-5.61734
2197	-5.56354
2198	-5.57212
2199	-5.61362
2200	-5.55181
2201	-5.63055
2202	-5.56884
2203	-5.59911
2204	-5.63716
2205	-5.57115
2206	-5.53105
2207	-5.55789
2208	-5.50198
2209	-5.50829
2210	-5.53094
2211	-5.57487
2212	-5.51209
2213	-5.53849
2214	-5.46234
2215	-5.49971
2216	-5.52126
2217	-5.53593
2218	-5.49592
2219	-5.54791
2220	-5.44723
2221	-5.44797
2222	-5.42512
2223	-5.36321
2224	-5.46258
2225	-5.39258
2226	-5.43669
2227	-5.5385
2228	-5.43156
2229	-5.28842
2230	-5.17955
2231	-5.15633
2232	-5.27949
2233	-5.27797
2234	-5.21769
2235	-5.2214
2236	-5.2857
2237	-5.18977
2238	-5.19639
2239	-5.21772
2240	-5.24393
2241	-5.27218
2242	-5.34137
2243	-5.35319
2244	-5.3069
2245	-5.34434
2246	-5.51817
2247	-5.57003
2248	-5.51346
2249	-5.47527
2250	-5.47603
2251	-5.49431
2252	-5.54382
2253	-5.54068
2254	-5.51587
2255	-5.44541
2256	-5.43611
2257	-5.29284
2258	-5.36962
2259	-5.36424
2260	-5.37483
2261	-5.40023
2262	-5.39713
2263	-5.3587
2264	-5.29092
2265	-5.22382
2266	-5.23233
2267	-5.18091
2268	-5.27187
2269	-5.30274
2270	-5.40112
2271	-5.35147
2272	-5.3579
2273	-5.37349
2274	-5.40588
2275	-5.5062
2276	-5.48435
2277	-5.4648
2278	-5.49142
2279	-5.55323
2280	-5.49262
2281	-5.55075
2282	-5.54472
2283	-5.47725
2284	-5.56608
2285	-5.56522
2286	-5.57159
2287	-5.53771
2288	-5.47244
2289	-5.42034
2290	-5.50373
2291	-5.46536
2292	-5.47363
2293	-5.41883
2294	-5.42303
2295	-5.39038
2296	-5.41624
2297	-5.49851
2298	-5.47342
2299	-5.47061
2300	-5.387
2301	-5.39796
2302	-5.48622
2303	-5.50673
2304	-5.64496
2305	-5.62744
2306	-5.6263
2307	-5.59469
2308	-5.48631
2309	-5.64723
2310	-5.6711
2311	-5.66694
2312	-5.57383
2313	-5.63202
2314	-5.56151
2315	-5.49808
2316	-5.52116
2317	-5.52882
2318	-5.45681
2319	-5.41272
2320	-5.47724
2321	-5.50056
2322	-5.39435
2323	-5.44934
2324	-5.48882
2325	-5.50359
2326	-5.54509
2327	-5.5396
2328	-5.50421
2329	-5.54124
2330	-5.42638
2331	-5.32712
2332	-5.35469
2333	-5.3257
2334	-5.39755
2335	-5.38081
2336	-5.37026
2337	-5.35734
2338	-5.38493
2339	-5.45017
2340	-5.41582
2341	-5.43209
2342	-5.47112
2343	-5.48028
2344	-5.52088
2345	-5.49554
2346	-5.51023
2347	-5.39929
2348	-5.47403
2349	-5.51506
2350	-5.49876
2351	-5.53507
2352	-5.47082
2353	-5.54654
2354	-5.57179
2355	-5.56525
2356	-5.57164
2357	-5.55314
2358	-5.49883
2359	-5.49718
2360	-5.56742
2361	-5.56793
2362	-5.48549
2363	-5.51969
2364	-5.46637
2365	-5.52671
2366	-5.42554
2367	-5.43899
2368	-5.42363
2369	-5.4281
2370	-5.3488
2371	-5.32353
2372	-5.3217
2373	-5.40032
2374	-5.43242
2375	-5.50938
2376	-5.58254
2377	-5.49612
2378	-5.56431
2379	-5.55732
2380	-5.6448
2381	-5.58284
2382	-5.54581
2383	-5.60821
2384	-5.64974
2385	-5.60492
2386	-5.57628
2387	-5.5594
2388	-5.4728
2389	-5.54324
2390	-5.51767
2391	-5.54756
2392	-5.60399
2393	-5.60253
2394	-5.58493
2395	-5.55855
2396	-5.61655
2397	-5.65188
2398	-5.56754
2399	-5.43336
2400	-5.47666
2401	-5.52348
2402	-5.5803
2403	-5.51868
2404	-5.53271
2405	-5.48262
2406	-5.41411
2407	-5.4181
2408	-5.45162
2409	-5.26793
2410	-5.36521
2411	-5.36582
2412	-5.39011
2413	-5.38672
2414	-5.43954
2415	-5.50639
2416	-5.44474
2417	-5.50577
2418	-5.52171
2419	-5.57371
2420	-5.65475
2421	-5.61929
2422	-5.64079
2423	-5.67781
2424	-5.5927
2425	-5.48923
2426	-5.50985
2427	-5.48893
2428	-5.46387
2429	-5.42932
2430	-5.35365
2431	-5.34695
2432	-5.36069
2433	-5.37618
2434	-5.36402
2435	-5.39627
2436	-5.44908
2437	-5.44736
2438	-5.39597
2439	-5.49227
2440	-5.46736
2441	-5.46601
2442	-5.52876
2443	-5.5754
2444	-5.5217
2445	-5.49162
2446	-5.52954
2447	-5.41804
2448	-5.50079
2449	-5.5174
2450	-5.54067
2451	-5.59947
2452	-5.57595
2453	-5.58909
2454	-5.63919
2455	-5.59156
2456	-5.56541
2457	-5.62932
2458	-5.62896
2459	-5.49653
2460	-5.50429
2461	-5.48316
2462	-5.53421
2463	-5.47413
2464	-5.41817
2465	-5.50841
2466	-5.56923
2467	-5.51605
2468	-5.52018
2469	-5.56786
2470	-5.50734
2471	-5.51588
2472	-5.48184
2473	-5.51125
2474	-5.4664
2475	-5.39514
2476	-5.37777
2477	-5.39306
2478	-5.38952
2479	-5.39214
2480	-5.28447
2481	-5.43285
2482	-5.35179
2483	-5.41281
2484	-5.42824
2485	-5.56574
2486	-5.53246
2487	-5.60076
2488	-5.59779
2489	-5.47542
2490	-5.52526
2491	-5.4677
2492	-5.51992
2493	-5.53615
2494	-5.62119
2495	-5.71911
2496	-5.71939
2497	-5.69605
2498	-5.59024
2499	-5.59286
2500	-5.52346
2501	-5.53368
2502	-5.55377
2503	-5.51819
2504	-5.43249
2505	-5.40722
2506	-5.45358
2507	-5.41137
2508	-5.44007
2509	-5.5791
2510	-5.54284
2511	-5.58452
2512	-5.50288
2513	-5.48206
2514	-5.58934
2515	-5.57777
2516	-5.58697
2517	-5.60471
2518	-5.58842
2519	-5.59567
2520	-5.57719
2521	-5.66066
2522	-5.59018
2523	-5.56682
2524	-5.43258
2525	-5.39902
2526	-5.45414
2527	-5.53409
2528	-5.55749
2529	-5.52712
2530	-5.48513
2531	-5.44401
2532	-5.54506
2533	-5.58469
2534	-5.57297
2535	-5.56779
2536	-5.5378
2537	-5.54911
2538	-5.5868
2539	-5.55627
2540	-5.57512
2541	-5.56923
2542	-5.53336
2543	-5.51374
2544	-5.47986
2545	-5.52059
2546	-5.50593
2547	-5.4924
2548	-5.5185
2549	-5.54852
2550	-5.61122
2551	-5.6598
2552	-5.59102
2553	-5.60221
2554	-5.66135
2555	-5.65936
2556	-5.57946
2557	-5.5142
2558	-5.52092
2559	-5.44285
2560	-5.47284
2561	-5.42333
2562	-5.36708
2563	-5.41428
2564	-5.41011
2565	-5.4606
2566	-5.65815
2567	-5.47369
2568	-5.46757
2569	-5.41725
2570	-5.46769
2571	-5.34621
2572	-5.33419
2573	-5.32433
2574	-5.29298
2575	-5.39585
2576	-5.40055
2577	-5.34559
2578	-5.40274
2579	-5.41354
2580	-5.30637
2581	-5.41051
2582	-5.55371
2583	-5.47281
2584	-5.50446
2585	-5.47339
2586	-5.45158
2587	-5.40133
2588	-5.52477
2589	-5.46501
2590	-5.42918
2591	-5.42664
2592	-5.42404
2593	-5.49733
2594	-5.45545
2595	-5.48942
2596	-5.54827
2597	-5.50103
2598	-5.498
2599	-5.46789
2600	-5.3383
2601	-5.4097
2602	-5.30982
2603	-5.35562
2604	-5.41263
2605	-5.40169
2606	-5.40477
2607	-5.33761
2608	-5.40651
2609	-5.40598
2610	-5.32655
2611	-5.34053
2612	-5.43799
2613	-5.43759
2614	-5.44516
2615	-5.46846
2616	-5.38875
2617	-5.39541
2618	-5.43546
2619	-5.332
2620	-5.44362
2621	-5.48668
2622	-5.4881
2623	-5.47111
2624	-5.42565
2625	-5.4101
2626	-5.33027
2627	-5.34234
2628	-5.3536
2629	-5.34925
2630	-5.2575
2631	-5.30648
2632	-5.36735
2633	-5.36976
2634	-5.40694
2635	-5.39406
2636	-5.39739
2637	-5.37133
2638	-5.30451
2639	-5.3387
2640	-5.39482
2641	-5.41409
2642	-5.38483
2643	-5.34442
2644	-5.41823
2645	-5.47094
2646	-5.45406
2647	-5.37663
2648	-5.44375
2649	-5.37489
2650	-5.30397
2651	-5.26662
2652	-5.33919
2653	-5.33439
2654	-5.34713
2655	-5.45291
2656	-5.34681
2657	-5.35916
2658	-5.36482
2659	-5.39082
2660	-5.37314
2661	-5.43999
2662	-5.5006
2663	-5.45385
2664	-5.56463
2665	-5.52726
2666	-5.46907
2667	-5.61316
2668	-5.59801
2669	-5.66302
2670	-5.68947
2671	-5.58525
2672	-5.49093
2673	-5.5614
2674	-5.63856
2675	-5.56091
2676	-5.53515
2677	-5.4789
2678	-5.50366
2679	-5.4849
2680	-5.49157
2681	-5.47946
2682	-5.50018
2683	-5.50294
2684	-5.54687
2685	-5.57258
2686	-5.57488
2687	-5.65402
2688	-5.5839
2689	-5.57127
2690	-5.51444
2691	-5.43681
2692	-5.54249
2693	-5.45914
2694	-5.48096
2695	-5.52069
2696	-5.50531
2697	-5.511
2698	-5.58325
2699	-5.44071
2700	-5.39434
2701	-5.49518
2702	-5.61367
2703	-5.58979
2704	-5.58506
2705	-5.48221
2706	-5.55534
2707	-5.58045
2708	-5.5577
2709	-5.54504
2710	-5.44275
2711	-5.33585
2712	-5.36844
2713	-5.3511
2714	-5.28131
2715	-5.31634
2716	-5.29248
2717	-5.26268
2718	-5.19073
2719	-5.263
2720	-5.25376
2721	-5.26564
2722	-5.40373
2723	-5.46901
2724	-5.50966
2725	-5.4775
2726	-5.4623
2727	-5.3674
2728	-5.41926
2729	-5.47192
2730	-5.49434
2731	-5.47592
2732	-5.37519
2733	-5.43488
2734	-5.51393
2735	-5.51658
2736	-5.49362
2737	-5.54056
2738	-5.50016
2739	-5.54662
2740	-5.57578
2741	-5.62945
2742	-5.66689
2743	-5.6356
2744	-5.67502
2745	-5.5625
2746	-5.38136
2747	-5.50985
2748	-5.48752
2749	-5.4683
2750	-5.57221
2751	-5.59121
2752	-5.57415
2753	-5.52204
2754	-5.60551
2755	-5.63861
2756	-5.67556
2757	-5.62404
2758	-5.58354
2759	-5.57332
2760	-5.45681
2761	-5.49307
2762	-5.47818
2763	-5.52621
2764	-5.49144
2765	-5.54556
2766	-5.45197
2767	-5.57213
2768	-5.65014
2769	-5.5553
2770	-5.49531
2771	-5.44737
2772	-5.3621
2773	-5.42964
2774	-5.40862
2775	-5.47548
2776	-5.45213
2777	-5.42373
2778	-5.52747
2779	-5.60132
2780	-5.62184
2781	-5.49949
2782	-5.37962
2783	-5.53903
2784	-5.63594
2785	-5.57851
2786	-5.56749
2787	-5.53075
2788	-5.56606
2789	-5.53407
2790	-5.55223
2791	-5.57262
2792	-5.5016
2793	-5.53067
2794	-5.37635
2795	-5.42178
2796	-5.43156
2797	-5.52583
2798	-5.54055
2799	-5.51072
2800	-5.51816
2801	-5.48757
2802	-5.53959
2803	-5.59777
2804	-5.59933
2805	-5.61987
2806	-5.60151
2807	-5.55834
2808	-5.52366
2809	-5.53417
2810	-5.49162
2811	-5.55747
2812	-5.54035
2813	-5.50846
2814	-5.51331
2815	-5.60188
2816	-5.49859
2817	-5.47972
2818	-5.46481
2819	-5.55812
2820	-5.53215
2821	-5.57893
2822	-5.5465
2823	-5.53563
2824	-5.57994
2825	-5.5812
2826	-5.55134
2827	-5.48634
2828	-5.36123
2829	-5.28969
2830	-5.22385
2831	-5.43268
2832	-5.44005
2833	-5.35113
2834	-5.3725
2835	-5.45605
2836	-5.46209
2837	-5.55571
2838	-5.5638
2839	-5.44042
2840	-5.54926
2841	-5.49997
2842	-5.57308
2843	-5.47625
2844	-5.53966
2845	-5.63292
2846	-5.61352
2847	-5.65288
2848	-5.52647
2849	-5.47657
2850	-5.5644
2851	-5.60005
2852	-5.60763
2853	-5.45574
2854	-5.52568
2855	-5.57084
2856	-5.60228
2857	-5.60998
2858	-5.53563
2859	-5.54508
2860	-5.53786
2861	-5.63352
2862	-5.63082
2863	-5.5163
2864	-5.39519
2865	-5.45696
2866	-5.4823
2867	-5.58804
2868	-5.51318
2869	-5.6094
2870	-5.66649
2871	-5.64104
2872	-5.60868
2873	-5.51756
2874	-5.54795
2875	-5.53261
2876	-5.49961
2877	-5.46712
2878	-5.51406
2879	-5.43489
2880	-5.49526
2881	-5.39901
2882	-5.45064
2883	-5.43381
2884	-5.51502
2885	-5.51828
2886	-5.40699
2887	-5.41048
2888	-5.37965
2889	-5.43294
2890	-5.45927
2891	-5.50949
2892	-5.5302
2893	-5.48891
2894	-5.48957
2895	-5.35099
2896	-5.444
2897	-5.49339
2898	-5.44914
2899	-5.48166
2900	-5.48963
2901	-5.53005
2902	-5.56268
2903	-5.43739
2904	-5.41482
2905	-5.46403
2906	-5.35348
2907	-5.33485
2908	-5.33447
2909	-5.44512
2910	-5.4673
2911	-5.47493
2912	-5.4258
2913	-5.4257
2914	-5.35612
2915	-5.41793
2916	-5.51498
2917	-5.50835
2918	-5.55261
2919	-5.52723
2920	-5.50661
2921	-5.39929
2922	-5.45026
2923	-5.51605
2924	-5.49559
2925	-5.47683
2926	-5.5328
2927	-5.4996
2928	-5.52873
2929	-5.46944
2930	-5.48656
2931	-5.4674
2932	-5.40698
2933	-5.39934
2934	-5.36147
2935	-5.35797
2936	-5.33205
2937	-5.38264
2938	-5.49473
2939	-5.48794
2940	-5.46648
2941	-5.36526
2942	-5.30129
2943	-5.47785
2944	-5.45434
2945	-5.39625
2946	-5.38068
2947	-5.29527
2948	-5.28904
2949	-5.27482
2950	-5.26848
2951	-5.19525
2952	-5.31584
2953	-5.36255
2954	-5.29083
2955	-5.16185
2956	-5.26229
2957	-5.29848
2958	-5.28959
2959	-5.24553
2960	-5.22909
2961	-5.31928
2962	-5.33885
2963	-5.23251
2964	-5.3548
2965	-5.3379
2966	-5.33097
2967	-5.30141
2968	-5.30071
2969	-5.37651
2970	-5.32748
2971	-5.35718
2972	-5.39977
2973	-5.33818
2974	-5.29979
2975	-5.45547
2976	-5.38139
2977	-5.40944
2978	-5.46667
2979	-5.47056
2980	-5.48399
2981	-5.48214
2982	-5.47006
2983	-5.37653
2984	-5.46591
2985	-5.38666
2986	-5.44692
2987	-5.40038
2988	-5.39803
2989	-5.30083
2990	-5.41529
2991	-5.48682
2992	-5.43633
2993	-5.38749
2994	-5.44372
2995	-5.46937
2996	-5.47425
2997	-5.49649
2998	-5.46416
2999	-5.43334
