BIN SIZE	0.0256496
BIN	DISTANCE	AVE_GOFR	ERROR
96	2.48802	0.899845	0.00325331
97	2.51366	0.901354	0.00395769
98	2.53931	0.892443	0.00337364
99	2.56496	0.895954	0.0054179

0	0.0256496	0	0
1	0.0512993	0	0
2	0.0769489	0	0
3	0.102599	0	0
4	0.128248	0	0
5	0.153898	0	0
6	0.179547	0	0
7	0.205197	0	0
8	0.230847	0	0
9	0.256496	0	0
10	0.282146	0	0
11	0.307796	0	0
12	0.333445	0	0
13	0.359095	0	0
14	0.384745	0	0
15	0.410394	0	0
16	0.436044	0	0
17	0.461694	0	0
18	0.487343	0	0
19	0.512993	0	0
20	0.538642	0	0
21	0.564292	0	0
22	0.589942	0	0
23	0.615591	0	0
24	0.641241	0	0
25	0.666891	0	0
26	0.69254	0	0
27	0.71819	0	0
28	0.74384	0	0
29	0.769489	0	0
30	0.795139	0	0
31	0.820788	0	0
32	0.846438	0	0
33	0.872088	0	0
34	0.897737	0.000839103	0.000221336
35	0.923387	0.0230128	0.00110725
36	0.949037	0.159373	0.00350612
37	0.974686	0.569239	0.00487945
38	1.00034	1.20246	0.00837338
39	1.02599	1.85218	0.0146884
40	1.05164	2.33349	0.0154643
41	1.07728	2.5665	0.0103042
42	1.10293	2.55599	0.0150511
43	1.12858	2.40353	0.011622
44	1.15423	2.19763	0.00994032
45	1.17988	1.98087	0.0167222
46	1.20553	1.75403	0.00899732
47	1.23118	1.54816	0.0104533
48	1.25683	1.37392	0.00751554
49	1.28248	1.23937	0.0111422
50	1.30813	1.11974	0.0106643
51	1.33378	1.02283	0.00963582
52	1.35943	0.92951	0.00839533
53	1.38508	0.866716	0.00580185
54	1.41073	0.80879	0.00529618
55	1.43638	0.779669	0.00444436
56	1.46203	0.748636	0.00506976
57	1.48768	0.716247	0.00541193
58	1.51333	0.690992	0.00797432
59	1.53898	0.674969	0.0062812
60	1.56463	0.680405	0.00935515
61	1.59028	0.684278	0.00732984
62	1.61593	0.68666	0.0097215
63	1.64158	0.694271	0.0061198
64	1.66723	0.71689	0.00461649
65	1.69288	0.721753	0.00830537
66	1.71853	0.744447	0.00533804
67	1.74418	0.772835	0.00679012
68	1.76983	0.815735	0.00798204
69	1.79547	0.850802	0.00636532
70	1.82112	0.892961	0.00477094
71	1.84677	0.936921	0.00798552
72	1.87242	0.974423	0.00731253
73	1.89807	1.02042	0.00723756
74	1.92372	1.05871	0.00634528
75	1.94937	1.09916	0.00503525
76	1.97502	1.12165	0.00694601
77	2.00067	1.14846	0.00528261
78	2.02632	1.18672	0.0071767
79	2.05197	1.20722	0.00406542
80	2.07762	1.21193	0.00746337
81	2.10327	1.22151	0.00429954
82	2.12892	1.20252	0.00770762
83	2.15457	1.19384	0.0077295
84	2.18022	1.18336	0.00514792
85	2.20587	1.14753	0.0059492
86	2.23152	1.12565	0.003313
87	2.25717	1.09228	0.00430825
88	2.28282	1.06192	0.00749819
89	2.30847	1.03577	0.00761449
90	2.33412	1.01116	0.00742778
91	2.35977	0.98756	0.00615904
92	2.38542	0.966025	0.0031855
93	2.41107	0.94267	0.00501295
94	2.43672	0.924782	0.00522236
95	2.46237	0.91274	0.00591829
96	2.48802	0.900272	0.00295582
97	2.51366	0.8988	0.00430821
98	2.53931	0.890672	0.0034701
99	2.56496	0.893782	0.00529355

0	0.0256496	0	0
1	0.0512993	0	0
2	0.0769489	0	0
3	0.102599	0	0
4	0.128248	0	0
5	0.153898	0	0
6	0.179547	0	0
7	0.205197	0	0
8	0.230847	0	0
9	0.256496	0	0
10	0.282146	0	0
11	0.307796	0	0
12	0.333445	0	0
13	0.359095	0	0
14	0.384745	0	0
15	0.410394	0	0
16	0.436044	0	0
17	0.461694	0	0
18	0.487343	0	0
19	0.512993	0	0
20	0.538642	0	0
21	0.564292	0	0
22	0.589942	0	0
23	0.615591	0	0
24	0.641241	0	0
25	0.666891	0	0
26	0.69254	0	0
27	0.71819	0	0
28	0.74384	0	0
29	0.769489	0	0
30	0.795139	0	0
31	0.820788	0	0
32	0.846438	0	0
33	0.872088	0	0
34	0.897737	0.000900378	0.000209525
35	0.923387	0.022649	0.00106467
36	0.949037	0.161699	0.00388308
37	0.974686	0.573849	0.00624494
38	1.00034	1.20301	0.00763068
39	1.02599	1.84871	0.0137576
40	1.05164	2.33649	0.0143464
41	1.07728	2.56065	0.0109042
42	1.10293	2.55264	0.0140498
43	1.12858	2.40562	0.0107514
44	1.15423	2.19716	0.00904769
45	1.17988	1.97551	0.0160374
46	1.20553	1.74882	0.00956889
47	1.23118	1.54761	0.00951705
48	1.25683	1.37919	0.00848245
49	1.28248	1.23976	0.0101361
50	1.30813	1.12043	0.00971749
51	1.33378	1.02298	0.00876097
52	1.35943	0.932367	0.00810357
53	1.38508	0.870881	0.00660237
54	1.41073	0.809756	0.00490199
55	1.43638	0.777779	0.00442396
56	1.46203	0.747384	0.0047608
57	1.48768	0.715162	0.00502744
58	1.51333	0.690272	0.00728179
59	1.53898	0.677634	0.00624974
60	1.56463	0.684637	0.00941366
61	1.59028	0.686028	0.00686928
62	1.61593	0.688029	0.00893366
63	1.64158	0.694788	0.00558519
64	1.66723	0.717714	0.0042698
65	1.69288	0.721665	0.00755081
66	1.71853	0.744674	0.00485758
67	1.74418	0.775007	0.00651103
68	1.76983	0.814795	0.00731145
69	1.79547	0.848661	0.00613615
70	1.82112	0.8923	0.00438286
71	1.84677	0.936049	0.00730704
72	1.87242	0.974561	0.00664905
73	1.89807	1.01849	0.0068317
74	1.92372	1.05628	0.0062184
75	1.94937	1.09669	0.00514808
76	1.97502	1.12093	0.00635192
77	2.00067	1.1474	0.00490789
78	2.02632	1.18151	0.00820305
79	2.05197	1.20462	0.00445409
80	2.07762	1.21126	0.00681559
81	2.10327	1.22255	0.00403175
82	2.12892	1.20389	0.00712664
83	2.15457	1.19436	0.00704435
84	2.18022	1.18669	0.00565387
85	2.20587	1.14761	0.00540891
86	2.23152	1.12619	0.00305469
87	2.25717	1.09432	0.00437209
88	2.28282	1.06293	0.00688452
89	2.30847	1.03828	0.0073224
90	2.33412	1.01261	0.0068927
91	2.35977	0.987309	0.00560422
92	2.38542	0.965569	0.00292842
93	2.41107	0.940971	0.00483652
94	2.43672	0.924702	0.00474821
95	2.46237	0.913644	0.00544877
96	2.48802	0.900585	0.00270367
97	2.51366	0.899204	0.00393548
98	2.53931	0.890264	0.00317856
99	2.56496	0.894134	0.00482397

0	0.0256496	0	0
1	0.0512993	0	0
2	0.0769489	0	0
3	0.102599	0	0
4	0.128248	0	0
5	0.153898	0	0
6	0.179547	0	0
7	0.205197	0	0
8	0.230847	0	0
9	0.256496	0	0
10	0.282146	0	0
11	0.307796	0	0
12	0.333445	0	0
13	0.359095	0	0
14	0.384745	0	0
15	0.410394	0	0
16	0.436044	0	0
17	0.461694	0	0
18	0.487343	0	0
19	0.512993	0	0
20	0.538642	0	0
21	0.564292	0	0
22	0.589942	0	0
23	0.615591	0	0
24	0.641241	0	0
25	0.666891	0	0
26	0.69254	0	0
27	0.71819	0	0
28	0.74384	0	0
29	0.769489	0	0
30	0.795139	0	0
31	0.820788	0	0
32	0.846438	0	0
33	0.872088	0	0
34	0.897737	0.000966726	0.000202296
35	0.923387	0.0224361	0.000997009
36	0.949037	0.16276	0.00370162
37	0.974686	0.573862	0.00572455
38	1.00034	1.20571	0.00745557
39	1.02599	1.85131	0.012854
40	1.05164	2.33697	0.0131587
41	1.07728	2.56283	0.0102112
42	1.10293	2.54658	0.0141252
43	1.12858	2.39963	0.0114048
44	1.15423	2.19707	0.00829418
45	1.17988	1.97735	0.0148064
46	1.20553	1.75107	0.00903255
47	1.23118	1.54857	0.00877192
48	1.25683	1.38098	0.00796164
49	1.28248	1.24151	0.00944062
50	1.30813	1.12086	0.00891704
51	1.33378	1.0206	0.00834763
52	1.35943	0.928998	0.00809818
53	1.38508	0.871074	0.00605499
54	1.41073	0.809169	0.0045285
55	1.43638	0.776873	0.00414705
56	1.46203	0.747336	0.00436431
57	1.48768	0.715846	0.00465474
58	1.51333	0.6898	0.00669026
59	1.53898	0.678108	0.00574689
60	1.56463	0.684518	0.00862995
61	1.59028	0.689993	0.00735244
62	1.61593	0.688861	0.00822779
63	1.64158	0.693886	0.00519206
64	1.66723	0.716516	0.0040788
65	1.69288	0.723068	0.00705072
66	1.71853	0.746585	0.00481394
67	1.74418	0.777069	0.0062864
68	1.76983	0.81385	0.00676302
69	1.79547	0.847939	0.00566712
70	1.82112	0.892511	0.0040227
71	1.84677	0.934128	0.00694597
72	1.87242	0.974907	0.006104
73	1.89807	1.01736	0.00635594
74	1.92372	1.05663	0.00571018
75	1.94937	1.09425	0.00526442
76	1.97502	1.12199	0.00591146
77	2.00067	1.15043	0.00535447
78	2.02632	1.18106	0.00753197
79	2.05197	1.20361	0.00419408
80	2.07762	1.21274	0.00640787
81	2.10327	1.22301	0.00372255
82	2.12892	1.20363	0.00653741
83	2.15457	1.19707	0.00696051
84	2.18022	1.18694	0.00518814
85	2.20587	1.14705	0.00498754
86	2.23152	1.12322	0.00398702
87	2.25717	1.09464	0.00401949
88	2.28282	1.06373	0.00635685
89	2.30847	1.03652	0.00691909
90	2.33412	1.00972	0.0069013
91	2.35977	0.984351	0.00586646
92	2.38542	0.964131	0.00301693
93	2.41107	0.939316	0.0047083
94	2.43672	0.923681	0.00446091
95	2.46237	0.913612	0.0049948
96	2.48802	0.90142	0.00260426
97	2.51366	0.899189	0.00360755
98	2.53931	0.891265	0.00306725
99	2.56496	0.894825	0.00447116

0	0.0256496	0	0
1	0.0512993	0	0
2	0.0769489	0	0
3	0.102599	0	0
4	0.128248	0	0
5	0.153898	0	0
6	0.179547	0	0
7	0.205197	0	0
8	0.230847	0	0
9	0.256496	0	0
10	0.282146	0	0
11	0.307796	0	0
12	0.333445	0	0
13	0.359095	0	0
14	0.384745	0	0
15	0.410394	0	0
16	0.436044	0	0
17	0.461694	0	0
18	0.487343	0	0
19	0.512993	0	0
20	0.538642	0	0
21	0.564292	0	0
22	0.589942	0	0
23	0.615591	0	0
24	0.641241	0	0
25	0.666891	0	0
26	0.69254	0	0
27	0.71819	0	0
28	0.74384	0	0
29	0.769489	0	0
30	0.795139	0	0
31	0.820788	0	0
32	0.846438	0	0
33	0.872088	0	0
34	0.897737	0.000934688	0.000189255
35	0.923387	0.0227123	0.000957814
36	0.949037	0.163503	0.00349074
37	0.974686	0.574932	0.00538336
38	1.00034	1.20666	0.00694224
39	1.02599	1.85103	0.0118683
40	1.05164	2.33462	0.0123543
41	1.07728	2.5591	0.0100848
42	1.10293	2.54932	0.0133001
43	1.12858	2.40204	0.0107803
44	1.15423	2.19671	0.00766397
45	1.17988	1.98433	0.015223
46	1.20553	1.75401	0.0088027
47	1.23118	1.54698	0.00823981
48	1.25683	1.38093	0.00734936
49	1.28248	1.23814	0.00929762
50	1.30813	1.119	0.00842224
51	1.33378	1.01991	0.0077342
52	1.35943	0.929395	0.00748498
53	1.38508	0.870236	0.005647
54	1.41073	0.808254	0.00427161
55	1.43638	0.777028	0.00383093
56	1.46203	0.745149	0.00454374
57	1.48768	0.715734	0.00429804
58	1.51333	0.68938	0.00618882
59	1.53898	0.680806	0.00590444
60	1.56463	0.68521	0.00799384
61	1.59028	0.688893	0.00686863
62	1.61593	0.688356	0.00761033
63	1.64158	0.693273	0.00482874
64	1.66723	0.716893	0.00378246
65	1.69288	0.722582	0.0065251
66	1.71853	0.747985	0.00464284
67	1.74418	0.779013	0.00609615
68	1.76983	0.815275	0.00639119
69	1.79547	0.846819	0.00534076
70	1.82112	0.89334	0.00379769
71	1.84677	0.933713	0.00642409
72	1.87242	0.972806	0.00598522
73	1.89807	1.01705	0.00587441
74	1.92372	1.05642	0.00527472
75	1.94937	1.09353	0.00490858
76	1.97502	1.12148	0.00547875
77	2.00067	1.15151	0.00504977
78	2.02632	1.18193	0.00700361
79	2.05197	1.20376	0.00387391
80	2.07762	1.21204	0.00595314
81	2.10327	1.22059	0.00414896
82	2.12892	1.20387	0.00603901
83	2.15457	1.196	0.00650731
84	2.18022	1.18541	0.00500915
85	2.20587	1.14655	0.00462883
86	2.23152	1.12418	0.00379385
87	2.25717	1.09713	0.00441582
88	2.28282	1.0649	0.00597547
89	2.30847	1.03645	0.00638726
90	2.33412	1.00933	0.0063814
91	2.35977	0.986419	0.00576814
92	2.38542	0.966038	0.00333367
93	2.41107	0.940692	0.00454273
94	2.43672	0.925383	0.00443065
95	2.46237	0.915922	0.00511731
96	2.48802	0.902555	0.00263945
97	2.51366	0.899256	0.00333067
98	2.53931	0.889934	0.00310667
99	2.56496	0.894105	0.00418472

0	0.0256496	0	0
1	0.0512993	0	0
2	0.0769489	0	0
3	0.102599	0	0
4	0.128248	0	0
5	0.153898	0	0
6	0.179547	0	0
7	0.205197	0	0
8	0.230847	0	0
9	0.256496	0	0
10	0.282146	0	0
11	0.307796	0	0
12	0.333445	0	0
13	0.359095	0	0
14	0.384745	0	0
15	0.410394	0	0
16	0.436044	0	0
17	0.461694	0	0
18	0.487343	0	0
19	0.512993	0	0
20	0.538642	0	0
21	0.564292	0	0
22	0.589942	0	0
23	0.615591	0	0
24	0.641241	0	0
25	0.666891	0	0
26	0.69254	0	0
27	0.71819	0	0
28	0.74384	0	0
29	0.769489	0	0
30	0.795139	0	0
31	0.820788	0	0
32	0.846438	0	0
33	0.872088	0	0
34	0.897737	0.000953079	0.000176628
35	0.923387	0.0224789	0.000917401
36	0.949037	0.163389	0.00324329
37	0.974686	0.574891	0.00499899
38	1.00034	1.20745	0.00649116
39	1.02599	1.84655	0.0118335
40	1.05164	2.33103	0.0119819
41	1.07728	2.5551	0.0101244
42	1.10293	2.55101	0.0124575
43	1.12858	2.40854	0.0118073
44	1.15423	2.19634	0.00712543
45	1.17988	1.98338	0.0141651
46	1.20553	1.75501	0.00822979
47	1.23118	1.54986	0.00813955
48	1.25683	1.37947	0.00696843
49	1.28248	1.23687	0.00871942
50	1.30813	1.1193	0.00782581
51	1.33378	1.0223	0.00754243
52	1.35943	0.933115	0.00782006
53	1.38508	0.873067	0.00591125
54	1.41073	0.812881	0.00596771
55	1.43638	0.779085	0.00407256
56	1.46203	0.744213	0.00431445
57	1.48768	0.712355	0.00515071
58	1.51333	0.68418	0.0076242
59	1.53898	0.677074	0.00655721
60	1.56463	0.683003	0.0077214
61	1.59028	0.688393	0.00639615
62	1.61593	0.687494	0.00711545
63	1.64158	0.693037	0.00448957
64	1.66723	0.716636	0.00352098
65	1.69288	0.722767	0.00606166
66	1.71853	0.748525	0.0043425
67	1.74418	0.77812	0.0057258
68	1.76983	0.815933	0.00596848
69	1.79547	0.848177	0.00512897
70	1.82112	0.892259	0.00367686
71	1.84677	0.932592	0.00606225
72	1.87242	0.973304	0.0055784
73	1.89807	1.01696	0.00545557
74	1.92372	1.05636	0.00489834
75	1.94937	1.0943	0.00461846
76	1.97502	1.1241	0.00567593
77	2.00067	1.15254	0.00479266
78	2.02632	1.18376	0.00673698
79	2.05197	1.20636	0.00438478
80	2.07762	1.21243	0.00554054
81	2.10327	1.22006	0.00388656
82	2.12892	1.2041	0.00561181
83	2.15457	1.19449	0.00621493
84	2.18022	1.18381	0.00490124
85	2.20587	1.14721	0.00434549
86	2.23152	1.12565	0.00379473
87	2.25717	1.09779	0.00414906
88	2.28282	1.06523	0.0055575
89	2.30847	1.03618	0.00593679
90	2.33412	1.00966	0.0059341
91	2.35977	0.985687	0.00540229
92	2.38542	0.965163	0.00320828
93	2.41107	0.940311	0.00423416
94	2.43672	0.923911	0.00435196
95	2.46237	0.915282	0.00479169
96	2.48802	0.901511	0.00264916
97	2.51366	0.897624	0.00346953
98	2.53931	0.888777	0.00309253
99	2.56496	0.893691	0.00390627

0	0.0256496	0	0
1	0.0512993	0	0
2	0.0769489	0	0
3	0.102599	0	0
4	0.128248	0	0
5	0.153898	0	0
6	0.179547	0	0
7	0.205197	0	0
8	0.230847	0	0
9	0.256496	0	0
10	0.282146	0	0
11	0.307796	0	0
12	0.333445	0	0
13	0.359095	0	0
14	0.384745	0	0
15	0.410394	0	0
16	0.436044	0	0
17	0.461694	0	0
18	0.487343	0	0
19	0.512993	0	0
20	0.538642	0	0
21	0.564292	0	0
22	0.589942	0	0
23	0.615591	0	0
24	0.641241	0	0
25	0.666891	0	0
26	0.69254	0	0
27	0.71819	0	0
28	0.74384	0	0
29	0.769489	0	0
30	0.795139	0	0
31	0.820788	0	0
32	0.846438	0	0
33	0.872088	0	0
34	0.897737	0.00093845	0.000165458
35	0.923387	0.0228511	0.000928689
36	0.949037	0.163846	0.00305918
37	0.974686	0.576223	0.0048401
38	1.00034	1.20773	0.00606433
39	1.02599	1.84926	0.0113509
40	1.05164	2.32638	0.0120525
41	1.07728	2.55281	0.00970601
42	1.10293	2.54827	0.0119254
43	1.12858	2.40443	0.0117129
44	1.15423	2.1961	0.00665448
45	1.17988	1.98379	0.0132266
46	1.20553	1.75486	0.00768239
47	1.23118	1.54975	0.00759768
48	1.25683	1.38067	0.00660631
49	1.28248	1.23789	0.00819767
50	1.30813	1.12265	0.00798955
51	1.33378	1.02604	0.00791307
52	1.35943	0.934258	0.00738178
53	1.38508	0.875143	0.00587025
54	1.41073	0.815828	0.00625526
55	1.43638	0.780727	0.00411861
56	1.46203	0.744094	0.00402846
57	1.48768	0.711884	0.00482881
58	1.51333	0.684546	0.00712468
59	1.53898	0.677885	0.00617007
60	1.56463	0.681619	0.00732972
61	1.59028	0.685382	0.00664079
62	1.61593	0.687086	0.00665275
63	1.64158	0.693797	0.00425404
64	1.66723	0.716967	0.00330178
65	1.69288	0.723505	0.00570226
66	1.71853	0.748785	0.00406076
67	1.74418	0.777164	0.00542322
68	1.76983	0.81414	0.00583371
69	1.79547	0.846507	0.00505158
70	1.82112	0.891784	0.00346228
71	1.84677	0.931385	0.0057769
72	1.87242	0.972673	0.00524206
73	1.89807	1.01389	0.00589161
74	1.92372	1.05469	0.0048466
75	1.94937	1.09157	0.0050542
76	1.97502	1.12435	0.00530331
77	2.00067	1.15321	0.00452069
78	2.02632	1.18436	0.00631466
79	2.05197	1.20538	0.00419953
80	2.07762	1.21199	0.00518864
81	2.10327	1.21907	0.00375241
82	2.12892	1.20323	0.00530399
83	2.15457	1.19419	0.00580798
84	2.18022	1.1848	0.00467325
85	2.20587	1.14957	0.00465104
86	2.23152	1.12804	0.00423046
87	2.25717	1.10129	0.00514014
88	2.28282	1.06732	0.00556695
89	2.30847	1.03691	0.00558587
90	2.33412	1.01108	0.00570797
91	2.35977	0.986691	0.00513462
92	2.38542	0.964765	0.00301893
93	2.41107	0.940538	0.00395792
94	2.43672	0.924231	0.00407357
95	2.46237	0.91542	0.00447425
96	2.48802	0.903305	0.00301933
97	2.51366	0.898793	0.00342966
98	2.53931	0.889444	0.00295734
99	2.56496	0.894119	0.00366928

0	0.0256496	0	0
1	0.0512993	0	0
2	0.0769489	0	0
3	0.102599	0	0
4	0.128248	0	0
5	0.153898	0	0
6	0.179547	0	0
7	0.205197	0	0
8	0.230847	0	0
9	0.256496	0	0
10	0.282146	0	0
11	0.307796	0	0
12	0.333445	0	0
13	0.359095	0	0
14	0.384745	0	0
15	0.410394	0	0
16	0.436044	0	0
17	0.461694	0	0
18	0.487343	0	0
19	0.512993	0	0
20	0.538642	0	0
21	0.564292	0	0
22	0.589942	0	0
23	0.615591	0	0
24	0.641241	0	0
25	0.666891	0	0
26	0.69254	0	0
27	0.71819	0	0
28	0.74384	0	0
29	0.769489	0	0
30	0.795139	0	0
31	0.820788	0	0
32	0.846438	0	0
33	0.872088	0	0
34	0.897737	0.00094571	0.000155276
35	0.923387	0.0226544	0.000891229
36	0.949037	0.163683	0.00287232
37	0.974686	0.575347	0.00461624
38	1.00034	1.20563	0.00603652
39	1.02599	1.85271	0.0111522
40	1.05164	2.32598	0.0113056
41	1.07728	2.55467	0.00927664
42	1.10293	2.55032	0.0113565
43	1.12858	2.40315	0.0110509
44	1.15423	2.19114	0.00787098
45	1.17988	1.98055	0.0127899
46	1.20553	1.75828	0.00792599
47	1.23118	1.54781	0.00736617
48	1.25683	1.38251	0.00644494
49	1.28248	1.24184	0.00858518
50	1.30813	1.12075	0.00771377
51	1.33378	1.0217	0.00852816
52	1.35943	0.934888	0.00694726
53	1.38508	0.877381	0.0059146
54	1.41073	0.817939	0.00621032
55	1.43638	0.781655	0.00396437
56	1.46203	0.745972	0.00419165
57	1.48768	0.712468	0.00456226
58	1.51333	0.686157	0.00685923
59	1.53898	0.678754	0.00584531
60	1.56463	0.68098	0.00689943
61	1.59028	0.682793	0.0067117
62	1.61593	0.684271	0.00680646
63	1.64158	0.691765	0.00444684
64	1.66723	0.715324	0.00348058
65	1.69288	0.723861	0.00535697
66	1.71853	0.750305	0.0040816
67	1.74418	0.778116	0.00516711
68	1.76983	0.815066	0.00554212
69	1.79547	0.845983	0.00476297
70	1.82112	0.890243	0.00357248
71	1.84677	0.933146	0.00567787
72	1.87242	0.973858	0.00504665
73	1.89807	1.01453	0.00555813
74	1.92372	1.0546	0.00454458
75	1.94937	1.09112	0.00475863
76	1.97502	1.12442	0.00497234
77	2.00067	1.15318	0.00423829
78	2.02632	1.18388	0.00593799
79	2.05197	1.20646	0.00407341
80	2.07762	1.21131	0.00490824
81	2.10327	1.21866	0.00354023
82	2.12892	1.20434	0.00508716
83	2.15457	1.19515	0.00552472
84	2.18022	1.18587	0.00450351
85	2.20587	1.1489	0.00440771
86	2.23152	1.12742	0.00401168
87	2.25717	1.09921	0.00522137
88	2.28282	1.06686	0.00523782
89	2.30847	1.03559	0.00539042
90	2.33412	1.01041	0.00539099
91	2.35977	0.98649	0.00481764
92	2.38542	0.966431	0.0032576
93	2.41107	0.941953	0.00395568
94	2.43672	0.924554	0.00383173
95	2.46237	0.915457	0.00419475
96	2.48802	0.903202	0.00283237
97	2.51366	0.897599	0.00341695
98	2.53931	0.89005	0.00283387
99	2.56496	0.893	0.00360675

0	0.0256496	0	0
1	0.0512993	0	0
2	0.0769489	0	0
3	0.102599	0	0
4	0.128248	0	0
5	0.153898	0	0
6	0.179547	0	0
7	0.205197	0	0
8	0.230847	0	0
9	0.256496	0	0
10	0.282146	0	0
11	0.307796	0	0
12	0.333445	0	0
13	0.359095	0	0
14	0.384745	0	0
15	0.410394	0	0
16	0.436044	0	0
17	0.461694	0	0
18	0.487343	0	0
19	0.512993	0	0
20	0.538642	0	0
21	0.564292	0	0
22	0.589942	0	0
23	0.615591	0	0
24	0.641241	0	0
25	0.666891	0	0
26	0.69254	0	0
27	0.71819	0	0
28	0.74384	0	0
29	0.769489	0	0
30	0.795139	0	0
31	0.820788	0	0
32	0.846438	0	0
33	0.872088	0	0
34	0.897737	0.000960207	0.000146817
35	0.923387	0.0228528	0.000860599
36	0.949037	0.164467	0.00280833
37	0.974686	0.574718	0.00438739
38	1.00034	1.20571	0.00568189
39	1.02599	1.85277	0.0104964
40	1.05164	2.32659	0.010657
41	1.07728	2.55815	0.0093593
42	1.10293	2.55124	0.0107252
43	1.12858	2.40555	0.010659
44	1.15423	2.19274	0.00756933
45	1.17988	1.97732	0.0124405
46	1.20553	1.75843	0.00746111
47	1.23118	1.54757	0.00693686
48	1.25683	1.38136	0.00616757
49	1.28248	1.24204	0.00808254
50	1.30813	1.12086	0.00726092
51	1.33378	1.01972	0.00825292
52	1.35943	0.935458	0.00656194
53	1.38508	0.876156	0.00569221
54	1.41073	0.818244	0.0058525
55	1.43638	0.781318	0.00374548
56	1.46203	0.745451	0.00397737
57	1.48768	0.713021	0.00432724
58	1.51333	0.685328	0.00650571
59	1.53898	0.677384	0.0056597
60	1.56463	0.679512	0.00664782
61	1.59028	0.682259	0.00633809
62	1.61593	0.684036	0.00641013
63	1.64158	0.691128	0.00423066
64	1.66723	0.715089	0.00328375
65	1.69288	0.724481	0.00507764
66	1.71853	0.750371	0.00384205
67	1.74418	0.779668	0.00509097
68	1.76983	0.81653	0.00540595
69	1.79547	0.8464	0.00450106
70	1.82112	0.889683	0.00340598
71	1.84677	0.932486	0.00538217
72	1.87242	0.974843	0.00484492
73	1.89807	1.01548	0.00531134
74	1.92372	1.05571	0.00441083
75	1.94937	1.09356	0.00506865
76	1.97502	1.12554	0.00480421
77	2.00067	1.15443	0.00417156
78	2.02632	1.18483	0.00566348
79	2.05197	1.20748	0.00395735
80	2.07762	1.21207	0.00467779
81	2.10327	1.21719	0.00362277
82	2.12892	1.20309	0.00494013
83	2.15457	1.19165	0.00621126
84	2.18022	1.1835	0.00482167
85	2.20587	1.1481	0.00422172
86	2.23152	1.12729	0.00377762
87	2.25717	1.09853	0.00495821
88	2.28282	1.06606	0.00498994
89	2.30847	1.03527	0.00508285
90	2.33412	1.00997	0.00509183
91	2.35977	0.986324	0.00453711
92	2.38542	0.967456	0.00322305
93	2.41107	0.94274	0.00380038
94	2.43672	0.924262	0.00361738
95	2.46237	0.914317	0.0040999
96	2.48802	0.903063	0.0026692
97	2.51366	0.898284	0.00328379
98	2.53931	0.890307	0.00267885
99	2.56496	0.893908	0.00350722

0	0.0256496	0	0
1	0.0512993	0	0
2	0.0769489	0	0
3	0.102599	0	0
4	0.128248	0	0
5	0.153898	0	0
6	0.179547	0	0
7	0.205197	0	0
8	0.230847	0	0
9	0.256496	0	0
10	0.282146	0	0
11	0.307796	0	0
12	0.333445	0	0
13	0.359095	0	0
14	0.384745	0	0
15	0.410394	0	0
16	0.436044	0	0
17	0.461694	0	0
18	0.487343	0	0
19	0.512993	0	0
20	0.538642	0	0
21	0.564292	0	0
22	0.589942	0	0
23	0.615591	0	0
24	0.641241	0	0
25	0.666891	0	0
26	0.69254	0	0
27	0.71819	0	0
28	0.74384	0	0
29	0.769489	0	0
30	0.795139	0	0
31	0.820788	0	0
32	0.846438	0	0
33	0.872088	0	0
34	0.897737	0.00101895	0.000149951
35	0.923387	0.0233178	0.000929987
36	0.949037	0.165594	0.00286959
37	0.974686	0.573938	0.00421231
38	1.00034	1.20709	0.00553208
39	1.02599	1.85023	0.010217
40	1.05164	2.32749	0.0101026
41	1.07728	2.5568	0.00893631
42	1.10293	2.54892	0.0103779
43	1.12858	2.40288	0.0103953
44	1.15423	2.19316	0.0071602
45	1.17988	1.97729	0.0117494
46	1.20553	1.75743	0.00711327
47	1.23118	1.54891	0.00668
48	1.25683	1.38194	0.00585238
49	1.28248	1.24288	0.00767658
50	1.30813	1.12167	0.00690251
51	1.33378	1.01837	0.00790349
52	1.35943	0.937076	0.00639368
53	1.38508	0.876806	0.00541298
54	1.41073	0.817862	0.00553982
55	1.43638	0.782369	0.00368189
56	1.46203	0.746923	0.00401972
57	1.48768	0.712081	0.00418775
58	1.51333	0.684462	0.00620163
59	1.53898	0.677963	0.00537475
60	1.56463	0.68077	0.00639638
61	1.59028	0.682089	0.00598825
62	1.61593	0.683185	0.00611022
63	1.64158	0.691143	0.00399565
64	1.66723	0.713193	0.0036074
65	1.69288	0.722957	0.00501917
66	1.71853	0.751212	0.00371945
67	1.74418	0.779864	0.0048119
68	1.76983	0.816621	0.00510639
69	1.79547	0.847661	0.00442388
70	1.82112	0.891804	0.00382053
71	1.84677	0.933252	0.00513742
72	1.87242	0.976787	0.00495053
73	1.89807	1.01663	0.00513958
74	1.92372	1.05641	0.00422082
75	1.94937	1.09248	0.00490275
76	1.97502	1.12472	0.00460657
77	2.00067	1.15573	0.0041358
78	2.02632	1.18442	0.00536337
79	2.05197	1.20599	0.00400609
80	2.07762	1.21131	0.00447896
81	2.10327	1.21484	0.00411329
82	2.12892	1.20159	0.0048869
83	2.15457	1.1911	0.00589031
84	2.18022	1.18341	0.00455477
85	2.20587	1.14872	0.00403349
86	2.23152	1.12684	0.00359488
87	2.25717	1.09889	0.00469559
