block	ave	block_ave	err
166	0.506667	0.502059	0.00231605
167	0.499418	0.502044	0.00230227
168	0.502472	0.502046	0.00228861
169	0.486574	0.501955	0.00227693
170	0.509738	0.502001	0.00226403
171	0.511402	0.502055	0.00225149
172	0.546973	0.502315	0.00225345
173	0.480415	0.502189	0.00224399
174	0.509642	0.502232	0.00223154
175	0.48094	0.502111	0.00222212
176	0.494657	0.502069	0.00220993
177	0.512565	0.502128	0.00219827
178	0.502806	0.502131	0.00218596
179	0.483835	0.50203	0.00217616
180	0.474417	0.501877	0.00216947
181	0.470183	0.501703	0.00216453
182	0.563659	0.502042	0.00217913
183	0.506702	0.502067	0.00216741
184	0.502069	0.502067	0.00215566
185	0.492068	0.502013	0.00214471
186	0.462048	0.501799	0.00214389
187	0.557529	0.502096	0.00215296
188	0.536207	0.502276	0.00214913
189	0.527579	0.50241	0.00214193
190	0.458625	0.50218	0.00214299
191	0.476554	0.502047	0.00213597
192	0.45922	0.501825	0.00213643
193	0.508068	0.501857	0.00212563
194	0.51259	0.501912	0.00211542
195	0.551847	0.502167	0.00211996
196	0.497855	0.502145	0.00210929
197	0.515194	0.502211	0.00209964
198	0.526162	0.502331	0.00209253
199	0.483952	0.502239	0.00208407
200	0.487691	0.502167	0.00207493
201	0.520502	0.502258	0.00206663
202	0.530153	0.502395	0.00206101
203	0.483992	0.502305	0.00205287
204	0.465907	0.502127	0.00205053
205	0.490633	0.502072	0.00204131
206	0.515023	0.502134	0.00203239
207	0.509581	0.50217	0.00202291
208	0.506716	0.502192	0.00201333
209	0.502544	0.502193	0.00200372
210	0.501787	0.502192	0.0019942
211	0.552947	0.502431	0.00199916
212	0.503835	0.502438	0.00198976
213	0.533116	0.502581	0.00198563
214	0.497149	0.502556	0.00197653
215	0.515614	0.502616	0.00196829
216	0.524383	0.502716	0.00196176
217	0.477515	0.502601	0.00195616
218	0.51724	0.502668	0.00194836
219	0.494043	0.502628	0.00193988
220	0.498556	0.50261	0.00193117
221	0.500696	0.502601	0.00192247
222	0.484339	0.502519	0.00191558
223	0.540586	0.502689	0.00191456
224	0.479474	0.502586	0.00190883
