step	acc_rate
0	-nan
1697	0.0100177
1698	0.0100118
1699	0.0100059
1700	0.01
1701	0.00999412
1702	0.00998825
1703	0.00998238
1704	0.00997653
1705	0.00997067
1706	0.00996483
1707	0.00995899
1708	0.00995316
1709	0.00994734
1710	0.00994152
1711	0.00993571
1712	0.00992991
1713	0.00992411
1714	0.00991832
1715	0.00991254
1716	0.00990676
1717	0.00990099
1718	0.00989523
1719	0.00988947
1720	0.00988372
1721	0.00987798
1722	0.00987224
1723	0.00986651
1724	0.00986079
1725	0.00985507
1726	0.00984936
1727	0.00984366
1728	0.00983796
1729	0.00983227
1730	0.00982659
1731	0.00982091
1732	0.00981524
1733	0.00980958
1734	0.00980392
1735	0.00979827
1736	0.00979263
1737	0.00978699
1738	0.00978136
1739	0.00977573
1740	0.00977011
1741	0.0097645
1742	0.0097589
1743	0.0097533
1744	0.00974771
1745	0.00974212
1746	0.00973654
1747	0.00973097
1748	0.0097254
1749	0.00971984
1750	0.00971429
1751	0.00970874
1752	0.0097032
1753	0.00969766
1754	0.00969213
1755	0.00968661
1756	0.00968109
1757	0.00967558
1758	0.00967008
1759	0.00966458
1760	0.00965909
1761	0.00965361
1762	0.00964813
1763	0.00964265
1764	0.00963719
1765	0.00963173
1766	0.00962627
1767	0.00962083
1768	0.00961538
1769	0.00960995
1770	0.00960452
1771	0.0095991
1772	0.00959368
1773	0.00958827
1774	0.00958286
1775	0.00957746
1776	0.00957207
1777	0.00956669
1778	0.0095613
1779	0.00955593
1780	0.00955056
1781	0.0095452
1782	0.00953984
1783	0.00953449
1784	0.00952915
1785	0.00952381
1786	0.00951848
1787	0.00951315
1788	0.00950783
1789	0.00950252
1790	0.00949721
1791	0.0094919
1792	0.00948661
1793	0.00948132
1794	0.00947603
1795	0.00947075
1796	0.00946548
1797	0.00946021
1798	0.00945495
1799	0.00944969
1800	0.00944444
1801	0.0094392
1802	0.00943396
1803	0.00942873
1804	0.0094235
1805	0.00941828
1806	0.00941307
1807	0.00940786
1808	0.00940265
1809	0.00939746
1810	0.00939227
1811	0.00938708
1812	0.0093819
1813	0.00937672
1814	0.00937155
1815	0.00936639
1816	0.00936123
1817	0.00935608
1818	0.00935094
1819	0.00934579
1820	0.00934066
1821	0.00933553
1822	0.00933041
1823	0.00932529
1824	0.00932018
1825	0.00931507
1826	0.00930997
1827	0.00930487
1828	0.00929978
1829	0.0092947
1830	0.00928962
1831	0.00928454
1832	0.00927948
1833	0.00927441
1834	0.00926936
1835	0.00926431
1836	0.00925926
1837	0.00925422
1838	0.00924918
1839	0.00924415
1840	0.00923913
1841	0.00923411
1842	0.0092291
1843	0.00922409
1844	0.00921909
1845	0.00921409
1846	0.0092091
1847	0.00920411
1848	0.00919913
1849	0.00919416
1850	0.00918919
1851	0.00918422
1852	0.00917927
1853	0.00917431
1854	0.00916936
1855	0.00916442
1856	0.00915948
1857	0.00915455
1858	0.00914962
1859	0.0091447
1860	0.00913978
1861	0.00913487
1862	0.00912997
1863	0.00912507
1864	0.00912017
1865	0.00911528
1866	0.0091104
1867	0.00910552
1868	0.00910064
1869	0.00909577
1870	0.00909091
1871	0.00908605
1872	0.0090812
1873	0.00907635
1874	0.0090715
1875	0.00906667
1876	0.00906183
1877	0.00905701
1878	0.00905218
1879	0.00904737
1880	0.00904255
1881	0.00903775
1882	0.00903294
1883	0.00902815
1884	0.00902335
1885	0.00901857
1886	0.00901379
1887	0.00900901
1888	0.00900424
1889	0.00899947
1890	0.00899471
1891	0.00898995
1892	0.0089852
1893	0.00898045
1894	0.00897571
1895	0.00897098
1896	0.00896624
1897	0.00896152
1898	0.0089568
1899	0.00895208
1900	0.00894737
1901	0.00894266
1902	0.00893796
1903	0.00893326
1904	0.00892857
1905	0.00892388
1906	0.0089192
1907	0.00891453
1908	0.00890985
1909	0.00890519
1910	0.00890052
1911	0.00889587
1912	0.00889121
1913	0.00888657
1914	0.00888192
1915	0.00887728
1916	0.00887265
1917	0.00886802
1918	0.0088634
1919	0.00885878
1920	0.00885417
1921	0.00884956
1922	0.00884495
1923	0.00884035
1924	0.00883576
1925	0.00883117
1926	0.00882658
1927	0.008822
1928	0.00881743
1929	0.00881286
1930	0.00880829
1931	0.00880373
1932	0.00879917
1933	0.00879462
1934	0.00879007
1935	0.00878553
1936	0.00878099
1937	0.00877646
1938	0.00877193
1939	0.00876741
1940	0.00876289
1941	0.00875837
1942	0.00875386
1943	0.00874936
1944	0.00874486
1945	0.00874036
1946	0.00873587
1947	0.00873138
1948	0.0087269
1949	0.00872242
1950	0.00871795
1951	0.00871348
1952	0.00870902
1953	0.00870456
1954	0.0087001
1955	0.00869565
1956	0.00869121
1957	0.00868677
1958	0.00868233
1959	0.0086779
1960	0.00867347
1961	0.00866905
1962	0.00866463
1963	0.00866021
1964	0.0086558
1965	0.0086514
1966	0.008647
1967	0.0086426
1968	0.00863821
1969	0.00863382
1970	0.00862944
1971	0.00862506
1972	0.00862069
1973	0.00861632
1974	0.00861196
1975	0.00860759
1976	0.00860324
1977	0.00859889
1978	0.00859454
1979	0.0085902
1980	0.00858586
1981	0.00858152
1982	0.00857719
1983	0.00857287
1984	0.00856855
1985	0.00856423
1986	0.00855992
1987	0.00855561
1988	0.00855131
1989	0.00854701
1990	0.00854271
1991	0.00853842
1992	0.00853414
1993	0.00852985
1994	0.00852558
1995	0.0085213
1996	0.00851703
1997	0.00851277
1998	0.00850851
1999	0.00850425
