step	acc_rate
0	-nan
1879	0.493348
1880	0.493085
1881	0.493355
1882	0.493624
1883	0.493893
1884	0.494161
1885	0.49443
1886	0.494698
1887	0.494966
1888	0.494703
1889	0.494971
1890	0.495238
1891	0.494976
1892	0.495243
1893	0.494982
1894	0.495248
1895	0.494987
1896	0.494726
1897	0.494465
1898	0.494204
1899	0.493944
1900	0.493684
1901	0.493951
1902	0.493691
1903	0.493431
1904	0.493697
1905	0.493963
1906	0.493704
1907	0.493445
1908	0.493187
1909	0.492928
1910	0.493194
1911	0.493459
1912	0.493724
1913	0.493466
1914	0.493208
1915	0.493473
1916	0.493737
1917	0.494001
1918	0.493743
1919	0.493486
1920	0.49375
1921	0.493493
1922	0.493757
1923	0.4935
1924	0.493243
1925	0.493506
1926	0.493769
1927	0.494032
1928	0.493776
1929	0.49352
1930	0.493782
1931	0.493527
1932	0.493271
1933	0.493016
1934	0.493278
1935	0.493023
1936	0.492769
1937	0.492514
1938	0.49226
1939	0.492006
1940	0.491753
1941	0.492014
1942	0.492276
1943	0.492537
1944	0.492284
1945	0.492031
1946	0.492292
1947	0.492553
1948	0.492813
1949	0.493073
1950	0.493333
1951	0.493593
1952	0.49334
1953	0.493088
1954	0.493347
1955	0.493606
1956	0.493865
1957	0.494124
1958	0.493871
1959	0.49413
1960	0.493878
1961	0.494136
1962	0.493884
1963	0.493632
1964	0.49389
1965	0.493639
1966	0.493896
1967	0.493645
1968	0.493902
1969	0.493652
1970	0.493909
1971	0.493658
1972	0.493915
1973	0.493664
1974	0.493921
1975	0.493671
1976	0.493421
1977	0.493171
1978	0.493428
1979	0.493684
1980	0.493939
1981	0.49369
1982	0.493441
1983	0.493192
1984	0.492944
1985	0.492695
1986	0.492951
1987	0.493206
1988	0.492958
1989	0.49271
1990	0.492462
1991	0.492215
1992	0.491968
1993	0.492223
1994	0.492477
1995	0.492732
1996	0.492485
1997	0.492739
1998	0.492993
1999	0.493247
