step	x
1	-0.296667
2	-0.296667
3	-0.296667
4	-0.296667
5	-0.296667
6	0.39106
7	0.39106
8	0.39106
9	0.676199
10	0.676199
11	0.0607523
12	0.0165188
13	-0.930657
14	-0.898681
15	-0.898681
16	1.06242
17	-1.40854
18	-1.40854
19	0.599247
20	0.599247
21	0.599247
22	0.599247
23	0.599247
24	0.599247
25	1.31969
26	1.31969
27	0.214721
28	0.214721
29	1.39501
30	-0.578498
31	-0.578498
32	1.93402
33	-0.534781
34	-0.534781
35	-0.534781
36	-0.534781
37	0.987981
38	0.987981
39	0.987981
40	0.61571
41	0.61571
42	0.61571
43	-0.254247
44	-0.254247
45	-0.254247
46	1.18624
47	1.18624
48	-0.813636
49	0.502421
50	0.502421
51	-0.755361
52	-0.755361
53	-0.755361
54	-0.755361
55	-0.755361
56	-0.755361
57	-0.755361
58	0.412991
59	-1.18667
60	-1.18667
61	-1.18667
62	0.450173
63	0.450173
64	1.00744
65	1.00744
66	1.00744
67	-1.18888
68	0.807513
69	-0.33406
70	-0.33406
71	-0.33406
72	1.0302
73	1.0302
74	0.474179
75	-0.90376
76	-0.90376
77	-0.90376
78	-0.90376
79	-0.90376
80	-0.90376
81	-0.90376
82	-0.90376
83	1.18154
84	1.18154
85	1.53494
86	0.501003
87	0.571397
88	-0.0296075
89	0.828217
90	0.828217
91	0.828217
92	0.828217
93	-0.534742
94	-0.534742
95	0.516481
96	0.516481
97	0.516481
98	0.516481
99	0.663264
100	0.663264
101	1.61733
102	-0.0435588
103	-0.49266
104	-0.585368
105	-0.585368
106	-0.585368
107	-0.585368
108	-0.585368
109	-0.585368
110	-0.0158036
111	0.113948
112	0.113948
113	0.113948
114	-0.23517
115	0.411799
116	0.970267
117	0.970267
118	0.970267
119	0.970267
120	0.249713
121	0.249713
122	0.964156
123	0.777074
124	-0.573186
125	-0.573186
126	-0.952621
127	0.350486
128	-0.826518
129	-0.826518
130	-0.826518
131	-0.688037
132	0.471835
133	0.471835
134	1.32784
135	-1.22588
136	-1.22588
137	1.10719
138	-0.105996
139	-1.38717
140	-0.206019
141	-0.206019
142	-0.849766
143	-0.849766
144	-0.507817
145	-0.507817
146	-1.11386
147	1.35391
148	1.1713
149	-0.979524
150	0.799792
151	-0.123614
152	-0.123614
153	0.948159
154	0.948159
155	0.948159
156	0.948159
157	0.948159
158	0.948159
159	1.04546
160	1.04546
161	0.565267
162	0.00346347
163	0.00346347
164	1.2914
165	-1.17908
166	-1.17908
167	0.861846
168	0.861846
169	0.861846
170	0.861846
171	0.861846
172	0.5677
173	0.690202
174	0.690202
175	0.690202
176	0.690202
177	0.690202
178	1.1598
179	1.1598
180	-0.258407
181	-0.258407
182	-0.258407
183	-0.258407
184	-1.33967
185	-1.18538
186	-1.18538
187	-1.15016
188	-1.15016
189	0.758842
190	0.758842
191	-1.38579
192	1.25211
193	0.538603
194	0.538603
195	0.538603
196	0.627571
197	0.475893
198	0.475893
199	0.475893
200	-0.714934
201	-0.714934
202	-0.612754
203	-0.612754
204	-0.612754
205	-0.612754
206	-0.612754
207	-0.612754
208	-0.612754
209	0.274599
210	1.01064
211	1.01064
212	0.352933
213	-0.923919
214	-0.923919
215	1.10995
216	1.10995
217	0.282191
218	1.02382
219	0.3696
220	-0.474292
221	-0.979536
222	-0.979536
223	-0.819686
224	-0.819686
225	-1.13431
226	0.899702
227	0.899702
228	0.899702
229	0.899702
230	0.899702
231	-0.750949
232	-0.750949
233	-0.750949
234	-1.11439
235	-1.11439
236	-1.11439
237	0.0219506
238	0.0219506
239	-1.12471
240	-1.12471
241	0.523637
242	0.523637
243	-0.476612
244	0.491789
245	0.491789
246	0.491789
247	1.37278
248	1.37278
249	1.37278
250	1.37278
251	1.37278
252	0.764288
253	0.262235
254	0.262235
255	1.16203
256	1.16203
257	1.27655
258	1.27655
259	1.27655
260	1.27655
261	-1.338
262	-1.46536
263	-1.46536
264	0.218555
265	0.218555
266	0.543587
267	0.543587
268	0.543587
269	0.543587
270	-0.47357
271	-0.47357
272	-0.638815
273	-0.638815
274	-0.569079
275	-0.569079
276	0.620931
277	0.620931
278	0.620931
279	0.620931
280	0.620931
281	0.620931
282	0.666813
283	-1.2675
284	-1.2675
285	-1.09547
286	-1.09547
287	0.0707944
288	-2.23291
289	-0.489788
290	-0.489788
291	-0.489788
292	-0.489788
293	-0.503317
294	0.859483
295	1.02181
296	1.30434
297	-0.897516
298	0.127557
299	0.127557
300	0.8947
301	-0.0570015
302	-1.29289
303	0.298409
304	-0.196612
305	-0.196612
306	0.380975
307	-1.19876
308	0.630049
309	-0.300574
310	-0.300574
311	-0.300574
312	-0.12073
313	-0.12073
314	0.180195
315	0.180195
316	0.180195
317	-1.51023
318	-1.06175
319	-1.06175
320	-1.06175
321	-1.06175
322	-1.06175
323	-1.06175
324	-1.06175
325	1.11333
326	1.11333
327	1.11333
328	1.11333
329	0.340888
330	-0.824292
331	-0.824292
332	0.0108651
333	0.0108651
334	-0.66816
335	-0.349706
336	-0.401791
337	-0.401791
338	-0.875199
339	-0.875199
340	-0.595446
341	-0.595446
342	0.312426
343	-0.645236
344	-1.14744
345	0.720302
346	0.720302
347	0.720302
348	0.120006
349	0.120006
350	0.120006
351	0.120006
352	0.644415
353	-0.319917
354	-0.319917
355	0.0170236
356	0.0170236
357	0.880089
358	0.880089
359	0.880089
360	0.880089
361	0.880089
362	0.880089
363	-1.34229
364	-1.34229
365	-0.347521
366	-0.347521
367	-0.347521
368	0.296733
369	0.296733
370	0.903269
371	-0.997482
372	-0.755003
373	-0.374438
374	-0.374438
375	0.153826
376	-1.55996
377	-1.55996
378	-1.58416
379	0.842758
380	0.842758
381	0.842758
382	-0.326303
383	-0.326303
384	1.02433
385	-1.60039
386	-1.60039
387	0.326005
388	-1.03482
389	-1.03482
390	-1.03482
391	0.0576769
392	-0.434127
393	-0.434127
394	-0.572352
395	-0.477923
