step	x
1	0.276898
2	0.276898
3	0.276898
4	0.276898
5	0.276898
6	0.276898
7	0.276898
8	0.276898
9	0.276898
10	0.276898
11	0.276898
12	0.276898
13	0.276898
14	0.276898
15	0.276898
16	0.276898
17	0.276898
18	0.276898
19	0.276898
20	0.276898
21	0.276898
22	0.276898
23	0.276898
24	0.276898
25	0.276898
26	0.276898
27	0.276898
28	0.276898
29	0.276898
30	0.276898
31	0.276898
32	0.276898
33	0.276898
34	0.276898
35	0.276898
36	0.276898
37	0.276898
38	0.276898
39	0.276898
40	0.276898
41	0.276898
42	0.276898
43	0.276898
44	0.276898
45	0.276898
46	0.276898
47	0.276898
48	0.276898
49	0.276898
50	0.276898
51	0.276898
52	0.276898
53	0.276898
54	0.276898
55	0.276898
56	0.276898
57	0.276898
58	0.276898
59	0.276898
60	0.276898
61	0.276898
62	0.276898
63	0.276898
64	0.276898
65	0.276898
66	0.276898
67	0.276898
68	-0.276806
69	-0.276806
70	-0.276806
71	-0.276806
72	-0.276806
73	-0.276806
74	-0.276806
75	-0.276806
76	-0.276806
77	-0.276806
78	-0.276806
79	-0.276806
80	-0.276806
81	-0.276806
82	-0.276806
83	-0.281833
84	-0.281833
85	-0.281833
86	-0.281833
87	-0.281833
88	-0.281833
89	-0.281833
90	-0.281833
91	-0.281833
92	-0.281833
93	-0.281833
94	-0.281833
95	-0.281833
96	-0.281833
97	-0.281833
98	-0.281833
99	-0.281833
100	-0.281833
101	-0.281833
102	-0.281833
103	-0.281833
104	-0.281833
105	-0.281833
106	-0.281833
107	-0.281833
108	-0.281833
109	-0.281833
110	-0.281833
111	-0.281833
112	-0.281833
113	-0.281833
114	-0.281833
115	-0.281833
116	-0.281833
117	-0.281833
118	-0.281833
119	-0.281833
120	-0.281833
121	-0.281833
122	-0.281833
123	-0.281833
124	-0.281833
125	-0.281833
126	-0.281833
127	-0.281833
128	-0.281833
129	-0.281833
130	-0.281833
131	-0.281833
132	-0.281833
133	-0.281833
134	-0.281833
135	-0.281833
136	-0.281833
137	-0.281833
138	-0.281833
139	-0.281833
140	-0.281833
141	-0.281833
142	-0.281833
143	-0.281833
144	-0.281833
145	-0.281833
146	-0.281833
147	-0.281833
148	-0.281833
149	-0.281833
150	-0.281833
151	-0.281833
152	-0.281833
153	-0.281833
154	-0.281833
155	-0.281833
156	-0.281833
157	-0.281833
158	-0.281833
159	-0.281833
160	-0.281833
161	-0.281833
162	-0.281833
163	-0.281833
164	-0.281833
165	-0.281833
166	-0.281833
167	-0.281833
168	-0.281833
169	-0.281833
170	-0.281833
171	-0.281833
172	-0.281833
173	-0.281833
174	-0.281833
175	-0.281833
176	-0.281833
177	-0.281833
178	-0.281833
179	-0.281833
180	-0.281833
181	-0.281833
182	-0.281833
183	-0.281833
184	-0.281833
185	-0.281833
186	-0.281833
187	-0.281833
188	-0.281833
189	-0.281833
190	-0.281833
191	-0.281833
192	-0.281833
193	-0.281833
194	-0.281833
195	-0.281833
196	-0.281833
197	-0.281833
198	-0.281833
199	-0.281833
200	-0.281833
201	-0.281833
202	-0.281833
203	-0.281833
204	-0.281833
205	-0.281833
206	-0.281833
207	-0.281833
208	-0.281833
209	-0.281833
210	-0.281833
211	-0.281833
212	-0.281833
213	-0.281833
214	-0.281833
215	-0.281833
216	-0.281833
217	-0.281833
218	-0.281833
219	-0.281833
220	-0.281833
221	-0.281833
222	-0.281833
223	-0.281833
224	-0.281833
225	-0.281833
226	-0.281833
227	-0.281833
228	-0.281833
229	-0.281833
230	-0.281833
231	-0.281833
232	-0.281833
233	-0.281833
234	-0.281833
235	-0.281833
236	-0.281833
237	-0.281833
238	-0.281833
239	-0.281833
240	-0.281833
