x	y	z	r
1.26168	-2.04379	3.51915	4.26067
-0.556319	0.335457	5.61303	5.6505
-3.5169	1.89266	8.11405	9.0437
-5.00187	-0.26169	6.49156	8.19924
-2.15416	-0.016573	9.68777	9.92439
-3.37786	-2.46376	7.48445	8.57304
-4.5305	-0.544102	7.69422	8.94553
-4.5305	-0.544102	7.69422	8.94553
-5.16637	0.806944	7.9594	9.52337
-5.63366	3.13573	5.83311	8.6946
-5.63366	3.13573	5.83311	8.6946
-5.63366	3.13573	5.83311	8.6946
-6.93333	0.182631	4.82939	8.45148
-5.99961	-2.85263	7.14383	9.75536
-4.05731	-5.7379	8.22368	10.8173
-4.05731	-5.7379	8.22368	10.8173
-2.27923	-4.22303	10.6091	11.644
-0.258545	-1.39573	8.40265	8.5217
-0.258545	-1.39573	8.40265	8.5217
-1.91643	-3.57652	7.47068	8.50148
-1.91643	-3.57652	7.47068	8.50148
-1.77217	-1.20528	7.54233	7.84092
-1.67048	-1.2535	6.7438	7.05979
-1.25527	-1.71864	5.95701	6.32577
-1.25527	-1.71864	5.95701	6.32577
0.734204	-1.47238	4.88183	5.15163
-0.570329	-1.18108	4.16346	4.36516
-1.70106	0.404562	5.08191	5.3743
-1.70106	0.404562	5.08191	5.3743
-1.70106	0.404562	5.08191	5.3743
-1.70106	0.404562	5.08191	5.3743
-1.70106	0.404562	5.08191	5.3743
-1.70106	0.404562	5.08191	5.3743
-1.70106	0.404562	5.08191	5.3743
-3.29489	1.38294	4.75065	5.94454
-0.55032	1.19625	6.42076	6.55439
-0.55032	1.19625	6.42076	6.55439
-0.55032	1.19625	6.42076	6.55439
-0.679749	0.749514	4.51564	4.62762
-0.679749	0.749514	4.51564	4.62762
-0.337166	-1.77593	7.19961	7.42307
-1.94564	-2.60581	6.46801	7.23954
-3.96683	-2.16549	6.14082	7.62462
-3.96683	-2.16549	6.14082	7.62462
-3.96683	-2.16549	6.14082	7.62462
-3.96683	-2.16549	6.14082	7.62462
-0.79564	-2.42421	3.86449	4.63078
1.21964	-2.3315	1.1731	2.8809
0.450453	-3.23798	-1.84011	3.75146
0.557905	-2.98902	-1.24757	3.28662
-0.650732	-2.74776	-1.35771	3.13322
-3.20203	-0.369073	-4.36584	5.42676
-3.20203	-0.369073	-4.36584	5.42676
-3.20203	-0.369073	-4.36584	5.42676
-0.332775	-2.30519	-2.02408	3.0857
-0.332775	-2.30519	-2.02408	3.0857
-0.332775	-2.30519	-2.02408	3.0857
-0.332775	-2.30519	-2.02408	3.0857
-0.332775	-2.30519	-2.02408	3.0857
