ntrain	epoch	loss
570.0	36	0.0004416726587805897
570.0	37	0.00034584483364596963
570.0	38	0.0002705070946831256
570.0	39	0.00021145318169146776
570.0	40	0.00016540847718715668
570.0	41	0.0001293569221161306
570.0	42	0.00010123502579517663
570.0	43	7.9285295214504e-05
570.0	44	6.205461249919608e-05
570.0	45	4.859200635110028e-05
570.0	46	3.799551268457435e-05
570.0	47	2.9720533348154277e-05
570.0	48	2.325526838831138e-05
570.0	49	1.8189930415246636e-05
570.0	50	1.4226973689801525e-05
570.0	51	1.1122837349830661e-05
570.0	52	8.704078936716542e-06
570.0	53	6.813900199631462e-06
570.0	54	5.333839453669498e-06
570.0	55	4.173235993221169e-06
570.0	56	3.2629500310576987e-06
570.0	57	2.555855417085695e-06
570.0	58	1.998990683205193e-06
570.0	59	1.5634735746061779e-06
570.0	60	1.2228667856106767e-06
570.0	61	9.562170362187317e-07
570.0	62	7.482095725208637e-07
570.0	63	5.85706743549963e-07
570.0	64	4.5837592210773437e-07
570.0	65	3.584976582260424e-07
570.0	66	2.806161489843362e-07
570.0	67	2.1959023399631405e-07
570.0	68	1.718912017167895e-07
570.0	69	1.345631801541458e-07
660.0	0	1.7359963655471802
660.0	1	1.086349368095398
660.0	2	0.7185441255569458
660.0	3	0.49874988198280334
660.0	4	0.3568715751171112
660.0	5	0.25968268513679504
660.0	6	0.19144010543823242
660.0	7	0.14196954667568207
660.0	8	0.10575007647275925
660.0	9	0.07891739159822464
660.0	10	0.059016939252614975
660.0	11	0.04421192780137062
660.0	12	0.033110182732343674
660.0	13	0.024774761870503426
660.0	14	0.018521184101700783
660.0	15	0.013877504505217075
660.0	16	0.010398222133517265
660.0	17	0.007783016189932823
660.0	18	0.00582751864567399
660.0	19	0.0043580373749136925
660.0	20	0.003268674947321415
660.0	21	0.002450136700645089
660.0	22	0.0018343067495152354
660.0	23	0.0013737676199525595
660.0	24	0.0010279373964294791
660.0	25	0.0007698717527091503
660.0	26	0.0005765349487774074
660.0	27	0.00043203908717259765
660.0	28	0.0003235710028093308
660.0	29	0.00024270787253044546
660.0	30	0.00018185211229138076
660.0	31	0.00013651353947352618
660.0	32	0.00010218835814157501
660.0	33	7.643001299584284e-05
660.0	34	5.727862298954278e-05
660.0	35	4.292667654226534e-05
660.0	36	3.210900831618346e-05
660.0	37	2.402764221187681e-05
660.0	38	1.7987174942390993e-05
660.0	39	1.3466231393977068e-05
660.0	40	1.0077980732603464e-05
660.0	41	7.549891961389221e-06
660.0	42	5.655749191646464e-06
660.0	43	4.236690983816516e-06
660.0	44	3.1721933737571817e-06
660.0	45	2.3750553737045266e-06
660.0	46	1.7784897181627457e-06
660.0	47	1.332700435341394e-06
660.0	48	9.968072163246688e-07
660.0	49	7.468514127140224e-07
660.0	50	5.592546017396671e-07
660.0	51	4.185664295164315e-07
660.0	52	3.132532810923294e-07
660.0	53	2.3456185260783968e-07
660.0	54	1.755679477355443e-07
660.0	55	1.3170217982860777e-07
660.0	56	9.875537898551556e-08
660.0	57	7.390831768816497e-08
660.0	58	5.5263459586285535e-08
660.0	59	4.141696408055395e-08
660.0	60	3.107306412175603e-08
660.0	61	2.323390191349972e-08
660.0	62	1.7396216023257693e-08
660.0	63	1.3023224276764722e-08
660.0	64	9.751633278654026e-09
660.0	65	7.3069603701014785e-09
660.0	66	5.479635412086736e-09
660.0	67	4.1092458324953895e-09
660.0	68	3.0686364560494894e-09
660.0	69	2.2939432575697083e-09
750.0	0	4.083674907684326
750.0	1	2.738511800765991
750.0	2	1.9025620222091675
750.0	3	1.34168541431427
750.0	4	0.9528889060020447
750.0	5	0.6829049587249756
750.0	6	0.49150484800338745
750.0	7	0.3528227210044861
750.0	8	0.2535170316696167
750.0	9	0.18271425366401672
750.0	10	0.1316784918308258
750.0	11	0.09484870731830597
750.0	12	0.06827312707901001
750.0	13	0.04914800450205803
750.0	14	0.035273563116788864
750.0	15	0.025341439992189407
750.0	16	0.018155831843614578
750.0	17	0.013066389597952366
750.0	18	0.009404939599335194
750.0	19	0.006757683586329222
750.0	20	0.004866552539169788
750.0	21	0.003500822000205517
750.0	22	0.0025171602610498667
750.0	23	0.0018161674961447716
750.0	24	0.0013060569763183594
750.0	25	0.0009407063480466604
750.0	26	0.0006762606208212674
750.0	27	0.00048801934462971985
750.0	28	0.00035087959258817136
750.0	29	0.0002525979361962527
750.0	30	0.00018185681255999953
750.0	31	0.0001312552922172472
750.0	32	9.417131514055654e-05
750.0	33	6.770467007299885e-05
750.0	34	4.8863010306376964e-05
750.0	35	3.512307375785895e-05
750.0	36	2.530950223444961e-05
750.0	37	1.8143162378692068e-05
750.0	38	1.303221142734401e-05
750.0	39	9.363001481688116e-06
750.0	40	6.746402050339384e-06
750.0	41	4.864704351348337e-06
750.0	42	3.493825943223783e-06
750.0	43	2.511217644496355e-06
750.0	44	1.8108178210241022e-06
750.0	45	1.301850488744094e-06
750.0	46	9.386503165842441e-07
750.0	47	6.750692591594998e-07
750.0	48	4.869393706030678e-07
750.0	49	3.494772045087302e-07
750.0	50	2.522575641705771e-07
750.0	51	1.8166514337281114e-07
750.0	52	1.301558683053372e-07
750.0	53	9.391881405917957e-08
750.0	54	6.767351123926346e-08
750.0	55	4.880846304899933e-08
750.0	56	3.511813773116046e-08
750.0	57	2.526376441380762e-08
750.0	58	1.8206774754503385e-08
750.0	59	1.3090247996672133e-08
750.0	60	9.39972810698464e-09
750.0	61	6.746948777447415e-09
750.0	62	4.860853941579535e-09
750.0	63	3.4977729601592955e-09
750.0	64	2.5142137261013886e-09
750.0	65	1.8064000295581195e-09
750.0	66	1.2935998938701232e-09
750.0	67	9.237172138298888e-10
750.0	68	6.666356910933757e-10
750.0	69	4.726066760163405e-10
840.0	0	2.515371084213257
840.0	1	1.536446213722229
840.0	2	0.9967026710510254
840.0	3	0.6663402915000916
840.0	4	0.45323416590690613
840.0	5	0.30919894576072693
840.0	6	0.21262221038341522
840.0	7	0.14550457894802094
840.0	8	0.10039038211107254
840.0	9	0.06898818165063858
840.0	10	0.04783649742603302
840.0	11	0.03300268203020096
840.0	12	0.022812344133853912
840.0	13	0.01579395681619644
840.0	14	0.010924973525106907
840.0	15	0.007565522566437721
840.0	16	0.005232157185673714
840.0	17	0.003608472878113389
840.0	18	0.002490083687007427
840.0	19	0.0017170460196211934
840.0	20	0.0011911157052963972
840.0	21	0.0008194424444809556
840.0	22	0.000567423237953335
840.0	23	0.0003906657511834055
840.0	24	0.00026864823303185403
840.0	25	0.00018634354637470096
840.0	26	0.00012899040302727371
840.0	27	8.900383545551449e-05
840.0	28	6.180829950608313e-05
840.0	29	4.2677114834077656e-05
840.0	30	2.9586672098957933e-05
840.0	31	2.028943163168151e-05
840.0	32	1.3950191714684479e-05
840.0	33	9.611108907847665e-06
840.0	34	6.641463642154122e-06
840.0	35	4.582051133183995e-06
840.0	36	3.158912250000867e-06
840.0	37	2.1828755052410997e-06
840.0	38	1.512285734861507e-06
840.0	39	1.043409156409325e-06
840.0	40	7.175148084570537e-07
840.0	41	4.958948807143315e-07
840.0	42	3.4258999903613585e-07
840.0	43	2.368300613397878e-07
840.0	44	1.6357287790924602e-07
840.0	45	1.1297328228465631e-07
840.0	46	7.776711186124885e-08
840.0	47	5.375711964461516e-08
840.0	48	3.718892216397762e-08
840.0	49	2.5772262546297497e-08
840.0	50	1.785157444089691e-08
840.0	51	1.232018220775899e-08
840.0	52	8.45398240301165e-09
840.0	53	5.829635885135076e-09
840.0	54	4.038465561961857e-09
840.0	55	2.791540776314605e-09
840.0	56	1.930719806253478e-09
840.0	57	1.3312414504085268e-09
840.0	58	9.096142727926804e-10
840.0	59	6.325254764405486e-10
840.0	60	4.366790540277776e-10
840.0	61	2.996405623623133e-10
840.0	62	2.0660545496653526e-10
840.0	63	1.4516281232612727e-10
840.0	64	1.026210852406173e-10
840.0	65	6.827380327756316e-11
840.0	66	4.140558382270676e-11
840.0	67	2.6389593635323116e-11
840.0	68	2.0384440663212544e-11
840.0	69	1.7528901941066266e-11
930.0	0	3.229374647140503
930.0	1	1.9565551280975342
930.0	2	1.221662998199463
930.0	3	0.8022279739379883
930.0	4	0.5208202600479126
930.0	5	0.3493342697620392
930.0	6	0.2320149838924408
930.0	7	0.15115030109882355
930.0	8	0.10111615806818008
930.0	9	0.06783427298069
930.0	10	0.045585960149765015
930.0	11	0.03008200041949749
930.0	12	0.019909227266907692
930.0	13	0.012954755686223507
930.0	14	0.008612954057753086
930.0	15	0.005695503670722246
930.0	16	0.003776237601414323
930.0	17	0.00253408495336771
930.0	18	0.0017053737537935376
930.0	19	0.001148076495155692
930.0	20	0.0007648741011507809
930.0	21	0.000510734913405031
930.0	22	0.00033794762566685677
930.0	23	0.00022710167104378343
930.0	24	0.00015210482524707913
930.0	25	0.00010114858014276251
930.0	26	6.737747025908902e-05
930.0	27	4.5132073864806443e-05
930.0	28	2.9624870876432396e-05
930.0	29	1.9757606423809193e-05
930.0	30	1.3157741705072112e-05
930.0	31	8.667515430715866e-06
930.0	32	5.7262777772848494e-06
930.0	33	3.818762706941925e-06
930.0	34	2.5669105525594205e-06
930.0	35	1.705747081359732e-06
930.0	36	1.147320176642097e-06
930.0	37	7.574965366075048e-07
930.0	38	5.031041041547724e-07
930.0	39	3.37638311975752e-07
930.0	40	2.250765334110838e-07
930.0	41	1.4974820317092963e-07
930.0	42	9.913593856936131e-08
930.0	43	6.62562911202258e-08
930.0	44	4.4547139310679995e-08
930.0	45	2.9199409112834473e-08
930.0	46	1.9513418436645225e-08
930.0	47	1.279487538141666e-08
930.0	48	8.489395852961934e-09
930.0	49	5.614553710842074e-09
930.0	50	3.716688956600933e-09
930.0	51	2.495236461896866e-09
930.0	52	1.6518362233597372e-09
930.0	53	1.0967344810097757e-09
930.0	54	7.334332585706704e-10
930.0	55	4.890653437783499e-10
930.0	56	3.239315204961457e-10
930.0	57	2.129574155906866e-10
930.0	58	1.4632761669020056e-10
930.0	59	1.0003902567445877e-10
930.0	60	6.282365599963313e-11
930.0	61	3.62207971948969e-11
930.0	62	2.4203828177804532e-11
930.0	63	1.9545930846076587e-11
930.0	64	1.771400560957037e-11
930.0	65	1.6465856456093775e-11
930.0	66	1.5770301731166114e-11
930.0	67	1.507848707005266e-11
930.0	68	1.4821525951003167e-11
930.0	69	1.455185104359824e-11
1020.0	0	0.6214279532432556
1020.0	1	0.19142311811447144
1020.0	2	0.06600629538297653
1020.0	3	0.02670374885201454
1020.0	4	0.012902576476335526
1020.0	5	0.00715538440272212
1020.0	6	0.0043052625842392445
1020.0	7	0.0026976449880748987
1020.0	8	0.001721151522360742
1020.0	9	0.001108280150219798
1020.0	10	0.0007157245418056846
1020.0	11	0.00046308254241012037
1020.0	12	0.00029984270804561675
1020.0	13	0.00019415582937654108
1020.0	14	0.00012577393499668688
1020.0	15	8.14839659142308e-05
1020.0	16	5.275300281937234e-05
1020.0	17	3.4166299883509055e-05
1020.0	18	2.2130516299512237e-05
1020.0	19	1.4342128451971803e-05
1020.0	20	9.29207726585446e-06
1020.0	21	6.020101409376366e-06
1020.0	22	3.897731403412763e-06
1020.0	23	2.52599420491606e-06
1020.0	24	1.636299316487566e-06
1020.0	25	1.0602868769638008e-06
1020.0	26	6.866911803626863e-07
1020.0	27	4.4492972506304795e-07
1020.0	28	2.881898240048031e-07
1020.0	29	1.865344785301204e-07
1020.0	30	1.2083610556601343e-07
1020.0	31	7.824721848237459e-08
1020.0	32	5.070938513540568e-08
1020.0	33	3.292572969826324e-08
1020.0	34	2.142325428167169e-08
1020.0	35	1.3879566829189116e-08
1020.0	36	8.960120645440384e-09
1020.0	37	5.7820765952953934e-09
1020.0	38	3.7400953445398954e-09
1020.0	39	2.4237007956173784e-09
1020.0	40	1.561530904581332e-09
1020.0	41	1.0200337241528246e-09
1020.0	42	6.622696835378861e-10
1020.0	43	4.346491500051286e-10
1020.0	44	2.782511443477631e-10
1020.0	45	1.8314756655701814e-10
1020.0	46	1.243285613350409e-10
1020.0	47	8.024585163024511e-11
1020.0	48	4.5614591964726614e-11
1020.0	49	2.6533540989359672e-11
1020.0	50	1.9998377953633906e-11
1020.0	51	1.8415087163492494e-11
1020.0	52	1.7337390204041903e-11
1020.0	53	1.612376378246072e-11
1020.0	54	1.5089401950163506e-11
1020.0	55	1.5067605149687857e-11
1020.0	56	1.506760341496438e-11
1020.0	57	1.4925295374612624e-11
1020.0	58	1.4521891501806383e-11
1020.0	59	1.4183930072131368e-11
1020.0	60	1.3991254335654624e-11
1020.0	61	1.3992793902739553e-11
1020.0	62	1.4002961117032253e-11
1020.0	63	1.401637660103372e-11
1020.0	64	1.4007681299610386e-11
1020.0	65	1.4004812934342858e-11
1020.0	66	1.4007680432248648e-11
1020.0	67	1.4007681299610386e-11
1020.0	68	1.3524853979818285e-11
1020.0	69	1.306034967674119e-11
1110.0	0	0.5702188014984131
1110.0	1	0.1484067589044571
1110.0	2	0.0422574058175087
1110.0	3	0.014028786681592464
1110.0	4	0.005730969365686178
1110.0	5	0.0028449171222746372
1110.0	6	0.0015862134750932455
1110.0	7	0.0009377368842251599
1110.0	8	0.000568389252293855
1110.0	9	0.0003486553323455155
1110.0	10	0.0002145283215213567
1110.0	11	0.0001325109478784725
1110.0	12	8.177290874300525e-05
1110.0	13	5.046873047831468e-05
1110.0	14	3.1167401175480336e-05
1110.0	15	1.9240163965150714e-05
1110.0	16	1.1887550499523059e-05
1110.0	17	7.3465207606204785e-06
1110.0	18	4.541365342447534e-06
1110.0	19	2.805072199407732e-06
1110.0	20	1.732354348860099e-06
1110.0	21	1.0711630693549523e-06
1110.0	22	6.619061423407402e-07
1110.0	23	4.0896941300161416e-07
1110.0	24	2.527861795442732e-07
1110.0	25	1.5631418648354156e-07
1110.0	26	9.667178346717265e-08
1110.0	27	5.978225203762122e-08
1110.0	28	3.6973645478610706e-08
1110.0	29	2.287114497789844e-08
1110.0	30	1.4114879043347628e-08
1110.0	31	8.70843663847154e-09
1110.0	32	5.375957456976721e-09
1110.0	33	3.3359532913834755e-09
1110.0	34	2.067044313491806e-09
1110.0	35	1.2798061499452729e-09
1110.0	36	7.946218683052564e-10
1110.0	37	4.960205579607191e-10
1110.0	38	3.0561680963714366e-10
1110.0	39	1.90821372592076e-10
1110.0	40	1.2436200680365772e-10
1110.0	41	7.558112469219225e-11
1110.0	42	4.058640576398709e-11
1110.0	43	2.4047704799690095e-11
1110.0	44	1.819474258757392e-11
1110.0	45	1.6644702977020032e-11
1110.0	46	1.5975495232245507e-11
1110.0	47	1.477245235859126e-11
1110.0	48	1.418878816522584e-11
1110.0	49	1.338328666639077e-11
1110.0	50	1.2703456342411101e-11
1110.0	51	1.2679831143391773e-11
1110.0	52	1.2679830276030035e-11
1110.0	53	1.2662783148431611e-11
1110.0	54	1.2651878676661621e-11
1110.0	55	1.2651879544023359e-11
1110.0	56	1.2651877809299883e-11
1110.0	57	1.2632035174819922e-11
1110.0	58	1.2157859788364256e-11
1110.0	59	1.2163209675564168e-11
1110.0	60	1.2157861523087732e-11
1110.0	61	1.2157860655725994e-11
1110.0	62	1.2157863257811208e-11
1110.0	63	1.2157861523087732e-11
1110.0	64	1.2157859788364256e-11
1110.0	65	1.2157860655725994e-11
1110.0	66	1.2186556451465602e-11
1110.0	67	1.2174287619681756e-11
1110.0	68	1.2167591587064486e-11
1110.0	69	1.1733833522875603e-11
1200.0	0	0.5449743866920471
1200.0	1	0.126142680644989
1200.0	2	0.03243444487452507
1200.0	3	0.010025070048868656
1200.0	4	0.003969545476138592
1200.0	5	0.0019322223961353302
1200.0	6	0.0010539783397689462
1200.0	7	0.0006060000159777701
1200.0	8	0.0003563889767974615
1200.0	9	0.00020987044263165444
1200.0	10	0.0001241329446202144
1200.0	11	7.37714726710692e-05
1200.0	12	4.383847408462316e-05
1200.0	13	2.6019781216746196e-05
1200.0	14	1.5463536328752525e-05
1200.0	15	9.17937904887367e-06
1200.0	16	5.448783213068964e-06
1200.0	17	3.2201794510910986e-06
1200.0	18	1.9105746105196886e-06
1200.0	19	1.1324005981805385e-06
1200.0	20	6.707146553708299e-07
1200.0	21	3.9801483353585354e-07
1200.0	22	2.3577685226428002e-07
1200.0	23	1.3952960387086932e-07
1200.0	24	8.274702167909709e-08
1200.0	25	4.9041894101264916e-08
1200.0	26	2.9171951965167864e-08
1200.0	27	1.7293784182470517e-08
1200.0	28	1.0255394755631642e-08
1200.0	29	6.098688665190366e-09
1200.0	30	3.6241905032596833e-09
1200.0	31	2.146033573069417e-09
1200.0	32	1.280159978023221e-09
1200.0	33	7.62855112412808e-10
1200.0	34	4.535483932865958e-10
1200.0	35	2.6661173269104665e-10
1200.0	36	1.5982064283104336e-10
1200.0	37	9.626866664946832e-11
1200.0	38	5.200768982138726e-11
1200.0	39	2.5994694244357852e-11
1200.0	40	1.9721781499559832e-11
1200.0	41	1.7275429350926963e-11
1200.0	42	1.6239771680193194e-11
1200.0	43	1.583303106678091e-11
1200.0	44	1.5602808975390126e-11
1200.0	45	1.525652520983911e-11
1200.0	46	1.4440069799614985e-11
1200.0	47	1.4174963286484044e-11
1200.0	48	1.369864811862076e-11
1200.0	49	1.3182899216701571e-11
1200.0	50	1.3182896614616357e-11
1200.0	51	1.3182896614616357e-11
1200.0	52	1.2653688860608803e-11
1200.0	53	1.267950935218698e-11
1200.0	54	1.2679507617463504e-11
1200.0	55	1.267950935218698e-11
1200.0	56	1.2665373957942982e-11
1200.0	57	1.2650782331424804e-11
1200.0	58	1.2667909256303123e-11
1200.0	59	1.2667909256303123e-11
1200.0	60	1.2667909256303123e-11
1200.0	61	1.2667906654217909e-11
1200.0	62	1.2667906654217909e-11
1200.0	63	1.2676346951290274e-11
1200.0	64	1.1814221476114106e-11
1200.0	65	1.1652710046883286e-11
1200.0	66	1.1652709179521548e-11
1200.0	67	1.1255970981671748e-11
1200.0	68	1.1215492944083305e-11
1200.0	69	1.1215492944083305e-11
