sigma	epoch	loss
0.25	62	0.056862082332372665
0.25	63	0.05688607320189476
0.25	64	0.056911684572696686
0.25	65	0.056872736662626266
0.25	66	0.056885264813899994
0.25	67	0.056899409741163254
0.25	68	0.056879524141550064
0.25	69	0.05689319968223572
0.4	0	1.5548545122146606
0.4	1	1.0787028074264526
0.4	2	0.7895850539207458
0.4	3	0.6089563965797424
0.4	4	0.49155178666114807
0.4	5	0.4107326567173004
0.4	6	0.35250428318977356
0.4	7	0.3092228174209595
0.4	8	0.2767487168312073
0.4	9	0.25180917978286743
0.4	10	0.23206739127635956
0.4	11	0.21657201647758484
0.4	12	0.20401233434677124
0.4	13	0.19403043389320374
0.4	14	0.18632693588733673
0.4	15	0.18005351722240448
0.4	16	0.17499937117099762
0.4	17	0.17095768451690674
0.4	18	0.16763803362846375
0.4	19	0.16507169604301453
0.4	20	0.1629853993654251
0.4	21	0.16133470833301544
0.4	22	0.16002430021762848
0.4	23	0.1588224470615387
0.4	24	0.15792471170425415
0.4	25	0.15718558430671692
0.4	26	0.15667085349559784
0.4	27	0.15618319809436798
0.4	28	0.15582336485385895
0.4	29	0.15553024411201477
0.4	30	0.15532085299491882
0.4	31	0.1550796777009964
0.4	32	0.1549799144268036
0.4	33	0.15484564006328583
0.4	34	0.15472020208835602
0.4	35	0.15464168787002563
0.4	36	0.15461775660514832
0.4	37	0.15451622009277344
0.4	38	0.15447449684143066
0.4	39	0.15450003743171692
0.4	40	0.1544559895992279
0.4	41	0.15448705852031708
0.4	42	0.15443380177021027
0.4	43	0.1544269472360611
0.4	44	0.15433356165885925
0.4	45	0.15436948835849762
0.4	46	0.15430757403373718
0.4	47	0.15428785979747772
0.4	48	0.15438976883888245
0.4	49	0.1543937772512436
0.4	50	0.154330313205719
0.4	51	0.15431170165538788
0.4	52	0.1543458253145218
0.4	53	0.15432357788085938
0.4	54	0.1543172001838684
0.4	55	0.15434761345386505
0.4	56	0.15430884063243866
0.4	57	0.15433354675769806
0.4	58	0.1543574333190918
0.4	59	0.15428487956523895
0.4	60	0.15445907413959503
0.4	61	0.15432150661945343
0.4	62	0.15432363748550415
0.4	63	0.1543349027633667
0.4	64	0.15428100526332855
0.4	65	0.15430742502212524
0.4	66	0.154285728931427
0.4	67	0.15429240465164185
0.4	68	0.15428248047828674
0.4	69	0.15431395173072815
0.5499999999999999	0	5.090248107910156
0.5499999999999999	1	3.9604973793029785
0.5499999999999999	2	3.1451077461242676
0.5499999999999999	3	2.52829909324646
0.5499999999999999	4	2.0606977939605713
0.5499999999999999	5	1.6966201066970825
0.5499999999999999	6	1.4126249551773071
0.5499999999999999	7	1.1860939264297485
0.5499999999999999	8	1.0059982538223267
0.5499999999999999	9	0.8624547719955444
0.5499999999999999	10	0.745233416557312
0.5499999999999999	11	0.6533286571502686
0.5499999999999999	12	0.5796393156051636
0.5499999999999999	13	0.5208024382591248
0.5499999999999999	14	0.47315269708633423
0.5499999999999999	15	0.43470144271850586
0.5499999999999999	16	0.4036860764026642
0.5499999999999999	17	0.37916356325149536
0.5499999999999999	18	0.3592730760574341
0.5499999999999999	19	0.34299007058143616
0.5499999999999999	20	0.32990479469299316
0.5499999999999999	21	0.31958043575286865
0.5499999999999999	22	0.31132522225379944
0.5499999999999999	23	0.30439138412475586
0.5499999999999999	24	0.2988128066062927
0.5499999999999999	25	0.29472780227661133
0.5499999999999999	26	0.2910333275794983
0.5499999999999999	27	0.2883380949497223
0.5499999999999999	28	0.28614598512649536
0.5499999999999999	29	0.2842637300491333
0.5499999999999999	30	0.28287267684936523
0.5499999999999999	31	0.28158071637153625
0.5499999999999999	32	0.28067436814308167
0.5499999999999999	33	0.2800237834453583
0.5499999999999999	34	0.27946707606315613
0.5499999999999999	35	0.27907803654670715
0.5499999999999999	36	0.27854377031326294
0.5499999999999999	37	0.2782171070575714
0.5499999999999999	38	0.2779172658920288
0.5499999999999999	39	0.27765965461730957
0.5499999999999999	40	0.27772974967956543
0.5499999999999999	41	0.2774929702281952
0.5499999999999999	42	0.27734750509262085
0.5499999999999999	43	0.2773076593875885
0.5499999999999999	44	0.2773433327674866
0.5499999999999999	45	0.2772434651851654
0.5499999999999999	46	0.2771577537059784
0.5499999999999999	47	0.2770765423774719
0.5499999999999999	48	0.2770102918148041
0.5499999999999999	49	0.2770737409591675
0.5499999999999999	50	0.2770083248615265
0.5499999999999999	51	0.277118444442749
0.5499999999999999	52	0.2770349383354187
0.5499999999999999	53	0.2769932448863983
0.5499999999999999	54	0.27697107195854187
0.5499999999999999	55	0.27699562907218933
0.5499999999999999	56	0.2769000828266144
0.5499999999999999	57	0.27694472670555115
0.5499999999999999	58	0.2770008444786072
0.5499999999999999	59	0.2770399749279022
0.5499999999999999	60	0.2770521938800812
0.5499999999999999	61	0.27696678042411804
0.5499999999999999	62	0.27697432041168213
0.5499999999999999	63	0.27699440717697144
0.5499999999999999	64	0.2770247459411621
0.5499999999999999	65	0.27692097425460815
0.5499999999999999	66	0.2770400643348694
0.5499999999999999	67	0.27702802419662476
0.5499999999999999	68	0.27699896693229675
0.5499999999999999	69	0.2770068645477295
0.7	0	1.2291805744171143
0.7	1	0.8854554891586304
0.7	2	0.700855553150177
0.7	3	0.5996954441070557
0.7	4	0.5439958572387695
0.7	5	0.5125660300254822
0.7	6	0.49393507838249207
0.7	7	0.48191872239112854
0.7	8	0.4748108685016632
0.7	9	0.46985745429992676
0.7	10	0.4667312800884247
0.7	11	0.4641594886779785
0.7	12	0.46248331665992737
0.7	13	0.46095189452171326
0.7	14	0.4598616361618042
0.7	15	0.45932117104530334
0.7	16	0.45840826630592346
0.7	17	0.4582709074020386
0.7	18	0.45778560638427734
0.7	19	0.4572286903858185
0.7	20	0.45693352818489075
0.7	21	0.4568279981613159
0.7	22	0.45681270956993103
0.7	23	0.4564683437347412
0.7	24	0.4563710391521454
0.7	25	0.4562656879425049
0.7	26	0.4564557373523712
0.7	27	0.45609554648399353
0.7	28	0.4560037851333618
0.7	29	0.45608413219451904
0.7	30	0.45599767565727234
0.7	31	0.456052303314209
0.7	32	0.45602333545684814
0.7	33	0.45584753155708313
0.7	34	0.45602232217788696
0.7	35	0.4558998644351959
0.7	36	0.45605742931365967
0.7	37	0.45585936307907104
0.7	38	0.45589107275009155
0.7	39	0.4559042751789093
0.7	40	0.45599332451820374
0.7	41	0.455936461687088
0.7	42	0.45594823360443115
0.7	43	0.45609185099601746
0.7	44	0.4558021128177643
0.7	45	0.4558626711368561
0.7	46	0.4560673236846924
0.7	47	0.4561334550380707
0.7	48	0.45593389868736267
0.7	49	0.4558594524860382
0.7	50	0.45600906014442444
0.7	51	0.4561106562614441
0.7	52	0.45597100257873535
0.7	53	0.4559068977832794
0.7	54	0.45606592297554016
0.7	55	0.45585429668426514
0.7	56	0.45599907636642456
0.7	57	0.4558827877044678
0.7	58	0.4559372365474701
0.7	59	0.4557775855064392
0.7	60	0.4560575485229492
0.7	61	0.45594775676727295
0.7	62	0.4559441804885864
0.7	63	0.4560401439666748
0.7	64	0.4558776319026947
0.7	65	0.45598331093788147
0.7	66	0.45594486594200134
0.7	67	0.45593538880348206
0.7	68	0.45576339960098267
0.7	69	0.45593804121017456
0.85	0	5.707964897155762
0.85	1	4.530698776245117
0.85	2	3.67938494682312
0.85	3	3.0552563667297363
0.85	4	2.576692819595337
0.85	5	2.200880289077759
0.85	6	1.9114803075790405
0.85	7	1.6785565614700317
0.85	8	1.4946620464324951
0.85	9	1.345997929573059
0.85	10	1.229185938835144
0.85	11	1.1350500583648682
0.85	12	1.0597368478775024
0.85	13	0.9994341135025024
0.85	14	0.9503552913665771
0.85	15	0.9116507172584534
0.85	16	0.879527747631073
0.85	17	0.8544200658798218
0.85	18	0.8337993621826172
0.85	19	0.8168240785598755
0.85	20	0.8037272691726685
0.85	21	0.7932883501052856
0.85	22	0.7847232222557068
0.85	23	0.7778664827346802
0.85	24	0.7722623944282532
0.85	25	0.7679600119590759
0.85	26	0.7646921277046204
0.85	27	0.7621074914932251
0.85	28	0.7597968578338623
0.85	29	0.7579564452171326
0.85	30	0.7564343810081482
0.85	31	0.7554071545600891
0.85	32	0.7544090747833252
0.85	33	0.7535008788108826
0.85	34	0.7528656721115112
0.85	35	0.7520798444747925
0.85	36	0.7519614696502686
0.85	37	0.7516023516654968
0.85	38	0.7511589527130127
0.85	39	0.7510415315628052
0.85	40	0.7506997585296631
0.85	41	0.7506415843963623
0.85	42	0.7504896521568298
0.85	43	0.7510321736335754
0.85	44	0.7508895993232727
0.85	45	0.7506335377693176
0.85	46	0.7505183815956116
0.85	47	0.7504445314407349
0.85	48	0.7502344250679016
0.85	49	0.7502378225326538
0.85	50	0.7502601146697998
0.85	51	0.7504053711891174
0.85	52	0.7504007816314697
0.85	53	0.750182569026947
0.85	54	0.7503892779350281
0.85	55	0.7501574754714966
0.85	56	0.7501553893089294
0.85	57	0.7504780292510986
0.85	58	0.7500147819519043
0.85	59	0.7505905032157898
0.85	60	0.7504962086677551
0.85	61	0.7500201463699341
0.85	62	0.750433087348938
0.85	63	0.7504154443740845
0.85	64	0.7501768469810486
0.85	65	0.7501429915428162
0.85	66	0.7501634359359741
0.85	67	0.7502601146697998
0.85	68	0.7504193782806396
0.85	69	0.7502716183662415
0.9999999999999999	0	2.6065316200256348
0.9999999999999999	1	2.1131432056427
0.9999999999999999	2	1.805893063545227
0.9999999999999999	3	1.6047550439834595
0.9999999999999999	4	1.4652389287948608
0.9999999999999999	5	1.365859866142273
0.9999999999999999	6	1.289901614189148
0.9999999999999999	7	1.2344521284103394
0.9999999999999999	8	1.1914350986480713
0.9999999999999999	9	1.1571379899978638
0.9999999999999999	10	1.129672646522522
0.9999999999999999	11	1.1084448099136353
0.9999999999999999	12	1.0924566984176636
0.9999999999999999	13	1.0783357620239258
0.9999999999999999	14	1.067561149597168
0.9999999999999999	15	1.059144139289856
0.9999999999999999	16	1.0523207187652588
0.9999999999999999	17	1.046741008758545
0.9999999999999999	18	1.0425341129302979
0.9999999999999999	19	1.0389909744262695
0.9999999999999999	20	1.0363932847976685
0.9999999999999999	21	1.034111499786377
0.9999999999999999	22	1.0320781469345093
0.9999999999999999	23	1.0305248498916626
0.9999999999999999	24	1.0294345617294312
0.9999999999999999	25	1.0284488201141357
0.9999999999999999	26	1.0273985862731934
0.9999999999999999	27	1.0264989137649536
0.9999999999999999	28	1.0267468690872192
0.9999999999999999	29	1.0259742736816406
0.9999999999999999	30	1.0255988836288452
0.9999999999999999	31	1.0254164934158325
0.9999999999999999	32	1.0254312753677368
0.9999999999999999	33	1.0250720977783203
0.9999999999999999	34	1.025264859199524
0.9999999999999999	35	1.0251613855361938
0.9999999999999999	36	1.024766445159912
0.9999999999999999	37	1.024733304977417
0.9999999999999999	38	1.0245542526245117
0.9999999999999999	39	1.024681806564331
0.9999999999999999	40	1.0246195793151855
0.9999999999999999	41	1.024679183959961
0.9999999999999999	42	1.0246467590332031
0.9999999999999999	43	1.0245383977890015
0.9999999999999999	44	1.0245094299316406
0.9999999999999999	45	1.024649739265442
0.9999999999999999	46	1.0247105360031128
0.9999999999999999	47	1.024686336517334
0.9999999999999999	48	1.0248825550079346
0.9999999999999999	49	1.0246778726577759
0.9999999999999999	50	1.024237871170044
0.9999999999999999	51	1.0243380069732666
0.9999999999999999	52	1.0242340564727783
0.9999999999999999	53	1.0243964195251465
0.9999999999999999	54	1.0240755081176758
0.9999999999999999	55	1.024460792541504
0.9999999999999999	56	1.0244728326797485
0.9999999999999999	57	1.0245463848114014
0.9999999999999999	58	1.024268388748169
0.9999999999999999	59	1.0241669416427612
0.9999999999999999	60	1.0242958068847656
0.9999999999999999	61	1.0245625972747803
0.9999999999999999	62	1.024763822555542
0.9999999999999999	63	1.0244481563568115
0.9999999999999999	64	1.0248427391052246
0.9999999999999999	65	1.0244240760803223
0.9999999999999999	66	1.0244605541229248
0.9999999999999999	67	1.0246131420135498
0.9999999999999999	68	1.0246422290802002
0.9999999999999999	69	1.0243021249771118
1.1500000000000001	0	5.4340009689331055
1.1500000000000001	1	4.410168170928955
1.1500000000000001	2	3.695655345916748
1.1500000000000001	3	3.1652109622955322
1.1500000000000001	4	2.7740468978881836
1.1500000000000001	5	2.4723167419433594
1.1500000000000001	6	2.2341036796569824
1.1500000000000001	7	2.045191526412964
1.1500000000000001	8	1.8988988399505615
1.1500000000000001	9	1.7803008556365967
1.1500000000000001	10	1.685945987701416
1.1500000000000001	11	1.6100467443466187
1.1500000000000001	12	1.5488556623458862
1.1500000000000001	13	1.500744104385376
1.1500000000000001	14	1.461898684501648
1.1500000000000001	15	1.4310823678970337
1.1500000000000001	16	1.4058550596237183
1.1500000000000001	17	1.3851643800735474
1.1500000000000001	18	1.3690505027770996
1.1500000000000001	19	1.3554242849349976
1.1500000000000001	20	1.345200777053833
1.1500000000000001	21	1.3360705375671387
1.1500000000000001	22	1.3298121690750122
1.1500000000000001	23	1.3240623474121094
1.1500000000000001	24	1.3201686143875122
1.1500000000000001	25	1.3173394203186035
1.1500000000000001	26	1.3146369457244873
1.1500000000000001	27	1.3119676113128662
1.1500000000000001	28	1.310187578201294
1.1500000000000001	29	1.3087987899780273
1.1500000000000001	30	1.307746171951294
1.1500000000000001	31	1.3067858219146729
1.1500000000000001	32	1.305625319480896
1.1500000000000001	33	1.3049733638763428
1.1500000000000001	34	1.3044795989990234
1.1500000000000001	35	1.3039748668670654
1.1500000000000001	36	1.3035380840301514
1.1500000000000001	37	1.303768277168274
1.1500000000000001	38	1.3036657571792603
1.1500000000000001	39	1.3036137819290161
1.1500000000000001	40	1.303585171699524
1.1500000000000001	41	1.3035022020339966
1.1500000000000001	42	1.3031868934631348
1.1500000000000001	43	1.303791880607605
1.1500000000000001	44	1.303024172782898
1.1500000000000001	45	1.3026868104934692
1.1500000000000001	46	1.3029155731201172
1.1500000000000001	47	1.3026498556137085
1.1500000000000001	48	1.302822232246399
1.1500000000000001	49	1.3027898073196411
1.1500000000000001	50	1.303432822227478
1.1500000000000001	51	1.3037480115890503
1.1500000000000001	52	1.3027262687683105
1.1500000000000001	53	1.302791714668274
1.1500000000000001	54	1.3026459217071533
1.1500000000000001	55	1.3023715019226074
1.1500000000000001	56	1.302883505821228
1.1500000000000001	57	1.3026810884475708
1.1500000000000001	58	1.303266167640686
1.1500000000000001	59	1.3024156093597412
1.1500000000000001	60	1.3025157451629639
1.1500000000000001	61	1.3025330305099487
1.1500000000000001	62	1.30238676071167
1.1500000000000001	63	1.3027138710021973
1.1500000000000001	64	1.3026612997055054
1.1500000000000001	65	1.3025641441345215
1.1500000000000001	66	1.3030056953430176
1.1500000000000001	67	1.3026484251022339
1.1500000000000001	68	1.3027716875076294
1.1500000000000001	69	1.3026058673858643
1.3	0	4.6814284324646
1.3	1	3.8889944553375244
1.3	2	3.346515655517578
1.3	3	2.9713876247406006
1.3	4	2.6980504989624023
1.3	5	2.487276792526245
1.3	6	2.325019121170044
1.3	7	2.2005934715270996
1.3	8	2.099153995513916
1.3	9	2.0201008319854736
1.3	10	1.9573537111282349
1.3	11	1.9078774452209473
1.3	12	1.8680552244186401
1.3	13	1.8359874486923218
1.3	14	1.8094441890716553
1.3	15	1.788580298423767
1.3	16	1.77288019657135
1.3	17	1.759605050086975
1.3	18	1.7477750778198242
1.3	19	1.7393643856048584
1.3	20	1.7329325675964355
1.3	21	1.7278690338134766
1.3	22	1.7228139638900757
1.3	23	1.7196191549301147
1.3	24	1.7165559530258179
1.3	25	1.7143619060516357
1.3	26	1.7135207653045654
1.3	27	1.7118438482284546
1.3	28	1.710045337677002
1.3	29	1.7087806463241577
1.3	30	1.7084417343139648
1.3	31	1.707896113395691
1.3	32	1.7076668739318848
1.3	33	1.7069509029388428
1.3	34	1.7070029973983765
1.3	35	1.7064093351364136
1.3	36	1.7058154344558716
1.3	37	1.7068082094192505
1.3	38	1.7059937715530396
1.3	39	1.7057758569717407
1.3	40	1.70597505569458
1.3	41	1.705389142036438
1.3	42	1.7051922082901
1.3	43	1.705644965171814
1.3	44	1.7056690454483032
1.3	45	1.7047251462936401
1.3	46	1.7058151960372925
1.3	47	1.7052154541015625
1.3	48	1.7053672075271606
1.3	49	1.7055267095565796
1.3	50	1.7052396535873413
1.3	51	1.7051637172698975
1.3	52	1.7054541110992432
1.3	53	1.7055357694625854
1.3	54	1.7053191661834717
1.3	55	1.7051161527633667
1.3	56	1.7055914402008057
1.3	57	1.7046619653701782
1.3	58	1.7053643465042114
1.3	59	1.7047159671783447
1.3	60	1.7045036554336548
1.3	61	1.7052150964736938
1.3	62	1.705679178237915
1.3	63	1.7054450511932373
1.3	64	1.7056586742401123
1.3	65	1.7052223682403564
1.3	66	1.7048227787017822
1.3	67	1.7059035301208496
1.3	68	1.705075740814209
1.3	69	1.7049427032470703
1.45	0	6.579082489013672
1.45	1	5.48814058303833
1.45	2	4.700058460235596
1.45	3	4.1197052001953125
1.45	4	3.674995183944702
1.45	5	3.339531898498535
1.45	6	3.0786707401275635
1.45	7	2.870246171951294
1.45	8	2.7061374187469482
1.45	9	2.575364828109741
1.45	10	2.471961259841919
1.45	11	2.3889474868774414
1.45	12	2.3205673694610596
1.45	13	2.267655849456787
1.45	14	2.222646713256836
1.45	15	2.1885290145874023
1.45	16	2.1605372428894043
1.45	17	2.1365694999694824
1.45	18	2.1188628673553467
1.45	19	2.103344440460205
1.45	20	2.090925693511963
1.45	21	2.0838329792022705
1.45	22	2.075500726699829
1.45	23	2.070502519607544
1.45	24	2.0641870498657227
1.45	25	2.0600216388702393
1.45	26	2.057891845703125
1.45	27	2.0545525550842285
1.45	28	2.053168296813965
1.45	29	2.0509233474731445
1.45	30	2.0501253604888916
1.45	31	2.0483453273773193
1.45	32	2.0473673343658447
1.45	33	2.046082019805908
1.45	34	2.046346426010132
1.45	35	2.045334577560425
1.45	36	2.045194625854492
1.45	37	2.045477867126465
1.45	38	2.04524564743042
1.45	39	2.044650077819824
1.45	40	2.043980360031128
1.45	41	2.0447890758514404
1.45	42	2.0441527366638184
1.45	43	2.044182300567627
1.45	44	2.043858051300049
1.45	45	2.0440897941589355
1.45	46	2.044677257537842
1.45	47	2.043617010116577
1.45	48	2.0444655418395996
1.45	49	2.0433735847473145
1.45	50	2.043720245361328
1.45	51	2.0440993309020996
1.45	52	2.0435550212860107
1.45	53	2.0440244674682617
1.45	54	2.044281005859375
1.45	55	2.044037103652954
1.45	56	2.0439722537994385
1.45	57	2.0438554286956787
1.45	58	2.043466091156006
1.45	59	2.0434789657592773
1.45	60	2.0440561771392822
1.45	61	2.0443923473358154
1.45	62	2.043433666229248
1.45	63	2.043246030807495
1.45	64	2.043743371963501
1.45	65	2.043177604675293
1.45	66	2.0436041355133057
1.45	67	2.0436289310455322
1.45	68	2.0443122386932373
1.45	69	2.043320417404175
1.6	0	6.589889049530029
1.6	1	5.641233444213867
1.6	2	4.968561172485352
1.6	3	4.4732513427734375
1.6	4	4.1101908683776855
1.6	5	3.826416254043579
1.6	6	3.6031763553619385
1.6	7	3.4281702041625977
1.6	8	3.292196035385132
1.6	9	3.1762473583221436
1.6	10	3.088412046432495
1.6	11	3.0174295902252197
1.6	12	2.9580109119415283
1.6	13	2.912797451019287
1.6	14	2.8770604133605957
1.6	15	2.8484432697296143
1.6	16	2.8236725330352783
1.6	17	2.8045542240142822
1.6	18	2.7920029163360596
1.6	19	2.778703212738037
1.6	20	2.769402265548706
1.6	21	2.7614428997039795
1.6	22	2.7558090686798096
1.6	23	2.7515835762023926
1.6	24	2.746410369873047
1.6	25	2.7435660362243652
1.6	26	2.7412290573120117
1.6	27	2.7387335300445557
1.6	28	2.7372655868530273
1.6	29	2.7365989685058594
1.6	30	2.734088659286499
1.6	31	2.7328503131866455
1.6	32	2.7326385974884033
1.6	33	2.7326982021331787
1.6	34	2.7311599254608154
1.6	35	2.7316808700561523
1.6	36	2.730759620666504
1.6	37	2.731041431427002
1.6	38	2.730487108230591
1.6	39	2.730741262435913
1.6	40	2.7302000522613525
1.6	41	2.7305736541748047
1.6	42	2.729747772216797
1.6	43	2.7304890155792236
1.6	44	2.72979736328125
1.6	45	2.729750871658325
1.6	46	2.730086326599121
1.6	47	2.72959303855896
1.6	48	2.7299869060516357
1.6	49	2.729996919631958
1.6	50	2.7298338413238525
1.6	51	2.729628324508667
1.6	52	2.729609489440918
1.6	53	2.7292065620422363
1.6	54	2.730203866958618
1.6	55	2.730116844177246
1.6	56	2.7306342124938965
1.6	57	2.729214906692505
1.6	58	2.729686975479126
1.6	59	2.7295918464660645
1.6	60	2.730361223220825
1.6	61	2.730313301086426
1.6	62	2.7300212383270264
1.6	63	2.728970527648926
1.6	64	2.729348659515381
1.6	65	2.729461908340454
1.6	66	2.7303521633148193
1.6	67	2.730010747909546
1.6	68	2.7309629917144775
1.6	69	2.7291665077209473
